,original_situation,emotion,cause_span,start_index,end_index,emotion_label
3661,my friend got in a car crash a few days ago while i was in the car. it was definitely a scary experience.,__terrified__,crash,7,7,30
3276,i lived in new york city for a couple years and it is definitely a place where one can feel quite alone if you don't have family or friends. ,__lonely__,alone,23,23,23
2548,"i recently had a bad health scare. i was on pins and needles waiting the result of a skin biopsy.  luckily, it wasn't cancer.",__grateful__,"health scare. i was on pins and needles waiting the result of a skin biopsy. luckily, it wasn't cancer",6,31,17
1859,"one time during kindergarten, i really needed to go to the restroom. the teacher did not let me so i soiled myself",__ashamed__,soiled myself,24,26,6
3312,the new guys at work were talking so harshly about my boss.  it was really heartbreaking.  i kept my mouth shut and stayed loyal to him though.,__faithful__,loyal,28,28,15
1251,i took my dog to meet my husband's sisters. it did not go well!,__embarrassed__,dog to meet my husband's sisters. it did not go well,4,17,13
1530,i can't hardly wait to go concert tonight!,__excited__,concert tonight,9,10,14
3356,at work a coworker of mine tried to take credit for a job i had completed. i went straight to my boss and got it lined out once i found out what had happened.,__furious__,coworker of mine tried to take credit,4,12,16
1348,getting a lot of projects done in a day,__hopeful__,projects done,5,6,19
1597,i sliced my hand open trying to rip a beer can in two; i was at a park with some friends and i was scared i would pass out from blood loss.,__terrified__,sliced my hand open trying to rip a beer can in two ; i was at a park with some friends and i was scared i would pass out from blood loss,2,33,30
1336,i had been looking a pictures of car crashes. now i am afraid to drive anywhere. seriously i can hardly go anywhere a car might be.,__afraid__,looking a pictures of car crashes,4,9,0
119,close friend has an unlimited stream of money from her parents. always wishing i was able to do the stuff she does and not work.,__jealous__,friend has an unlimited stream of money from her parents,2,11,21
1189,my little brother dumped a glass of water on me while i was sleeping just because we are in a prank war ,__furious__,dumped a glass of water on me while i was sleeping,4,14,16
2416, i went to stomp in new york.the way they use normal things to make music is fascinating.,__impressed__,normal things to make music,16,20,20
3660,i am so happy today because my peacocks just had 3 babies! they are so cute!,__joyful__,babies,15,15,22
2694,"i'm trying to recover a videogame account and the customer support is just so surprisingly stupid, theyre asking me for my game code when thats what i dont have and why i contacted them",__surprised__,"customer support is just so surprisingly stupid, theyre asking me for my game code",13,28,29
408,"there's a woman at work that will not listen when you try to explain a work task to her and will end up making many mistakes, which causes the rest of us more work. it's very frustrating and aggravating!",__annoyed__,work task to her and will end up making many mistakes,18,28,2
34,"i've been married a long time, but my husband has to travel for business so i feel a little bit by myself sometimes. ",__lonely__,husband has to travel for business,12,17,23
2733,walking through a dark trail,__afraid__,dark trail,4,5,0
2049,my girlfriend moved in this past weekend.  we have a ton of boxes to unpack but i am hopeful we will get it done in the next couple weeks,__hopeful__,girlfriend moved,2,3,19
415,i busted out some sets today,__confident__,busted out some sets,2,6,8
2900,"wow, is always reduces my standard",__angry__,reduces my standard,6,8,1
826,i am by myself most of the time in a isolated area. i only have animals as my friends. ,__lonely__,isolated,11,11,23
2794,created a program at work.,__proud__,program at work,3,5,26
2280,i got a job offer at another company that pays more.,__faithful__,job offer at another company,4,8,15
2053,i am not sure i may see about chaning my son's teacher.,__apprehensive__,chaning my son's teacher,9,16,5
1540,my sister in law is always thinking of herself and not taking anyone else's schedules into account.,__annoyed__,schedules into account,17,19,2
2697,i was reading through some of my old school papers.  it transported me to a different time and place,__sentimental__,old school,8,9,28
2443,i am happy cause i fixed my gum.,__joyful__,fixed my gum,6,8,22
1644,my mom bought me a gift for my birthday,__grateful__,mom bought me a gift for my birthday,2,9,17
1259,"my boyfriend has a female friend who he sometimes chooses to hang out with over me. we had a date planned last week, but he cancelled it to go to the movies with her. it's so frustrating.",__jealous__,sometimes chooses to hang out with over me. we had a date planned,9,22,21
2829,once i was waiting for a friend for an hour to go to dinner and she wouldn't answer her phone!,__angry__,waiting for a friend for an hour to go to dinner and she wouldn't answer her phone,4,22,1
1221,i missed a chance to get a new job the other week. i really wish i had put my resume in sooner.,__ashamed__,missed a chance to get a new job,2,9,6
2916,a friend/customer cheated me out of a large sum of money. she works at the corner grocery where i shop often. i became very uneasy when i had to shop there.,__apprehensive__,cheated,5,5,5
603,i was loyal to the same company for 10 years.,__faithful__,loyal to the same company,3,7,15
715,my sister kept repeating a few seconds of a song on her laptop and i could hear it from my room. it drove me bonkders,__annoyed__,sister kept repeating a few seconds of a song on her laptop,2,13,2
278,after meditating i felt ready,__prepared__,meditating,2,4,25
2187,i hear something tapping outside my bathroom door. i don't know what it is and i am really scared.,__terrified__,tapping,4,4,30
3370,i get so upset when someone does not agree with what i am doing. i am a grown women and feel i can make good choices for myself.,__angry__,women,20,20,1
688,i went out to my car one morning to go to work.  some kids in the condo complex had thrown food all over the top of my car.,__angry__,thrown food all over the top of my car,22,30,1
1063,it drove me up the wall this morning when i realized i ran out of coffee filters without getting more at the grocery store the other day. i can't believe i forgot to check!,__annoyed__,ran out of coffee filters,13,17,2
2621,once upen a day my friend is meet to the road very happy and enjoy.,__joyful__,road,12,12,22
538,finally figured out why i wasn't getting good sleep,__joyful__,figured out why i wasn't getting good sleep,2,11,22
825,i think have faith in someone is important in life. i have that with my husband without a doubt.,__trusting__,husband,17,17,31
11,my wife has been out of the country for a couple months for school.  dropping her off at the airport was really tough.,__sad__,wife has been out of the country for a couple months for school,2,14,27
784,i feel so much better about life in general since hitting the gym!,__confident__,hitting the gym,11,13,8
1753,my coworkers threw me a 20th anniversary party at work last week. i had no idea it was going to happen.,__surprised__,party,10,10,29
2649,the only thing that can bring you down is you.,__disappointed__,bring,6,6,11
850,"i was proud of my niece today, she graduated from her nursing school. she's planning to work for an oncologist.",__proud__,"niece today, she graduated from her nursing school. she's planning to work for an oncologist",6,25,26
2559,one day for the time i am and my family are going to vecgation. so very enjoy and so very very happy.,__joyful__,family are going to vecgation,10,16,22
3663,life seem like it is going pretty good for me. i have no complaints.,__content__,good,8,8,9
867,"i was attacked by bees a few months ago, they we're furious.",__furious__,attacked by bees,3,5,16
1682,"my son failed a really important test. now he might not be able to graduate, and i'm really disappointed in him.",__disappointed__,test. now he might not be able to graduate,7,16,11
2399,my son needed to borrow money for transportation last week. i was just thankful to be able to help him.,__grateful__,son needed to borrow money for transportation last week. i was just thankful to be able to help,2,20,17
2373,i was late for the bus and missed it.,__angry__,bus and missed,6,8,1
1354,i recently moved from california to north carolina. it was ok while my friend (who drove me across the country) was here. but after he left i realized i knew absolutely nobody. it was not a good feeling.,__lonely__,nobody,42,42,23
3548,"just now i ate a half a big bag of peanut m&ms. i tried to resist, but could not",__ashamed__,ate a half a big bag,4,9,6
1633,im happy with my health for the first time in a few years,__content__,health,5,5,9
2735,"last year for my birthday a coworker brought me a bottle of my favorite beer and some cheese. it sounds silly but it was so perfect for me, she really put some thought into it and i wasn't expecting it.",__surprised__,birthday a coworker brought me a bottle of my favorite beer,5,17,29
1887,a friend of mine is coming to visit.  we're going to have a lot of fun when he arrives,__excited__,coming to visit,6,8,14
3537,i love going back to visit the house i grew up in.,__sentimental__,back to visit the house i grew,4,10,28
846,i'm very socially awkward,__anxious__,socially awkward,5,6,4
1884,i was shocked that the parade had many people attend considering the rain pouring down. ,__surprised__,parade had many people attend,6,10,29
1529,when i listened to a particular album recently it brought me back to when i was in high school. it reminded me of who showed me the album.,__nostalgic__,album,7,7,24
3332,"i came home one day to my cat, muffins, dead.",__devastated__,"cat, muffins, dead",8,14,10
3483,i lied to my mother today ,__embarrassed__,lied to my mother,2,5,13
1242,"for two years now i've been walking with help of a walker, following a botched hip operation. recently, at a physical therapy session, i was able to walk with a cane the length of the treatment room. i felt quite good about myself!",__proud__,able to walk,35,37,26
353,i lost my wallet and trusted to have it turned in,__trusting__,lost my wallet and trusted to have it turned,2,10,31
3318,i bought my daughter a cell phone for her birthday,__trusting__,daughter a cell phone,4,7,31
1752,my father was diagnosed with stage 4 brain cancer. it only took a few months for him to pass away because of it.,__sad__,brain cancer,8,9,27
2431,i sometimes feel sad about things when i shouldn't it might be depression.,__sad__,things when i shouldn't it might be depression,6,15,27
2667,waiting for my food at dennys.,__anticipating__,food at dennys,4,8,3
1471,my boss made me work overtime yesterday and i didn't even get paid for it!,__annoyed__,work overtime,5,6,2
529,"i was just thinking back to the christmases we used to have at home when i was a youngster. they were such fun, from decorating the tree to a delicious lunch on the big day with family.",__sentimental__,christmases,8,11,28
1542,today i had an interview for an online teaching position and i nailed it! i'm pretty sure i'm going to get the job but i'm a little nervous.,__confident__,interview,5,5,8
2874,"as i woke up today i found out it was still dark and very early nevertheless, i felt good.",__surprised__,dark,12,12,29
1771,i had to take my beloved dog to the humane society when i had to move back in with my mother after my terrible breakup with my ex.   she said i absolutely couldnt have her at her house.,__sentimental__,dog to the humane society,7,12,28
1444,"all of my friends have moved away, when i still live and work in the place where i grew up. many local people my age do drugs and stay out all night, so i just stay in and keep to myself.",__lonely__,friends have moved,4,6,23
921,i recently moved to a new city. i left behind some good friends.,__sentimental__,friends,14,14,28
3634,the security guards,__anticipating__,security guards,2,3,3
2479,my neighbor asked me to watch over his dog.,__guilty__,neighbor asked me to watch over his dog,2,9,18
2330,"my daughter recently said the f word.  i'm not sure where she picked it up, so that definitely shocked me!",__surprised__,daughter recently said the f word,2,7,29
2481,i was walking home late at night.  i noticed i was being followed by someone and ending up running back. ,__terrified__,late at night. i noticed i was being followed by someone,5,16,30
1788,i dropped my groceries in the parking lot,__embarrassed__,dropped my groceries,2,7,13
856,"when i bought my new car, i couldn't believe how smooth the ride was. i thought it would be much rougher.",__impressed__,smooth the ride,14,16,20
3772,our company is firing people,__sad__,firing people,4,5,27
1168,"when i was going through a divorce, money was tight, my mom stepped in and helped with attorney fees, was so helpful.",__grateful__,mom stepped in and helped with attorney fees,14,21,17
2956,peed the bed,__ashamed__,peed the bed,1,4,6
2240,i accidentally knocked a little kid over when i was coming out of the grocery store the other day. i shouldn't feel bad as it was a total accident but i do.,__ashamed__,knocked a little kid,3,6,6
1979,i was so angry when my brother tied a firecracker to our dog's tail. i went straight ahead and gave him a punch.,__furious__,brother tied a firecracker,7,12,16
439,"when my uncle jebodiah told me that he had a strong brew that could cure my herpes, i didn't think twice about gulping the whole thing. i know my uncle jeb wouldn't do me wrong like that.",__trusting__,uncle jebodiah told me that he had a strong brew that could cure my herpes,3,22,31
17,i'm so proud of my wife,__proud__,wife,8,8,26
512,"i didn't tell my friend when her boyfriend hit on me. i felt very bad and wrong for that, even though i turned him down, of course.",__guilty__,boyfriend hit,10,11,18
2396,my husband just ran a marathon. he had no training i was blown away by him.,__impressed__,husband just ran a marathon. he had no training,2,11,20
1950,i miss the days of youth where we were carefree,__nostalgic__,youth where we were carefree,6,11,24
2010,"a tv show i like is getting another season. i wasn't expecting it, so i'm pretty happy.",__joyful__,getting another season,8,10,22
1804,i packed up all my things and moved out of state.,__sad__,moved,8,8,27
3162,i heard a really loud bang in the middle of the night. the next morning i found out that it was gun shots. omg,__afraid__,bang,6,6,0
3353,i finally told my friend i was into him. i was so embarrassed to do it. he rejected me. ,__ashamed__,friend i was into him. i was so embarrassed to do it. he rejected,5,20,6
87,i was surprised when my wife left me.,__jealous__,wife left,6,7,21
3119,i felt a bit sad when i saw an elderly man drop his wallet and a kit picked the wallet up and didn't give it back to the man,__ashamed__,drop his wallet,12,14,6
433,when i was a child a stole my mother's card details to pay for a subscription.,__ashamed__,stole my mother's card,7,12,6
2059,i got so angry when a friend of mine tried to make a pass at my girlfriend. i am thinking about confronting him.,__furious__,friend of mine tried to make a pass at my girlfriend,7,17,16
2674,"i lost someone special long time ago, i felt so gloomy and depressed",__sad__,lost someone,2,3,27
1162,"late last summer, my dog went missing. i caleld everyone in the neighborhood to see if they had seen him. i spent hours looking for him and i checked all of the shelters for about a week. we eventually found his body. he had gotten trapped under a neighbor's house and could not get out. ",__devastated__,dog went missing,6,8,10
83,"my youngest child started high school this year. it made me think back to when she was just started kindergarten, and how time flies!",__nostalgic__,youngest child started high school this year. it made me think back to when she was just started kindergarten,2,21,24
3757,i love helping people,__joyful__,people,4,4,22
2336,"today,as i was leaving for work in the morning,i had a tire burst in the middle of a busy road. that scared the hell out of me!",__terrified__,tire burst in the middle of a busy road,16,24,30
3692,"once i was going to get fried chicken, but then i remembered i was loyal to only eating vegetables",__faithful__,loyal to only eating vegetables,16,20,15
1285,my dog keeps having accidents in the house ever since we got another dog. i keep taking her outside to!,__angry__,dog keeps having accidents,2,5,1
2171,"there is an abandoned school an hour drive from my house. it is said to be haunted. a group of friends and i decided it would be fun to go check it out. once we arrived, i was so scared that i could not even get out of the car!",__afraid__,abandoned school an hour drive from my house. it is said to be haunted,4,18,0
1570,i am pretty comfy right now in my bed.,__content__,bed,10,10,9
868,"roller coasters are my favorite things in the world. every winter, i miss them so much. by the time february rolls around, all i can think about is going back to the parks and riding all of them!",__anticipating__,february,24,27,3
2878,i'm an over the road trucker. it's a lonely life. ,__lonely__,road trucker,7,9,23
2489,"my son's school starts next week, they just changed the day that is his first day. my husband had to ask off a different day as well.",__annoyed__,"school starts next week, they just changed the day",5,14,2
2152,i caught my daughter singing the spice girls when she was little. she thought it was a brand new song!,__nostalgic__,daughter singing the spice girls,4,9,24
33,i was afraid when i watched a horror film,__afraid__,watched a horror film,6,9,0
2663,just had my first cup of coffee in over a year. it made my soul happy.,__joyful__,cup of coffee,5,7,22
3096,"my girlfriend and i have birthdays 8 days apart. we exchanged gifts somewhere in the between and it made me so happy, it kind of felt like christmas in the summer!",__joyful__,birthdays 8 days apart. we exchanged gifts,6,14,22
3218,i forgot to invite my friend to dinner with our other friends.,__guilty__,forgot to invite,2,4,18
2673,"i love surprises, and on my birthday, my girlfriend waited until the last minute to give me something. i honestly thought she had forgot.  ",__surprised__,"birthday, my girlfriend waited until the last minute",8,16,29
2650,recently i went for a wildlife safari ,__afraid__,wildlife safari,6,8,0
2978,i felt shy when i dropped my groceries in the parking lot,__embarrassed__,dropped my groceries in the parking lot,6,15,13
428,i am prepared to help my family financially whenever they need it ,__prepared__,help my family financially,5,8,25
3678,one time i stole something from the grocery store when i was little,__ashamed__,stole something,4,5,6
3719,i had to take my brother's advice,__trusting__,take my brother's advice,4,9,31
3088,"i was watching over my girlfriend's cat while she went away on a little trip. the cat wanted barely anything to do with me, and i felt so isolated.",__lonely__,watching over my girlfriend's cat while she went away on a little trip. the cat wanted barely anything,3,23,23
1403,i think i might loose my job over something that wasn't my fault. ,__annoyed__,might loose my job over something that wasn't my fault,4,15,2
3601,"i am very fearful of dying. i know it will come one day, i just hope and pray it doesn't hurt so bad.",__afraid__,dying,6,6,0
576,"even though someone wronged me, i still care about their well being",__caring__,someone,3,3,7
853,my partner surprised me with a trip to hawaii this year! i could not be more elated.,__excited__,partner surprised me with a trip to hawaii,2,11,14
240,i once put googly eyes on a potato and had a nice dinner date with it.  i was really lonely at the time and was doing anything i could to keep occupied.,__ashamed__,googly eyes on a potato and had a nice dinner date,4,16,6
1466,"my husband is going through the process of quitting smoking and he also has drama going on with his parents that isn't his fault. there is nothing that i can do to make the situation better for him, so it makes me sad.",__sad__,nothing that i can do to make the situation better,31,40,27
1361,i was watching my dad's house last week and i heard some odd noises while i was there alone.,__afraid__,noises,16,16,0
1353,i made me a bowl of cereal today and when i started eating i realized milk was spoiled,__disgusted__,realized milk was spoiled,15,18,12
964,my son is teething i gave him motrin,__caring__,teething,4,5,7
201,"my husband really is away from home quite often, due for his job. it can be hard at times, and make me feel a bit alone.",__lonely__,husband,2,2,23
3760,"my wife and i had found the perfect house to buy, it fit us perfect. someone got a bid in before us and ending up getting the house.",__disappointed__,"house to buy, it fit us perfect. someone got a bid",9,21,11
3395,i finished all the ice cream when i was told to leave some for others. i was just so hungry! ,__guilty__,ice cream,5,6,18
1270,i was devastated when my dog died,__devastated__,dog died,6,7,10
1065,a few weeks ago my loud upstairs neighbors went away for a week. what a difference to the whole life experience here! i felt relaxed and as if all was right in my world.,__content__,neighbors went away,8,10,9
277,i feel ready to take on this school year and pass with flying colors!,__confident__,year,9,9,8
550,i felt bad when i cheated on my partner,__guilty__,cheated on my partner,6,9,18
1807,im stoked to go see some old friends tomorrow night,__excited__,old friends,9,10,14
2979,my grandmother gave me a rock.,__sentimental__,gave me a rock,3,6,28
931,there was a dog outside my house the other night just howling at my window. i don't own a dog and i'm on my own 3 acres of land. ,__afraid__,dog outside my house the other night just howling,4,13,0
855,"it means a lot to me that my in-laws are helping us buy school clothes for our girls. that takes a burden off of us. they don't even realize how much they are helping us, they are just doing it because they love us and they love the girls.",__grateful__,laws are helping us buy school clothes,11,17,17
2402,i was amazed when my dad bought me a new car,__surprised__,bought me a new car,7,11,29
1122,i was giving a speech to try and get funds to run for local office. i had worked long and hard to sound prepped but also authentic.,__prepared__,giving a speech to try and get funds to run for local office. i had worked long and hard to sound prepped but also authentic,3,29,25
3481,i'm glad i can trust my husband to always be there for me.,__faithful__,trust my husband,7,9,15
1796,"today is my first day off in a long time. i'm playing some zelda on the switch, and i'm feeling pretty happy!",__content__,first day off in a long time. i'm playing,4,15,9
272,"i went to the zoo last month, i haven't been since i was a kid. i went to a zoo that was supposed to be one of the top zoos, however i couldn't help but feel bad for the animals the whole time.",__sad__,animals,48,48,27
2624,had food between my teeth,__embarrassed__,food between my teeth,2,5,13
3495,i watched wimbeldon for the first time.,__impressed__,wimbeldon,3,6,20
1773,we read the bible to our son every night.  sometimes he will use his leanings and relate them to life. ,__proud__,leanings,17,18,26
88,"whenever we've moved abroad, i've learned to trust my instinct and sense of adventure. so far, so good!",__trusting__,instinct and sense of adventure,15,19,31
3211,my upstairs neighbors make a ton of noise at all hours of the night. it makes it difficult for me to sleep. ,__annoyed__,noise at all hours of the night,8,14,2
3407,"i have such a fear of heights.  so when my husband kindly bought me a skydiving voucher for my 30th birthday i was slightly anxious and uneasy.  i of course thought of the worst! i travelled up in the plane with the lovely instructors who of course tried everything in their power to reassure me but to no avail. i was so nervous and panicky.  however i am so glad i did it!  after the initial panic when we jumped, it was actually one of the most amazing experiences of my life!",__apprehensive__,fear of heights,5,7,5
2014,my friend was housesitting for me and left my front door open when she checked the mail. my cat got out and was hit by a car.,__furious__,open when she checked the mail. my cat got out and was hit by a car,13,29,16
3440,"when my ex girlfriend cheated on me, i was so angry ",__furious__,cheated,5,5,16
2344,"last year, someone was kicking on our front door late at night. i looked out the window apprehensively to see it was my cousin.  she was drunk and had knocked but we hadn't answered.",__afraid__,kicking on our front door,6,10,0
1744,"the happiest moment in my life was the day that we had our daughter. even though it was a painful experience, words cannot express how much happiness she has brought over the years.",__joyful__,daughter,16,16,22
1123,my father passed away 2 1/2 years ago. we didn't know he had a life-threatening illness and it really traumatized our family. the unexpected loss was so agonizing and painful for us.,__devastated__,father passed away 2 1/2 years ago. we didn't know he had a life-threatening illness and it really traumatized our family. the unexpected,2,33,10
2600,i feel like my boss is a cool guy. i think he's actually looking out for my best interest.,__trusting__,best interest,21,22,31
2184,a friend of mine bought a scratch off ticket at the gas station and won $2000. i buy them all the time and only win a couple bucks here and there.,__jealous__,friend of mine bought a scratch off ticket at the gas station and won $ 2000,2,17,21
3626,i interviewed for a job.  i know i gave great answers to their questions and walked away feeling like i had the job.,__confident__,great answers,11,12,8
2412,i brokedown when i got a bad news,__devastated__,bad news,8,9,10
3748,someone side sideswiped my car last night while i was sleeping and i wasn't aware until i woke up. it was not a good thing to wake up to.,__furious__,sideswiped,3,5,16
3529,i knew i was ready for my college exam.,__prepared__,ready for my college exam,5,9,25
2427,"today, i was just people watching and it made me so happy.",__joyful__,people watching,6,7,22
2041,one time i bought emergency supplies before a hurricane,__prepared__,bought emergency,4,5,25
54,i once stole a candy bar and drink from a gas station. i felt so bad.,__guilty__,stole a candy bar and drink from a gas station,3,12,18
751,"it's almost time for halloween horror nights at universal studios.  i'm super excited to go, and cannot wait to snag tickets!",__anticipating__,halloween horror nights,7,11,3
3379,when i ordered a new pair of headphones online. they are a high end pair and i couldn't wait to have them.,__anticipating__,online,10,10,3
1710,"we have homeschooled our daughter for the past 3 years. this year, she has decided to return to public school.",__anxious__,"daughter for the past 3 years. this year, she has decided to return to public school",8,25,4
1329,"my husband planned a secret weekend trip for us not too long ago! i didn't have a clue about it and loved going with him, so much fun!",__surprised__,trip,7,7,29
2269,i  done a presentation at work and as i got up to speak i farted.,__embarrassed__,speak i farted,13,16,13
526,the day i finished my doctorate i was extremly proud and thankfull for everything i have,__proud__,finished my doctorate,4,6,26
2716,when my girlfriend was in the hospital.,__caring__,girlfriend was in the hospital,3,7,7
499,easter when my dad had the whole yard covered with eggs,__surprised__,yard covered,9,10,29
2505,i was really proud of my friend for doing a backflip,__impressed__,friend for doing a backflip,7,13,20
2067,my cat vomited in the floor and i stepped in it!,__annoyed__,vomited in the floor and i stepped,3,10,2
2616,i just finished my bulletin board at work. it looks nice and i am glad to be finished.,__content__,finished my bulletin board,3,7,9
2545,i put in extra hours at work.  i hope my boss appreciates me more,__hopeful__,extra hours at work. i hope my boss appreciates,4,14,19
2455,i worked on a team based project with co-workers.  we were able to successfully complete the project and our clients loved it,__proud__,successfully complete the project and our clients loved,17,24,26
1708,i felt very unpleasant last week when i fell to the ground my first time skateboarding,__embarrassed__,fell to the ground my first time skateboarding,9,17,13
2708,"i was watching my cat sleep today, and wished for a moment to be him.",__jealous__,sleep,6,6,21
1130,i recently said goodbye to a good friend for a while. i love her!,__sad__,said goodbye to a good friend,3,8,27
2498,i found some pictures from when my family and i used to go on vacation together.,__nostalgic__,pictures from when my family and i used to go on vacation,4,15,24
1121,i've just been to see my orthopedic surgeon. he has suggested an operation to fix my hip. i'm worried about it as surgery is quite stressful.,__anxious__,orthopedic surgeon. he has suggested an operation,9,19,4
2881,i was upset when my friend forgot to invite me to dinner,__disappointed__,friend forgot to invite me to dinner,6,12,11
3750,right after buying a brand new phone i dropped it and shattered the screen. i barely had any time to use it.,__devastated__,dropped it and shattered,9,12,10
794,i asked out a girl from my class and she said yes.,__confident__,asked out a girl from my class and she said yes,2,12,8
1390,one of my neighbors (next building and two floors up) insists on playing talk radio every morning with his door open. it's blaring out and driving me nuts!!,__annoyed__,playing talk radio,15,17,2
940,i stole some candy from the grocery store. i wanted to see if i could get away with it.,__guilty__,stole some candy from the grocery store,2,8,18
764,i am on a new diet for my lupus and it is critical that this work b/c the next steps to take care of my lupus are very powerful drugs that i don't want to take,__anxious__,lupus and it is critical that this work b/c the next steps to take care of my lupus,9,32,4
2710,my friend won the lottery.,__jealous__,friend won the lottery,2,5,21
3767,we went camping this summer. my boyfriend made fun of me for packing so much but changed his tune when it turned out he forget the bottle opener and i already had one!,__prepared__,packing,14,14,25
252,when i took my daughter to the skate park she was able to ride up and down a lot of ramps. she was way better than i expected.,__impressed__,daughter to the skate,5,8,20
1333,annoyed: i am highly upset that i'm the only one concerned with earning money for our bills,__annoyed__,earning money for our bills,16,20,2
930,i ate at an all you can eat chinese buffet. literally felt so close to exploding. i ended up going home and falling into a deep slumber.,__content__,chinese buffet,9,13,9
2393,i was upsetwhen my dog. i kept her on the bed for a whole day. didn't want to lety her go,__sad__,dog. i kept her on the bed for a whole day. didn't want to lety her go,7,28,27
2289,i was at work and the butt of my pants tore.,__embarrassed__,butt of my pants tore,7,11,13
1117,2,__impressed__,2,1,1,20
1314,"i'm loyal to my principles, that's why i do not eat meat",__faithful__,"loyal to my principles, that's why i do not eat meat",4,17,15
1327,"last night i decided to go to bed a little early, as my wife is out of town and i wasn't doing anything.  i lay in bed with my dogs for a while watching tv before going to sleep.",__content__,lay in bed with my dogs for a while watching tv,29,40,9
2945,"i can't really recall the last time i felt any kind of a remorse. and this makes me fell bad, or at least strange.",__ashamed__,recall the last time i felt any kind of a remorse,6,16,6
527,i wet my pants because i had a dream that i was going to the restroom.,__ashamed__,wet my pants,2,4,6
2461,"i spent the other weekend cleaning my apartment, it felt so good at the end of the day to sit back and watch tv in my nice, clean apartment.",__content__,"weekend cleaning my apartment, it felt so good at the end of the day to sit back and watch tv in my nice, clean apartment",5,32,9
235,i was all alone in the house. i had all the lights off and was alone in my bed. it was storming outside and i couldn't fall asleep,__afraid__,alone in the house. i had all the lights off and was alone in my bed. it was storming,4,25,0
39,i admire my boss because he does not act like a boss. he acts more like a friend and he is so down to earth. ,__impressed__,boss. he acts more like a friend,12,19,20
3261,"a neighbor down the street  just bout a brand new lexus, man, why can't i get one",__jealous__,lexus,11,13,21
174,once i had an interview for a job. i didn't feel prepared for it at all,__anxious__,interview for a job. i didn't feel prepared,5,15,4
1691,i cannot wait to go to dinner tomorrow,__anticipating__,dinner,7,7,3
1782,the mountain ahead ,__anticipating__,mountain ahead,2,3,3
685,i really makes me jelous when i say that my neighboor had a new bmw 2018,__jealous__,neighboor had a new bmw 2018,13,23,21
3711,in 2 weeks time i will go on a holiday to see my wife ,__joyful__,holiday,10,10,22
3532,when i was interviewing for my job i did all i could to get ready. i doubt i could have done much more to get ready for the interview.,__prepared__,done much,23,24,25
1387,"my friend asked me to help clean his grandma's house after she had died. she was a hoarder, and kept 10 cats in the house with her. the house was covered in paper, bugs and cat feces.",__disgusted__,clean his grandma's house,7,13,12
3689,i studied all night for my final exam,__confident__,studied all night,2,4,8
337,i found an old picture of when my oldest daughter started kindergarten 11 years ago.,__nostalgic__,picture,5,5,24
1193,"i was attending a ball, and one girl in particular had the most stunning dress. it looked like little diamonds had been stitched on every inch of her dress.",__impressed__,dress,16,16,20
1548,"my dad was picking on my younger sister. i defended her, and was kicked out of my house.",__furious__,dad was picking on my younger sister,2,8,16
404,i have a certification exam coming up and i think i'll do well!,__prepared__,certification exam,4,5,25
3246,i'm afraid i won't achieve my goals in life,__terrified__,goals,11,11,30
314,i cannot wait for my trip next summer i have been planning it for over 2 years it is going to be great,__excited__,trip next summer,6,8,14
716,"i was so elated to find out that my dog could speak to me! even better, he has an adorable cockney accent. we've been chatting about philosophy for three days now.",__joyful__,dog could speak,11,13,22
3471,oh how i miss my days when i was in my twenties!,__nostalgic__,miss,4,4,24
43,i really want to have another baby,__hopeful__,another baby,6,7,19
273,"i had been the initial buyer in a ice juice. even though they were having some bad press, i still did not want to sell out and cut my losses. i wanted to keep the course",__faithful__,initial buyer,5,6,15
1231,thinking about where i started,__sentimental__,thinking about where i started,1,5,28
3154,at the interview tomorrow,__confident__,interview tomorrow,3,4,8
1738,i always feel such envy when i see someone driving a red sports car. it has always been my dream to own one.,__jealous__,car,14,14,21
3743,one time i saw a person juggle chainsaws,__impressed__,juggle chainsaws,7,11,20
2774,doing a race with the wrong shoes.,__apprehensive__,wrong shoes,6,7,5
632,i found my grandmother's glass eye in a trunk full of her belongings in a storage shed auction that i won last monday. it really reminded me of all the times she used to mess with me when i was a kid by popping it out and showing me her empty eye socket. those were such good times.,__sentimental__,grandmother's glass eye in a trunk full of her belongings,4,15,28
451,"it was my birthday and my friend sent me a birthday card with a gift card in a mail... i never got it, somebody stole it!",__disappointed__,stole,29,29,11
1224,lonely: she left for 3 weeks,__lonely__,left,4,4,23
1706,my son just won first place at his championship swim meet,__proud__,won first place at his championship swim,4,10,26
398,"when i moved in to my new apartment, a cat would come every night begging for food. i eventually adopted him.",__caring__,begging for food. i eventually adopted,16,22,7
3400,i called someone by the wrong name earlier today. i met them a long time ago and i guess it didn't stick properly in my brain.,__embarrassed__,someone,3,3,13
3264,death,__faithful__,death,1,1,15
1054,the garbage company for my town went under and left us without service.,__furious__,garbage company for my town went under and left us without service,2,13,16
2637,i went on a airplane the other day.,__terrified__,airplane,5,5,30
1590,taking finals exams can be stressful that is why i studied everyday up until testing day. ,__prepared__,studied everyday,12,13,25
3390,i got so many compliments on my new haircut last week. i felt great.,__confident__,compliments on my new haircut,5,11,8
109,i was thinking about my wife and i's second date.,__nostalgic__,thinking about my wife and i's second date,3,12,24
800,i know it's not much but i was so upset the other day when i dropped my last cookie on the floor. it just was bad on a bad day. ,__devastated__,dropped my last cookie on the floor,18,24,10
