id,emotion,utterance,cause_utterance,cause_span
dailydialog_tr_2376_utt_9_true_cause_utt_9_span_0,happiness,I'd like to call on you this weekend . I just want to a drop in for a chat .,I'd like to call on you this weekend . I just want to a drop in for a chat .,I'd like to call on you this weekend . I just want to a drop in for a chat .
dailydialog_tr_2376_utt_10_impossible_cause_utt_1,surprise,"Really ? well , ok , you're welcome .","Hi Rose , what are you busy with right now ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_10_impossible_cause_utt_2,surprise,"Really ? well , ok , you're welcome .","Hi Jack , I'm working on these documents . The manager wants them for half an hour .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_10_true_cause_utt_9_span_0,surprise,"Really ? well , ok , you're welcome .",I'd like to call on you this weekend . I just want to a drop in for a chat .,I'd like to call on you this weekend . I just want to a drop in for a chat .
dailydialog_tr_2376_utt_11_impossible_cause_utt_1,happiness,Is 5 PM . a good time for you ?,"Hi Rose , what are you busy with right now ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_11_impossible_cause_utt_2,happiness,Is 5 PM . a good time for you ?,"Hi Jack , I'm working on these documents . The manager wants them for half an hour .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_11_true_cause_utt_10_span_0,happiness,Is 5 PM . a good time for you ?,"Really ? well , ok , you're welcome .",you're welcome .
dailydialog_tr_2376_utt_13_impossible_cause_utt_1,happiness,"Sure , that would be great . I'll bring the wine .","Hi Rose , what are you busy with right now ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_13_impossible_cause_utt_2,happiness,"Sure , that would be great . I'll bring the wine .","Hi Jack , I'm working on these documents . The manager wants them for half an hour .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_13_true_cause_utt_12_span_0,happiness,"Sure , that would be great . I'll bring the wine .","Hmm , how about seven ? I can treat you to dinner .",I can treat you to dinner .
dailydialog_tr_2376_utt_14_impossible_cause_utt_1,happiness,OK . Then I'll be expecting you .,"Hi Rose , what are you busy with right now ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_14_impossible_cause_utt_2,happiness,OK . Then I'll be expecting you .,"Hi Jack , I'm working on these documents . The manager wants them for half an hour .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_14_true_cause_utt_13_span_0,happiness,OK . Then I'll be expecting you .,"Sure , that would be great . I'll bring the wine .","Sure , that would be great . I'll bring the wine ."
dailydialog_tr_2376_utt_15_impossible_cause_utt_1,happiness,I'll be there on time .,"Hi Rose , what are you busy with right now ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_15_impossible_cause_utt_2,happiness,I'll be there on time .,"Hi Jack , I'm working on these documents . The manager wants them for half an hour .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2376_utt_15_true_cause_utt_13_span_0,happiness,I'll be there on time .,"Sure , that would be great . I'll bring the wine .","Sure , that would be great . I'll bring the wine ."
dailydialog_tr_4099_utt_13_impossible_cause_utt_1,surprise,Pot ? Isn't that marijuana ?,I think I'm going to go home .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_13_impossible_cause_utt_2,surprise,Pot ? Isn't that marijuana ?,Why ? We just got here .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_13_true_cause_utt_12_span_0,surprise,Pot ? Isn't that marijuana ?,They're smoking pot . Don't worry about it .,They're smoking pot .
dailydialog_tr_4099_utt_15_impossible_cause_utt_1,surprise,"But , Sharon , that's illegal ! The police could come , and we could go to jail .",I think I'm going to go home .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_15_impossible_cause_utt_2,surprise,"But , Sharon , that's illegal ! The police could come , and we could go to jail .",Why ? We just got here .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_15_true_cause_utt_12_span_0,surprise,"But , Sharon , that's illegal ! The police could come , and we could go to jail .",They're smoking pot . Don't worry about it .,They're smoking pot .
dailydialog_tr_4099_utt_15_true_cause_utt_15_span_1,surprise,"But , Sharon , that's illegal ! The police could come , and we could go to jail .","But , Sharon , that's illegal ! The police could come , and we could go to jail .",that's illegal !
dailydialog_tr_4099_utt_17_impossible_cause_utt_1,surprise,Really ?,I think I'm going to go home .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_17_impossible_cause_utt_2,surprise,Really ?,Why ? We just got here .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_4099_utt_17_true_cause_utt_16_span_0,surprise,Really ?,"Don't worry about it . It is true that pot is illegal in America . But the laws aren't as strict as in Taiwan . If people are arrested , and they have a little pot in their possession , they don't go to jail . They just have to pay a fine .","the laws aren't as strict as in Taiwan . If people are arrested , and they have a little pot in their possession , they don't go to jail . They just have to pay a fine ."
dailydialog_tr_4689_utt_1_true_cause_utt_1_span_0,happiness,"Good morning , Mary !","Good morning , Mary !","Good morning ,"
dailydialog_tr_4689_utt_2_impossible_cause_utt_2,happiness,"Good morning , John !","Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_2_true_cause_utt_1_span_0,happiness,"Good morning , John !","Good morning , Mary !","Good morning , Mary !"
dailydialog_tr_4689_utt_3_impossible_cause_utt_1,happiness,I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,"Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_3_impossible_cause_utt_2,happiness,I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,"Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_3_true_cause_utt_3_span_0,happiness,I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,I want to have a few friends over for a dinner party to celebrate my birthday .
dailydialog_tr_4689_utt_4_impossible_cause_utt_1,happiness,"I'd be delighted to , John . Saturday did you say ?","Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_4_impossible_cause_utt_2,happiness,"I'd be delighted to , John . Saturday did you say ?","Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_4_true_cause_utt_3_span_0,happiness,"I'd be delighted to , John . Saturday did you say ?",I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,Would you be able to come the next weekend on Saturday ?
dailydialog_tr_4689_utt_5_impossible_cause_utt_1,happiness,"Yes , if that's all right for you .","Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_5_impossible_cause_utt_2,happiness,"Yes , if that's all right for you .","Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_5_true_cause_utt_3_span_0,happiness,"Yes , if that's all right for you .",I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ?,I want to have a few friends over for a dinner party to celebrate my birthday .
dailydialog_tr_4689_utt_5_true_cause_utt_4_span_1,happiness,"Yes , if that's all right for you .","I'd be delighted to , John . Saturday did you say ?","I'd be delighted to ,"
dailydialog_tr_4689_utt_6_impossible_cause_utt_1,happiness,"I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?","Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_6_impossible_cause_utt_2,happiness,"I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?","Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_6_true_cause_utt_6_span_0,happiness,"I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?","I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?",I'd be delighted to come over and celebrate your birthday with you .
dailydialog_tr_4689_utt_7_impossible_cause_utt_1,happiness,"Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .","Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_7_impossible_cause_utt_2,happiness,"Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .","Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_7_true_cause_utt_6_span_0,happiness,"Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .","I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?",I'd be delighted to come over and celebrate your birthday with you .
dailydialog_tr_4689_utt_7_true_cause_utt_7_span_1,happiness,"Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .","Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .",some time to chat a whit over a glass of wine
dailydialog_tr_4689_utt_8_impossible_cause_utt_1,happiness,That sounds fine . I'll be there around seven .,"Good morning , Mary !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_8_impossible_cause_utt_2,happiness,That sounds fine . I'll be there around seven .,"Good morning , John !",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4689_utt_8_true_cause_utt_6_span_0,happiness,That sounds fine . I'll be there around seven .,"I'm pretty sure I'll be all right . In fact , I'd be delighted to come over and celebrate your birthday with you . What time are you planning to start ?",I'd be delighted to come over and celebrate your birthday with you .
dailydialog_tr_4689_utt_8_true_cause_utt_7_span_1,happiness,That sounds fine . I'll be there around seven .,"Oh , good . If you could come around six thirty or seven o'clock , that would give us some time to chat a whit over a glass of wine before dinner .",some time to chat a whit over a glass of wine
dailydialog_tr_3320_utt_10_impossible_cause_utt_1,happiness,It ' s great ! I ' Ve learned a lot from reading it .,"Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_10_impossible_cause_utt_2,happiness,It ' s great ! I ' Ve learned a lot from reading it .,"Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_10_true_cause_utt_10_span_0,happiness,It ' s great ! I ' Ve learned a lot from reading it .,It ' s great ! I ' Ve learned a lot from reading it .,It ' s great ! I ' Ve learned a lot from reading it .
dailydialog_tr_3320_utt_11_impossible_cause_utt_1,happiness,Can I read it when you ' re done ?,"Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_11_impossible_cause_utt_2,happiness,Can I read it when you ' re done ?,"Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_11_true_cause_utt_10_span_0,happiness,Can I read it when you ' re done ?,It ' s great ! I ' Ve learned a lot from reading it .,It ' s great ! I ' Ve learned a lot from reading it .
dailydialog_tr_3320_utt_12_impossible_cause_utt_1,happiness,"Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished .","Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_12_impossible_cause_utt_2,happiness,"Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished .","Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_12_true_cause_utt_10_span_0,happiness,"Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished .",It ' s great ! I ' Ve learned a lot from reading it .,It ' s great ! I ' Ve learned a lot from reading it .
dailydialog_tr_3320_utt_12_true_cause_utt_11_span_1,happiness,"Sure , bob ! I ' m on chapter 12 now , so I ' m almost finished .",Can I read it when you ' re done ?,Can I read it when you ' re done ?
dailydialog_tr_3320_utt_16_impossible_cause_utt_1,happiness,I should be done by Friday . I ' ll give it to you in class then .,"Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_16_impossible_cause_utt_2,happiness,I should be done by Friday . I ' ll give it to you in class then .,"Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_16_true_cause_utt_10_span_0,happiness,I should be done by Friday . I ' ll give it to you in class then .,It ' s great ! I ' Ve learned a lot from reading it .,It ' s great ! I ' Ve learned a lot from reading it .
dailydialog_tr_3320_utt_16_true_cause_utt_16_span_1,happiness,I should be done by Friday . I ' ll give it to you in class then .,I should be done by Friday . I ' ll give it to you in class then .,I should be done by Friday .
dailydialog_tr_3320_utt_17_impossible_cause_utt_1,happiness,Thanks . Charlie !,"Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_17_impossible_cause_utt_2,happiness,Thanks . Charlie !,"Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_17_true_cause_utt_16_span_0,happiness,Thanks . Charlie !,I should be done by Friday . I ' ll give it to you in class then .,I should be done by Friday . I ' ll give it to you in class then .
dailydialog_tr_3320_utt_18_impossible_cause_utt_1,happiness,No problem . Bob .,"Hi , Charlie ! What are you reading ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_18_impossible_cause_utt_2,happiness,No problem . Bob .,"Hi , bob . I ' m reading a biography ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3320_utt_18_true_cause_utt_17_span_0,happiness,No problem . Bob .,Thanks . Charlie !,Thanks . Charlie !
dailydialog_tr_2209_utt_1_true_cause_utt_1_span_0,anger,Excuse me ! I don't have time to waste . I've been here almost one full hour !,Excuse me ! I don't have time to waste . I've been here almost one full hour !,I don't have time to waste . I've been here almost one full hour !
dailydialog_tr_2209_utt_3_impossible_cause_utt_1,surprise,Unbelievable ! Parking in this city is such a nightmare !,Excuse me ! I don't have time to waste . I've been here almost one full hour !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_3_impossible_cause_utt_3,surprise,Unbelievable ! Parking in this city is such a nightmare !,Unbelievable ! Parking in this city is such a nightmare !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_3_true_cause_utt_2_span_0,surprise,Unbelievable ! Parking in this city is such a nightmare !,"Sorry , madam . You have to wait your turn . The parking lot is full .",The parking lot is full .
dailydialog_tr_2209_utt_5_impossible_cause_utt_1,anger,"Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore !",Excuse me ! I don't have time to waste . I've been here almost one full hour !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_5_impossible_cause_utt_2,anger,"Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore !","Sorry , madam . You have to wait your turn . The parking lot is full .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_5_true_cause_utt_5_span_0,anger,"Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore !","Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore !",I have to go to the restroom so bad ! I can't bear it anymore !
dailydialog_tr_2209_utt_7_impossible_cause_utt_1,happiness,"Oh , look ! There's a spot open next to the public restroom ! Can I take it ?",Excuse me ! I don't have time to waste . I've been here almost one full hour !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_7_impossible_cause_utt_2,happiness,"Oh , look ! There's a spot open next to the public restroom ! Can I take it ?","Sorry , madam . You have to wait your turn . The parking lot is full .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2209_utt_7_true_cause_utt_7_span_0,happiness,"Oh , look ! There's a spot open next to the public restroom ! Can I take it ?","Oh , look ! There's a spot open next to the public restroom ! Can I take it ?",There's a spot open next to the public restroom !
dailydialog_tr_3896_utt_2_impossible_cause_utt_1,fear,Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,Veronica ! Veronica ! Veronica ! Are you OK ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_2_true_cause_utt_2_span_0,fear,Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !
dailydialog_tr_3896_utt_4_impossible_cause_utt_1,fear,"Steven , I ...",Veronica ! Veronica ! Veronica ! Are you OK ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_4_impossible_cause_utt_3,fear,"Steven , I ...","I will come clean as soon as we get to safety , OK ? For now , you have to trust me , please ! I would never do anything to hurt you .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_4_true_cause_utt_2_span_0,fear,"Steven , I ...",Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !
dailydialog_tr_3896_utt_6_impossible_cause_utt_1,surprise,What ? Why didn ' t you tell me before ? What are you doing here ?,Veronica ! Veronica ! Veronica ! Are you OK ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_6_impossible_cause_utt_2,surprise,What ? Why didn ' t you tell me before ? What are you doing here ?,Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_6_true_cause_utt_5_span_0,surprise,What ? Why didn ' t you tell me before ? What are you doing here ?,"I haven ' t been completely honest with you Veronica , I ' m sorry . I ' m not a fireman . I ' m not even from the United States . I ' m a spy for the Indian government .",I ' m a spy for the Indian government .
dailydialog_tr_3896_utt_8_impossible_cause_utt_1,anger,"What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",Veronica ! Veronica ! Veronica ! Are you OK ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_8_impossible_cause_utt_2,anger,"What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_8_true_cause_utt_8_span_0,anger,"What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !","What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",why did you lie to me !
dailydialog_tr_3896_utt_10_impossible_cause_utt_1,anger,I can ' t believe this ! Why are all these things happening to me ! I can ' t take it anymore ! Let me out of the car !,Veronica ! Veronica ! Veronica ! Are you OK ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_10_impossible_cause_utt_2,anger,I can ' t believe this ! Why are all these things happening to me ! I can ' t take it anymore ! Let me out of the car !,Steven ! What ' s going on ! Who were those guys ? I didn ' t know you have a gun ! What ' s going on !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3896_utt_10_true_cause_utt_8_span_0,anger,I can ' t believe this ! Why are all these things happening to me ! I can ' t take it anymore ! Let me out of the car !,"What does that have to do with those men shooting at us ? Most importantly , why did you lie to me !",why did you lie to me !
dailydialog_tr_2415_utt_1_true_cause_utt_1_span_0,happiness,How delicious ! Tender and crisp !,How delicious ! Tender and crisp !,How delicious ! Tender and crisp !
dailydialog_tr_2415_utt_2_impossible_cause_utt_2,happiness,"This is the specialty of our restaurant , sir .","This is the specialty of our restaurant , sir .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2415_utt_2_true_cause_utt_1_span_0,happiness,"This is the specialty of our restaurant , sir .",How delicious ! Tender and crisp !,How delicious ! Tender and crisp !
dailydialog_tr_2415_utt_3_impossible_cause_utt_2,happiness,"Yes , it's really savory .","This is the specialty of our restaurant , sir .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2415_utt_3_true_cause_utt_1_span_0,happiness,"Yes , it's really savory .",How delicious ! Tender and crisp !,How delicious ! Tender and crisp !
dailydialog_tr_2415_utt_3_true_cause_utt_3_span_1,happiness,"Yes , it's really savory .","Yes , it's really savory .","Yes , it's really savory ."
dailydialog_tr_2415_utt_4_impossible_cause_utt_2,happiness,Thank you for appreciating it .,"This is the specialty of our restaurant , sir .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2415_utt_4_impossible_cause_utt_4,happiness,Thank you for appreciating it .,Thank you for appreciating it .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2415_utt_4_true_cause_utt_1_span_0,happiness,Thank you for appreciating it .,How delicious ! Tender and crisp !,How delicious ! Tender and crisp !
dailydialog_tr_2415_utt_4_true_cause_utt_3_span_1,happiness,Thank you for appreciating it .,"Yes , it's really savory .","Yes , it's really savory ."
dailydialog_tr_1686_utt_1_true_cause_utt_1_span_0,happiness,Are you going to the movie theater with me tonight ?,Are you going to the movie theater with me tonight ?,movie theater with me tonight ?
dailydialog_tr_1686_utt_3_impossible_cause_utt_1,happiness,Titanic is playing tonight . It's a blockbuster .,Are you going to the movie theater with me tonight ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_3_impossible_cause_utt_2,happiness,Titanic is playing tonight . It's a blockbuster .,Is there anything good playing ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_3_true_cause_utt_3_span_0,happiness,Titanic is playing tonight . It's a blockbuster .,Titanic is playing tonight . It's a blockbuster .,Titanic is playing tonight . It's a blockbuster .
dailydialog_tr_1686_utt_4_impossible_cause_utt_1,surprise,"Really ? I want to go , too .",Are you going to the movie theater with me tonight ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_4_impossible_cause_utt_2,surprise,"Really ? I want to go , too .",Is there anything good playing ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_4_true_cause_utt_3_span_0,surprise,"Really ? I want to go , too .",Titanic is playing tonight . It's a blockbuster .,Titanic is playing tonight . It's a blockbuster .
dailydialog_tr_1686_utt_5_impossible_cause_utt_1,happiness,"OK , let's meet at the movie theater entrance tonight . Don ' t be late .",Are you going to the movie theater with me tonight ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_5_impossible_cause_utt_2,happiness,"OK , let's meet at the movie theater entrance tonight . Don ' t be late .",Is there anything good playing ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_5_true_cause_utt_4_span_0,happiness,"OK , let's meet at the movie theater entrance tonight . Don ' t be late .","Really ? I want to go , too .","I want to go , too ."
dailydialog_tr_1686_utt_6_impossible_cause_utt_1,happiness,No problem .,Are you going to the movie theater with me tonight ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_6_impossible_cause_utt_2,happiness,No problem .,Is there anything good playing ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_6_true_cause_utt_3_span_0,happiness,No problem .,Titanic is playing tonight . It's a blockbuster .,Titanic is playing tonight . It's a blockbuster .
dailydialog_tr_1686_utt_6_true_cause_utt_5_span_1,happiness,No problem .,"OK , let's meet at the movie theater entrance tonight . Don ' t be late .",let's meet at the movie theater entrance tonight .
dailydialog_tr_1686_utt_9_impossible_cause_utt_1,surprise,Tragic movie ? I think it's a love story .,Are you going to the movie theater with me tonight ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_9_impossible_cause_utt_2,surprise,Tragic movie ? I think it's a love story .,Is there anything good playing ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1686_utt_9_true_cause_utt_8_span_0,surprise,Tragic movie ? I think it's a love story .,I get a lump in my throat whenever I see a tragic movie .,I get a lump in my throat whenever I see a tragic movie .
dailydialog_tr_1686_utt_9_true_cause_utt_9_span_1,surprise,Tragic movie ? I think it's a love story .,Tragic movie ? I think it's a love story .,I think it's a love story .
dailydialog_tr_2803_utt_1_true_cause_utt_1_span_0,happiness,"Hey , that's a really nice outfit you have on .","Hey , that's a really nice outfit you have on .",that's a really nice outfit you have on .
dailydialog_tr_2803_utt_2_impossible_cause_utt_2,happiness,Thank you . I wasn't sure if it looked okay or not .,Thank you . I wasn't sure if it looked okay or not .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_2_true_cause_utt_1_span_0,happiness,Thank you . I wasn't sure if it looked okay or not .,"Hey , that's a really nice outfit you have on .",that's a really nice outfit you have on .
dailydialog_tr_2803_utt_3_impossible_cause_utt_1,happiness,"Oh , you look stunning . Your dress really goes well with your shoes .","Hey , that's a really nice outfit you have on .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_3_impossible_cause_utt_2,happiness,"Oh , you look stunning . Your dress really goes well with your shoes .",Thank you . I wasn't sure if it looked okay or not .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_3_true_cause_utt_3_span_0,happiness,"Oh , you look stunning . Your dress really goes well with your shoes .","Oh , you look stunning . Your dress really goes well with your shoes .","Oh , you look stunning . Your dress really goes well with your shoes ."
dailydialog_tr_2803_utt_4_impossible_cause_utt_1,happiness,I'm glad that you think so . I thought it might be a bit too revealing .,"Hey , that's a really nice outfit you have on .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_4_impossible_cause_utt_2,happiness,I'm glad that you think so . I thought it might be a bit too revealing .,Thank you . I wasn't sure if it looked okay or not .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_4_true_cause_utt_3_span_0,happiness,I'm glad that you think so . I thought it might be a bit too revealing .,"Oh , you look stunning . Your dress really goes well with your shoes .","Oh , you look stunning . Your dress really goes well with your shoes ."
dailydialog_tr_2803_utt_5_impossible_cause_utt_1,happiness,"No , not at all . It looks really classy on you . Where did you pick that up ?","Hey , that's a really nice outfit you have on .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_5_impossible_cause_utt_2,happiness,"No , not at all . It looks really classy on you . Where did you pick that up ?",Thank you . I wasn't sure if it looked okay or not .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_5_true_cause_utt_4_span_0,happiness,"No , not at all . It looks really classy on you . Where did you pick that up ?",I'm glad that you think so . I thought it might be a bit too revealing .,I'm glad that you think so .
dailydialog_tr_2803_utt_5_true_cause_utt_5_span_1,happiness,"No , not at all . It looks really classy on you . Where did you pick that up ?","No , not at all . It looks really classy on you . Where did you pick that up ?",It looks really classy on you .
dailydialog_tr_2803_utt_12_impossible_cause_utt_1,happiness,That's a good idea .,"Hey , that's a really nice outfit you have on .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_12_impossible_cause_utt_2,happiness,That's a good idea .,Thank you . I wasn't sure if it looked okay or not .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2803_utt_12_true_cause_utt_11_span_0,happiness,That's a good idea .,I was hoping to get a few new ties for my collection .,I was hoping to get a few new ties for my collection .
dailydialog_tr_1444_utt_6_impossible_cause_utt_1,happiness,OK . I'll turn it on .,What's the time now ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_6_impossible_cause_utt_2,happiness,OK . I'll turn it on .,"Sorry , I don't know , there's something wrong with my watch .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_7_impossible_cause_utt_1,happiness,All right . It's just four o'clock .,What's the time now ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_7_impossible_cause_utt_2,happiness,All right . It's just four o'clock .,"Sorry , I don't know , there's something wrong with my watch .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_8_impossible_cause_utt_1,happiness,"Well , I'm setting my watch at four . Thank you .",What's the time now ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_8_impossible_cause_utt_2,happiness,"Well , I'm setting my watch at four . Thank you .","Sorry , I don't know , there's something wrong with my watch .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1444_utt_9_impossible_cause_utt_1,happiness,You are welcome .,What's the time now ?,Impossible ≠æ≠æ≠ answer
