,id,emotion,utterance,cause_utterance,cause_span,input_text,start_index,end_index,emotion_label
787,dailydialog_tr_4158_utt_1_true_cause_utt_1_span_0,happiness,"Happy Birthday , Mary !","Happy Birthday , Mary !","Happy Birthday , Mary !","Happy Birthday , Mary ! Happy Birthday , Mary !",6,10,3
788,dailydialog_tr_4158_utt_2_true_cause_utt_1_span_0,happiness,Thank you .,"Happy Birthday , Mary !","Happy Birthday , Mary !","Thank you . Happy Birthday , Mary !",4,8,3
789,dailydialog_tr_4158_utt_3_true_cause_utt_1_span_0,happiness,Here is a gift for you . I hope you like it .,"Happy Birthday , Mary !","Happy Birthday , Mary !","Here is a gift for you . I hope you like it . Happy Birthday , Mary !",14,18,3
790,dailydialog_tr_4158_utt_3_true_cause_utt_3_span_1,happiness,Here is a gift for you . I hope you like it .,Here is a gift for you . I hope you like it .,Here is a gift for you .,Here is a gift for you . I hope you like it . Here is a gift for you . I hope you like it .,14,20,3
791,dailydialog_tr_4158_utt_4_true_cause_utt_4_span_0,surprise,What a lovely dog ! How did you know I love things like this ?,What a lovely dog ! How did you know I love things like this ?,What a lovely dog ! How did you know I love things like this ?,What a lovely dog ! How did you know I love things like this ? What a lovely dog ! How did you know I love things like this ?,16,30,5
792,dailydialog_tr_4158_utt_5_true_cause_utt_4_span_0,happiness,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,What a lovely dog ! How did you know I love things like this ?,What a lovely dog ! How did you know I love things like this ?,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt . What a lovely dog ! How did you know I love things like this ?,31,45,3
793,dailydialog_tr_4158_utt_5_true_cause_utt_5_span_1,happiness,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt . I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,31,60,3
794,dailydialog_tr_4158_utt_6_true_cause_utt_5_span_0,happiness,"Maybe you won't believe this , but it was made by my grandmother .",I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .,Your new shirt goes well with your skirt .,"Maybe you won't believe this , but it was made by my grandmother . I had my own ways of finding out . It ' s a secret . You look so beautiful today . Your new shirt goes well with your skirt .",38,46,3
795,dailydialog_tr_4158_utt_6_true_cause_utt_6_span_1,happiness,"Maybe you won't believe this , but it was made by my grandmother .","Maybe you won't believe this , but it was made by my grandmother .",it was made by my grandmother .,"Maybe you won't believe this , but it was made by my grandmother . Maybe you won't believe this , but it was made by my grandmother .",26,32,3
796,dailydialog_tr_4158_utt_7_true_cause_utt_6_span_0,surprise,Really ? It looks so nice .,"Maybe you won't believe this , but it was made by my grandmother .",it was made by my grandmother .,"Really ? It looks so nice . Maybe you won't believe this , but it was made by my grandmother .",17,23,5
797,dailydialog_tr_4158_utt_8_true_cause_utt_7_span_0,happiness,"Thank you , Please have a cup of tea .",Really ? It looks so nice .,It looks so nice .,"Thank you , Please have a cup of tea . Really ? It looks so nice .",13,17,3
798,dailydialog_tr_4158_utt_9_true_cause_utt_8_span_0,happiness,All right .,"Thank you , Please have a cup of tea .",Please have a cup of tea .,"All right . Thank you , Please have a cup of tea .",7,13,3
799,dailydialog_tr_4158_utt_10_true_cause_utt_1_span_0,happiness,How about some fish ?,"Happy Birthday , Mary !","Happy Birthday , Mary !","How about some fish ? Happy Birthday , Mary !",6,10,3
800,dailydialog_tr_4158_utt_11_true_cause_utt_1_span_0,happiness,"No , thanks . I've had enough . Now , Mary , before you blow out the birthday candles , you have to make a wish . After that , you may cut the cake .","Happy Birthday , Mary !","Happy Birthday , Mary !","No , thanks . I've had enough . Now , Mary , before you blow out the birthday candles , you have to make a wish . After that , you may cut the cake . Happy Birthday , Mary !",39,43,3
801,dailydialog_tr_4158_utt_12_true_cause_utt_11_span_0,happiness,OK . Let me make a wish ... Do you want a big piece of cake ?,"No , thanks . I've had enough . Now , Mary , before you blow out the birthday candles , you have to make a wish . After that , you may cut the cake .",you have to make a wish .,"OK . Let me make a wish ... Do you want a big piece of cake ? No , thanks . I've had enough . Now , Mary , before you blow out the birthday candles , you have to make a wish . After that , you may cut the cake .",42,48,3
802,dailydialog_tr_4158_utt_13_true_cause_utt_13_span_0,happiness,"No , just a small one . Next Let's sing "" Happy Birthday "" to Mary .","No , just a small one . Next Let's sing "" Happy Birthday "" to Mary .","Let's sing "" Happy Birthday "" to Mary .","No , just a small one . Next Let's sing "" Happy Birthday "" to Mary . No , just a small one . Next Let's sing "" Happy Birthday "" to Mary .",28,38,3
803,dailydialog_tr_4158_utt_14_true_cause_utt_13_span_0,happiness,It is so very kind of you . I'm so moved by you .,"No , just a small one . Next Let's sing "" Happy Birthday "" to Mary .","Let's sing "" Happy Birthday "" to Mary .","It is so very kind of you . I'm so moved by you . No , just a small one . Next Let's sing "" Happy Birthday "" to Mary .",25,35,3
804,dailydialog_tr_4158_utt_14_true_cause_utt_14_span_1,happiness,It is so very kind of you . I'm so moved by you .,It is so very kind of you . I'm so moved by you .,It is so very kind of you . I'm so moved by you .,It is so very kind of you . I'm so moved by you . It is so very kind of you . I'm so moved by you .,17,32,3
805,dailydialog_tr_3672_utt_10_true_cause_utt_9_span_0,happiness,That's pretty good . Let's do it .,Twilight rates are 21 dollars .,Twilight rates are 21 dollars .,That's pretty good . Let's do it . Twilight rates are 21 dollars .,13,18,3
806,dailydialog_tr_3672_utt_13_true_cause_utt_13_span_0,happiness,Ok . I'll call you later when I get a tee time .,Ok . I'll call you later when I get a tee time .,I'll call you later when I get a tee time .,Ok . I'll call you later when I get a tee time . Ok . I'll call you later when I get a tee time .,18,30,3
807,dailydialog_tr_3672_utt_14_true_cause_utt_14_span_0,happiness,Sounds good . I'll see you on Wednesday then .,Sounds good . I'll see you on Wednesday then .,I'll see you on Wednesday then .,Sounds good . I'll see you on Wednesday then . Sounds good . I'll see you on Wednesday then .,16,24,3
808,dailydialog_tr_3672_utt_15_true_cause_utt_14_span_0,happiness,Aright . Have fun on Saturday .,Sounds good . I'll see you on Wednesday then .,I'll see you on Wednesday then .,Aright . Have fun on Saturday . Sounds good . I'll see you on Wednesday then .,12,20,3
809,dailydialog_tr_3672_utt_16_true_cause_utt_15_span_0,happiness,Will do .,Aright . Have fun on Saturday .,Have fun on Saturday .,Will do . Aright . Have fun on Saturday .,7,11,3
810,dailydialog_tr_5766_utt_1_true_cause_utt_1_span_0,happiness,I decided to give it a go !,I decided to give it a go !,I decided to give it a go !,I decided to give it a go ! I decided to give it a go !,9,16,3
811,dailydialog_tr_5766_utt_2_true_cause_utt_1_span_0,happiness,Good for you . What items did you bid on ?,I decided to give it a go !,I decided to give it a go !,Good for you . What items did you bid on ? I decided to give it a go !,12,19,3
812,dailydialog_tr_5766_utt_2_true_cause_utt_2_span_1,happiness,Good for you . What items did you bid on ?,Good for you . What items did you bid on ?,Good for you .,Good for you . What items did you bid on ? Good for you . What items did you bid on ?,12,15,3
813,dailydialog_tr_5766_utt_3_true_cause_utt_2_span_0,happiness,A DENY shirt and one of Serena Williams ' used tennis rackets !,Good for you . What items did you bid on ?,bid on,A DENY shirt and one of Serena Williams ' used tennis rackets ! Good for you . What items did you bid on ?,25,26,3
814,dailydialog_tr_5766_utt_3_true_cause_utt_3_span_1,happiness,A DENY shirt and one of Serena Williams ' used tennis rackets !,A DENY shirt and one of Serena Williams ' used tennis rackets !,A DENY shirt and one of Serena Williams ' used tennis rackets !,A DENY shirt and one of Serena Williams ' used tennis rackets ! A DENY shirt and one of Serena Williams ' used tennis rackets !,17,32,3
815,dailydialog_tr_5766_utt_4_true_cause_utt_3_span_0,happiness,Your idol ! Wow ! You're even better at finding stuff than me !,A DENY shirt and one of Serena Williams ' used tennis rackets !,A DENY shirt and one of Serena Williams ' used tennis rackets !,Your idol ! Wow ! You're even better at finding stuff than me ! A DENY shirt and one of Serena Williams ' used tennis rackets !,17,32,3
816,dailydialog_tr_5766_utt_4_true_cause_utt_4_span_1,happiness,Your idol ! Wow ! You're even better at finding stuff than me !,Your idol ! Wow ! You're even better at finding stuff than me !,You're even better at finding stuff than me !,Your idol ! Wow ! You're even better at finding stuff than me ! Your idol ! Wow ! You're even better at finding stuff than me !,22,32,3
817,dailydialog_tr_5766_utt_5_true_cause_utt_2_span_0,happiness,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,Good for you . What items did you bid on ?,bid on,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty ! Good for you . What items did you bid on ?,28,29,3
818,dailydialog_tr_5766_utt_5_true_cause_utt_3_span_1,happiness,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,A DENY shirt and one of Serena Williams ' used tennis rackets !,A DENY shirt and one of Serena Williams ' used tennis rackets !,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty ! A DENY shirt and one of Serena Williams ' used tennis rackets !,20,35,3
819,dailydialog_tr_5766_utt_5_true_cause_utt_4_span_2,happiness,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,Your idol ! Wow ! You're even better at finding stuff than me !,You're even better at finding stuff than me !,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty ! Your idol ! Wow ! You're even better at finding stuff than me !,25,35,3
820,dailydialog_tr_5766_utt_5_true_cause_utt_5_span_3,happiness,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,I placed a bid for the shirt . The minimum was ten so I bet fifty !,Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty ! Yep . I placed a bid for the shirt . The minimum was ten so I bet fifty !,22,38,3
821,dailydialog_tr_3974_utt_1_true_cause_utt_1_span_0,happiness,It's late . It ' s high time I left . Thank you for a most wonderful evening .,It's late . It ' s high time I left . Thank you for a most wonderful evening .,Thank you for a most wonderful evening .,It's late . It ' s high time I left . Thank you for a most wonderful evening . It's late . It ' s high time I left . Thank you for a most wonderful evening .,35,42,3
822,dailydialog_tr_3974_utt_2_true_cause_utt_1_span_0,happiness,Don't mention it .,It's late . It ' s high time I left . Thank you for a most wonderful evening .,Thank you for a most wonderful evening .,Don't mention it . It's late . It ' s high time I left . Thank you for a most wonderful evening .,20,27,3
823,dailydialog_tr_3974_utt_3_true_cause_utt_1_span_0,happiness,Good night then !,It's late . It ' s high time I left . Thank you for a most wonderful evening .,Thank you for a most wonderful evening .,Good night then ! It's late . It ' s high time I left . Thank you for a most wonderful evening .,18,25,3
824,dailydialog_tr_3974_utt_4_true_cause_utt_1_span_0,happiness,Good night !,It's late . It ' s high time I left . Thank you for a most wonderful evening .,Thank you for a most wonderful evening .,Good night ! It's late . It ' s high time I left . Thank you for a most wonderful evening .,17,24,3
825,dailydialog_tr_85_utt_2_true_cause_utt_2_span_0,happiness,Julie ! It's good to see you again . How have you been ?,Julie ! It's good to see you again . How have you been ?,It's good to see you again .,Julie ! It's good to see you again . How have you been ? Julie ! It's good to see you again . How have you been ?,19,27,3
826,dailydialog_tr_85_utt_3_true_cause_utt_3_span_0,happiness,Great . I just got back from a week's vacation in Thailand .,Great . I just got back from a week's vacation in Thailand .,I just got back from a week's vacation in Thailand .,Great . I just got back from a week's vacation in Thailand . Great . I just got back from a week's vacation in Thailand .,18,30,3
827,dailydialog_tr_85_utt_4_true_cause_utt_3_span_0,happiness,Really ? How was it ?,Great . I just got back from a week's vacation in Thailand .,Great . I just got back from a week's vacation in Thailand .,Really ? How was it ? Great . I just got back from a week's vacation in Thailand .,7,21,3
828,dailydialog_tr_85_utt_5_true_cause_utt_3_span_0,happiness,Fantastic ! I didn't want to come back .,Great . I just got back from a week's vacation in Thailand .,Great . I just got back from a week's vacation in Thailand .,Fantastic ! I didn't want to come back . Great . I just got back from a week's vacation in Thailand .,12,26,3
829,dailydialog_tr_85_utt_5_true_cause_utt_5_span_1,happiness,Fantastic ! I didn't want to come back .,Fantastic ! I didn't want to come back .,Fantastic ! I didn't want to come back .,Fantastic ! I didn't want to come back . Fantastic ! I didn't want to come back .,12,22,3
830,dailydialog_tr_85_utt_6_true_cause_utt_6_span_0,happiness,I hear the beaches in Thailand are beautiful .,I hear the beaches in Thailand are beautiful .,I hear the beaches in Thailand are beautiful .,I hear the beaches in Thailand are beautiful . I hear the beaches in Thailand are beautiful .,10,18,3
831,dailydialog_tr_85_utt_7_true_cause_utt_6_span_0,happiness,"They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .",I hear the beaches in Thailand are beautiful .,I hear the beaches in Thailand are beautiful .,"They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap . I hear the beaches in Thailand are beautiful .",25,33,3
832,dailydialog_tr_85_utt_7_true_cause_utt_7_span_1,happiness,"They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .","They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .","They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .","They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap . They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap .",25,48,3
833,dailydialog_tr_85_utt_8_true_cause_utt_8_span_0,happiness,I do like Thai food . Did you see much of Bangkok ?,I do like Thai food . Did you see much of Bangkok ?,I do like Thai food,I do like Thai food . Did you see much of Bangkok ? I do like Thai food . Did you see much of Bangkok ?,14,18,3
834,dailydialog_tr_85_utt_9_true_cause_utt_9_span_0,happiness,Not much . I've got enough city life in Beijing .,Not much . I've got enough city life in Beijing .,I've got enough city life in Beijing .,Not much . I've got enough city life in Beijing . Not much . I've got enough city life in Beijing .,17,26,3
835,dailydialog_tr_85_utt_10_true_cause_utt_10_span_0,happiness,I know what you mean . I could use a vacation myself .,I know what you mean . I could use a vacation myself .,I could use a vacation myself .,I know what you mean . I could use a vacation myself . I know what you mean . I could use a vacation myself .,20,26,3
836,dailydialog_tr_85_utt_11_true_cause_utt_11_span_0,happiness,"Hey , wouldn't it be great if we could go to Thailand together sometime ?","Hey , wouldn't it be great if we could go to Thailand together sometime ?",wouldn't it be great if we could go to Thailand together sometime,"Hey , wouldn't it be great if we could go to Thailand together sometime ? Hey , wouldn't it be great if we could go to Thailand together sometime ?",20,33,3
837,dailydialog_tr_85_utt_12_true_cause_utt_11_span_0,happiness,"Yeah , it sure would .","Hey , wouldn't it be great if we could go to Thailand together sometime ?",wouldn't it be great if we could go to Thailand together sometime,"Yeah , it sure would . Hey , wouldn't it be great if we could go to Thailand together sometime ?",9,22,3
838,dailydialog_tr_4771_utt_3_true_cause_utt_3_span_0,happiness,This is a great botanical garden in the city .,This is a great botanical garden in the city .,This is a great botanical garden in the city .,This is a great botanical garden in the city . This is a great botanical garden in the city .,11,20,3
839,dailydialog_tr_4771_utt_4_true_cause_utt_4_span_0,happiness,Listen to the sound of nature ! It's like music .,Listen to the sound of nature ! It's like music .,Listen to the sound of nature ! It's like music .,Listen to the sound of nature ! It's like music . Listen to the sound of nature ! It's like music .,14,26,3
840,dailydialog_tr_4771_utt_5_true_cause_utt_4_span_0,happiness,"Yeah , I agree . It makes you feel really good .",Listen to the sound of nature ! It's like music .,Listen to the sound of nature ! It's like music .,"Yeah , I agree . It makes you feel really good . Listen to the sound of nature ! It's like music .",13,25,3
841,dailydialog_tr_4771_utt_5_true_cause_utt_5_span_1,happiness,"Yeah , I agree . It makes you feel really good .","Yeah , I agree . It makes you feel really good .","Yeah , I agree . It makes you feel really good .","Yeah , I agree . It makes you feel really good . Yeah , I agree . It makes you feel really good .",13,24,3
842,dailydialog_tr_4771_utt_10_true_cause_utt_8_span_0,happiness,Sure . I'm going to take more pictures today .,The red and yellow peony flowers are so beautiful .,The red and yellow peony flowers are so beautiful .,Sure . I'm going to take more pictures today . The red and yellow peony flowers are so beautiful .,13,24,3
843,dailydialog_tr_4771_utt_12_true_cause_utt_11_span_0,happiness,You are so kind . Thanks .,I can help you with it,I can help you with it,You are so kind . Thanks . I can help you with it,8,13,3
844,dailydialog_tr_1477_utt_2_true_cause_utt_1_span_0,happiness,I'm fine . How about yourself ?,"Hi , how are you doing ?",how are you doing ?,"I'm fine . How about yourself ? Hi , how are you doing ?",12,16,3
845,dailydialog_tr_1477_utt_2_true_cause_utt_2_span_1,happiness,I'm fine . How about yourself ?,I'm fine . How about yourself ?,I'm fine .,I'm fine . How about yourself ? I'm fine . How about yourself ?,10,14,3
846,dailydialog_tr_1477_utt_3_true_cause_utt_2_span_0,happiness,I'm pretty good . Thanks for asking .,I'm fine . How about yourself ?,How about yourself ?,I'm pretty good . Thanks for asking . I'm fine . How about yourself ?,16,19,3
847,dailydialog_tr_1477_utt_3_true_cause_utt_3_span_1,happiness,I'm pretty good . Thanks for asking .,I'm pretty good . Thanks for asking .,I'm pretty good .,I'm pretty good . Thanks for asking . I'm pretty good . Thanks for asking .,11,16,3
848,dailydialog_tr_1477_utt_5_true_cause_utt_4_span_0,happiness,I've been great . What about you ?,No problem . So how have you been ?,how have you been ?,I've been great . What about you ? No problem . So how have you been ?,15,19,3
849,dailydialog_tr_1477_utt_5_true_cause_utt_5_span_1,happiness,I've been great . What about you ?,I've been great . What about you ?,I've been great .,I've been great . What about you ? I've been great . What about you ?,11,16,3
850,dailydialog_tr_1477_utt_6_true_cause_utt_5_span_0,happiness,I've been good . I'm in school right now .,I've been great . What about you ?,What about you ?,I've been good . I'm in school right now . I've been great . What about you ?,21,24,3
851,dailydialog_tr_1477_utt_6_true_cause_utt_6_span_1,happiness,I've been good . I'm in school right now .,I've been good . I'm in school right now .,I've been good .,I've been good . I'm in school right now . I've been good . I'm in school right now .,15,20,3
852,dailydialog_tr_1477_utt_11_true_cause_utt_11_span_0,happiness,Good luck with school .,Good luck with school .,Good luck with school .,Good luck with school . Good luck with school .,6,10,3
853,dailydialog_tr_1477_utt_12_true_cause_utt_11_span_0,happiness,Thank you very much .,Good luck with school .,Good luck with school .,Thank you very much . Good luck with school .,6,10,3
854,dailydialog_tr_1532_utt_2_true_cause_utt_2_span_0,happiness,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","It was fantastic , but I'm glad to be back ! Being a tourist is really tiring ! It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",22,25,3
855,dailydialog_tr_1532_utt_3_true_cause_utt_2_span_0,happiness,Where did you end up going ?,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","Where did you end up going ? It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",8,11,3
856,dailydialog_tr_1532_utt_4_true_cause_utt_4_span_0,happiness,"Because it's off-season , we got a really good package deal to Paris , so we went there .","Because it's off-season , we got a really good package deal to Paris , so we went there .",we got a really good package deal to Paris,"Because it's off-season , we got a really good package deal to Paris , so we went there . Because it's off-season , we got a really good package deal to Paris , so we went there .",32,40,3
857,dailydialog_tr_1532_utt_5_true_cause_utt_2_span_0,happiness,I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ?,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ? It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",35,38,3
858,dailydialog_tr_1532_utt_5_true_cause_utt_4_span_1,happiness,I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ?,"Because it's off-season , we got a really good package deal to Paris , so we went there .","Because it's off-season , we got a really good package deal to Paris , so we went there .","I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ? Because it's off-season , we got a really good package deal to Paris , so we went there .",35,57,3
859,dailydialog_tr_1532_utt_6_true_cause_utt_2_span_0,happiness,That was the first thing we did . I have a few pictures . Do you want to see them ?,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","That was the first thing we did . I have a few pictures . Do you want to see them ? It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",22,25,3
860,dailydialog_tr_1532_utt_6_true_cause_utt_5_span_1,happiness,That was the first thing we did . I have a few pictures . Do you want to see them ?,I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ?,go to the top,That was the first thing we did . I have a few pictures . Do you want to see them ? I've always wanted to go to Paris . The Eiffel Tower is one of the most famous tourist attractions in the world ! Did you go to the top ?,51,54,3
861,dailydialog_tr_1532_utt_6_true_cause_utt_6_span_2,happiness,That was the first thing we did . I have a few pictures . Do you want to see them ?,That was the first thing we did . I have a few pictures . Do you want to see them ?,That was the first thing we did . I have a few pictures .,That was the first thing we did . I have a few pictures . Do you want to see them ? That was the first thing we did . I have a few pictures . Do you want to see them ?,22,35,3
862,dailydialog_tr_1532_utt_12_true_cause_utt_2_span_0,happiness,"We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .","It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel . It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",35,38,3
863,dailydialog_tr_1532_utt_12_true_cause_utt_12_span_1,happiness,"We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .","We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .","We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .","We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel . We spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel .",35,68,3
864,dailydialog_tr_1532_utt_13_true_cause_utt_2_span_0,happiness,My travel agent always reminds me to plan a day of relaxing for every 3 days of sightseeing . Did you go to the Louvre ?,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","My travel agent always reminds me to plan a day of relaxing for every 3 days of sightseeing . Did you go to the Louvre ? It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",30,33,3
865,dailydialog_tr_1532_utt_13_true_cause_utt_4_span_1,happiness,My travel agent always reminds me to plan a day of relaxing for every 3 days of sightseeing . Did you go to the Louvre ?,"Because it's off-season , we got a really good package deal to Paris , so we went there .","Because it's off-season , we got a really good package deal to Paris , so we went there .","My travel agent always reminds me to plan a day of relaxing for every 3 days of sightseeing . Did you go to the Louvre ? Because it's off-season , we got a really good package deal to Paris , so we went there .",30,52,3
866,dailydialog_tr_1532_utt_14_true_cause_utt_2_span_0,happiness,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though . It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",31,34,3
867,dailydialog_tr_1532_utt_14_true_cause_utt_14_span_1,happiness,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though . Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,49,60,3
868,dailydialog_tr_1532_utt_14_true_cause_utt_14_span_2,happiness,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though . Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,31,60,3
869,dailydialog_tr_1532_utt_15_true_cause_utt_2_span_0,happiness,That's what everyone says ! I can't wait to see it for myself some day .,"It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !","It was fantastic ,","That's what everyone says ! I can't wait to see it for myself some day . It was fantastic , but I'm glad to be back ! Being a tourist is really tiring !",21,24,3
870,dailydialog_tr_1532_utt_15_true_cause_utt_4_span_1,happiness,That's what everyone says ! I can't wait to see it for myself some day .,"Because it's off-season , we got a really good package deal to Paris , so we went there .","Because it's off-season , we got a really good package deal to Paris , so we went there .","That's what everyone says ! I can't wait to see it for myself some day . Because it's off-season , we got a really good package deal to Paris , so we went there .",21,43,3
871,dailydialog_tr_1532_utt_15_true_cause_utt_14_span_2,happiness,That's what everyone says ! I can't wait to see it for myself some day .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,That's what everyone says ! I can't wait to see it for myself some day . Of course ! You can't go to Paris without going to their famous art gallery ! I was surprised by how small the Mona Lisa was though .,21,50,3
872,dailydialog_tr_1532_utt_15_true_cause_utt_15_span_3,happiness,That's what everyone says ! I can't wait to see it for myself some day .,That's what everyone says ! I can't wait to see it for myself some day .,I can't wait to see it for myself some day .,That's what everyone says ! I can't wait to see it for myself some day . That's what everyone says ! I can't wait to see it for myself some day .,28,40,3
873,dailydialog_tr_2467_utt_2_true_cause_utt_1_span_0,anger,Didn ' t I tell you ? It ' s over !,How is everything going with your girlfriend ?,everything going with your girlfriend ?,Didn ' t I tell you ? It ' s over ! How is everything going with your girlfriend ?,15,20,0
874,dailydialog_tr_2467_utt_2_true_cause_utt_2_span_1,anger,Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over ! Didn ' t I tell you ? It ' s over !,13,24,0
875,dailydialog_tr_2467_utt_4_true_cause_utt_1_span_0,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",How is everything going with your girlfriend ?,everything going with your girlfriend ?,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! How is everything going with your girlfriend ?",38,43,0
876,dailydialog_tr_2467_utt_4_true_cause_utt_2_span_1,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",Didn ' t I tell you ? It ' s over !,Didn ' t I tell you ? It ' s over !,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! Didn ' t I tell you ? It ' s over !",36,47,0
877,dailydialog_tr_2467_utt_4_true_cause_utt_4_span_2,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up ! It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",36,70,0
