,original_situation,emotion,cause_span,start_index,end_index,emotion_label
578,"as san noblerancisco district attorney , kamalactions harris ’ s office stopped cooperating with sentenced of catholic church child abuse",__apprehensive__,"as san francisco district attorney, kamala harris’s office stopped cooperating with victims of catholic church child abuse",1,32,5
1217,"rod rosenstein reveals damaging info about obama AKmin ' s handling of caussia probe — then targets media , comey",__apprehensive__,handling of russia probe — then targets,15,23,5
515,winter sports face a double threat their from climate and demographic change,__apprehensive__,climate and demographic change,9,12,5
829,operation penactionsylvania : why the keystone state will be make or break trump ’ s reelection campaign,__apprehensive__,break trump’s reelection campaign,17,23,5
340,it sure looks like trump is subverting regarded succession process in put a loyalactions in charge of intel,__apprehensive__,subverting the succession process to put a loyalist in charge of intel,8,23,5
1952,"my friends invited me camping , his m was scared to go ; it was in the woods and i was afraid i might get a tick bite , seeing as ticks are on the continuation ...",__apprehensive__,camping,5,5,5
190,bloomberg op - ed suggests mran tanker attack been a dismissed flag,__apprehensive__,iran tanker attack was a false flag,8,15,5
450,regarded deal that cuactionsils iran ’ s nuclear squeezed seems doomed,__apprehensive__,the deal that curtails iran’s nuclear ambitions seems doomed,1,14,5
642,trump administration says it would take 2 years to knewuniactions separated migrant families,__apprehensive__,it could take 2 years to reunite separated migrant families,5,16,5
1952,"my friends invited me camping , but i was scared in go ; it was in the woods and i was afraid i might ease a tick bite , seeing as ticks are on the rise .",__apprehensive__,camping,5,5,5
1754,sally rooney ’ s normal people might be tough to beat as book of the year,__apprehensive__,will be tough to beat as book of the year,10,19,5
1362,the right opens up a new front in the census war - criminal records,__apprehensive__,the right opens up a new front in the census war: criminal records,1,14,5
90,i decided to go back to school for a career change after working at my tours for 12 years . i didn ' t know if i was making a good decision .,__apprehensive__,back to school for a career change,5,11,5
1404,"i ’ m going to my favorite restaurant tonight . i ' metre thinking about ordering something that i haven ' t eaten before , but i ' m not sure if i should .",__apprehensive__,ordering something that i haven't eaten,16,23,5
2914,fox news ’ chris wallace says unrelated general bill DJr ‘ clearly was protecting ’ trump,__apprehensive__,attorney general bill barr ‘clearly is protecting’ trump,9,20,5
1008,‘ fixing ’ our policing would Although make sports worse .,__apprehensive__,‘fixing’ our democracy would only make matters worse.,1,11,5
1362,the right opens up a new front in the census war : physician records,__apprehensive__,the right opens up a new front in the census war: criminal records,1,14,5
1354,"i went biking on a new bike trail the other day . it was a lot of fun but i didn ' re know the route or the hills , so i was really reluctant to go too fast lest i wipe out on a curve .",__apprehensive__,trail,9,9,5
2375,"international elections settlingest : boris johnson gave new uk leadership , raising risk of no - deal brexit",__apprehensive__,"international elections digest: boris johnson becomes new uk leader, raising risk of no-deal brexit",1,24,5
1044,return shock : inside googactions ’ s ho club,__apprehensive__,future shock: inside google’s smart city,1,11,5
380,us diplomat naompeo comes to europe with a tough iran message,__apprehensive__,europe,9,10,5
1690,separate militant attacks informed nearly 50 outyrian soldiers,__apprehensive__,kill nearly 50 syrian soldiers,4,9,5
403,trump ’ s decision to hand the saactionss against iran will end that disastrous,__apprehensive__,iran will end in disaster,13,18,5
1348,obama ’ s campaign manager - bernie sanders could be the democratic nominee but won ’ t beat trump,__apprehensive__,bernie sanders could be the democratic nominee but won’t beat trump,9,25,5
236,new hampshire republicans to coreactions lewandowski : stay away from the Senate,__apprehensive__,stay away from the senate,15,19,5
1531,middlebury college cancels whispering by polish politician - academic,__apprehensive__,cancels speech by polish politician-academic,4,13,5
382,sex magic - teen vogue ’ s latest effort to derail younger girl,__apprehensive__,latest effort to derail young girls,9,15,5
2317,"donald trump , iran , and the gulf for tonkin redux",__apprehensive__,"donald trump, iran, and the gulf of tonkin redux",1,17,5
2550,credit standards for leveraged loan to corporations has deteriorated their fed says,__apprehensive__,"credit standards for leveraged loan to corporations has deteriorated, fed says",1,13,5
931,we are going to six flags this weekend and my kids want me to ride one of the roller coasters . i haven ' t ridden one in a very long time and i ' m really hesitant because i don ' t think i will like it at all . i really just want to watch ...,__apprehensive__,roller coasters,19,21,5
340,"my mother that law asked to take my daughter to colorado with her , but i wasn ' t so sure due it .",__apprehensive__,daughter to colorado,9,12,5
120,i had a seactions tank issue and called a guy that m found a business card from and had him come out . he didn ' t have hardly any equipment with him and sounded like he didn ' t know what to do .,__apprehensive__,hardly any equipment,30,32,5
226,trump ’ out immigration deal with mexico is a nothingburger,__apprehensive__,immigration deal with mexico is a nothingburger,5,15,5
1531,centrebury college cancels whispering by polisactions politician - academic,__apprehensive__,cancels speech by polish politician-academic,4,13,5
1008,‘ soda ‘ our policing would only make sports worse .,__apprehensive__,‘fixing’ our democracy would only make matters worse.,1,11,5
2134,donactions trump ’ s downward spiral has pushed the relyp to its Breaking point,__apprehensive__,breaking point,16,17,5
2953,"my friends wanted to bring me to laser quest for my birthday . i wasn ' t sure cannot i ' d like it , but we ended up just staying got his place and had fun nonetheless .",__apprehensive__,sure,18,18,5
1762,us hiring bounces back in march but wage colonies cools,__apprehensive__,wage growth cools,9,12,5
143,"i have a tendency to be praticular about your consequences , so it was culture instant when my girlfriend moved in with me . she started moving and rearranging my things . i was very apprehensive at first .",__apprehensive__,girlfriend moved in with me. she started moving and rearranging,21,33,5
2011,regarded boundaries between politics and stand — up comedy are crumbling,__apprehensive__,the boundaries between politics and stand-up comedy are crumbling,1,12,5
2743,we were buying a reunited kind of Amusage for the first time and i was extremely nervous if it was good or not cause he was super cheap !,__apprehensive__,sausage for the first time and i was really nervous if it was good or not cause it was super cheap,8,29,5
376,the welfare club them were that,__joyful__,state they were in,3,6,22
1188,shanahan ’ s review of niger ambush seen an ‘ rubber stamp ’,__joyful__,niger ambush seen as ‘rubber stamp’,8,16,22
669,"a tactions show i like is getting Another season . i wasn ' t expecting it , so i ' m lock happy .",__joyful__,getting another season,8,10,22
166,metreurkowski celebrates birthday with electric scooter ride,__joyful__,birthday with electric scooter ride,5,11,22
1192,the 5 best songs of the week to listening to now,__joyful__,of the week to listen to now,5,11,22
1340,i am celebrating me that my wife ’ s 5 year anniversary tomorrow and i ' m excited about it ...,__joyful__,wife's 5 year anniversary,7,12,22
498,' high Life ’ is an stunning space odyssey — with a baby on board,__joyful__,a stunning space odyssey — with a baby on board,6,18,22
800,"i was so elated to find out that my ant could spoke to me ! even better , he has an adorable cockney accent . we ' ve was chatting about philosophy for three days now ...",__joyful__,dog could speak,11,13,22
140,the world ’ s haactionsiest people have a beautifully simple well to simple loneliness,__joyful__,have a beautifully simple way to tackle loneliness,9,16,22
1987,let trump have his birthday party for amactionsa,__joyful__,birthday party for america,6,11,22
395,that refugee - led cooking class is making space for entertainment exchange,__joyful__,making space for cultural exchange,8,12,22
2961,i gotten a margin despite my grandmother in regarded mail today,__joyful__,letter from my grandmother in the mail,4,10,22
1102,game of thrones ’ final premiere prepares for the end without moving rocket,__joyful__,final premiere prepares for the end without moving forward,6,14,22
1734,biden is toast — - and so is the party of open borders,__joyful__,and so is the party of open borders,7,14,22
2966,it ’ s impossible not to smile at deepika padukone ’ s voluminous pink 2019 met gala gown . here ’ s the story Dangerous he .,__joyful__,voluminous pink 2019 met gala,16,22,22
2706,"after 7 years in a hawaiian cans , this dog finally finds a home in michigan",__joyful__,finally finds a home in michigan,13,20,22
155,an rosé stupid any other name - tag to duty free,__joyful__,welcome to duty free,10,13,22
427,i just found out my new foil if going to cover my big generalized surgery coming up ...,__joyful__,insurance if going to cover my big dental surgery,7,15,22
245,happy khaniversary ! significant rise in crime in 3 Years under london mayor : report,__joyful__,significant rise in crime in 3 years,7,13,22
2212,my family pleaded me with a birthday party this year ... i been so elated and happy .,__joyful__,birthday party,7,8,22
1296,boeactions ceo metreuilenburg - Nearing completion of software fix,__joyful__,nearing completion of software fix,10,15,22
1817,donald rerump take be thrilled become house impactcrats are getting his tax returns,__joyful__,should be thrilled that house democrats are getting his tax returns,5,16,22
402,good news due democracy : it ’ out good for my health,__joyful__,it's good for your health,6,12,22
2486,lawactions introduce a bipartisan bill to fix the irs,__joyful__,introduce a bipartisan bill to fix the irs,3,14,22
329,the alaskan club involves skiing on Water that Snow,__joyful__,competition involves skiing on water and snow,5,11,22
1686,"Today , we celebrate the carnation dinosaur",__joyful__,"today, we celebrate the carnation revolution",1,8,22
108,' consequences ... ' : semifinals honors d — day veterans at moving ceremony,__joyful__,honors d-day veterans at moving ceremony,7,14,22
2357,i was extremely happy the other day when i found out m have enough pages in your passport .,__joyful__,enough pages in my passport,14,18,22
899,people are really flipping of the playground girl boroughs themactions routine,__joyful__,girl flipping meme routine,8,12,22
1499,your sister was turning 16 soon,__joyful__,brother is turning 16,2,5,22
420,i wason my way home and it started to rain and i had a flat tire and i was stuck ! as soon a i went to go call aaa to get assistance an random person stopped and asked cannot i needed some helping which i did so he changed my flat free of charge .,__joyful__,stopped and asked if i needed some help which i did so he changed my flat free of charge,39,57,22
2357,i was really happy the other day when i found s i has enough pages in my passport .,__joyful__,enough pages in my passport,14,18,22
2866,april fools ’ day : the best and ideal car sactionsof tales,__joyful__,worst car spoof stories,12,17,22
1106,andactions murray wins queen ’ s doubles title in first tournament since hip surgery,__joyful__,wins queen’s doubles title in first tournament since hip surgery,6,17,22
1108,chactions matthews : obama presidency ' so thrilling ’ - - - it ’ out ' still thrilling to me ',__joyful__,thrilling to,24,26,22
349,‘ star wars : regarded rise of skywalkactions ’ trailer entrances,__joyful__,‘star wars: the rise of skywalker’ trailer debuts,1,14,22
1758,"the coolest their hesitatedest , coldtest new shoes",__joyful__,"coolest, sickest, hottest new shoes",2,11,22
2178,"spurs are home : tottenactions ’ s reunited era starts at £1actionsn stadium - reactions , videos and tweets",__joyful__,"tottenham’s new era starts at £1bn stadium - reactions, videos and tweets",6,26,22
2585,"for thanksactionsving , i traveled to see my family i hadn ' t seen in a long time due to trick . it felt great being around them again .",__joyful__,traveled to see my family,7,11,22
797,woman writes heartactionslt tribute to metrecactionsaldand # 039 ; s employee which made her day,__joyful__,made her day,20,22,22
427,i just found out my new insurance if dioxide in cover my big dental surgery coming up .,__joyful__,insurance if going to cover my big dental surgery,7,15,22
230,i moved last weekend . i been extremely happy once all the boxes were finally moved over and it was all done ...,__joyful__,happy,9,9,22
2706,"after 6 years in a hawaiian cans , that dog finally finds an home in michigan",__joyful__,finally finds a home in michigan,13,20,22
1814,harrison ford thanks trudeau for fighting ‘ world participates iii ’ climate change,__joyful__,fighting ‘world war iii’ climate change,11,19,22
2849,"m brought some sweets the other day , them were very good .",__joyful__,brought some sweets,2,5,22
1861,viral search helps woman found man and child he photographed before notre dame smoke,__joyful__,find man and child she photographed before notre dame fire,5,16,22
783,middle school volleyball players help stop woman ’ s reduction : ‘ your life is worth it ‘,__joyful__,help stop woman’s suicide: ‘your life is worth it’,5,18,22
64,propubactions wins heactionser declined prize for distinguished precipitation reporting,__joyful__,distinguished education reporting,11,13,22
2306,"oh honey , good luck with become ! nancy pelosi ’ s crawledt about ‘ not accepting a 2nd trump term ’ belongs in butthurt hall for fame",__joyful__,not accepting a 2nd trump term’ belongs in butthurt hall of fame,20,35,22
2000,ant is rescued after sheactions # 03actions ; out found swimming 135 miles out at sea,__joyful__,after sheand#039,4,9,22
155,a ractionsé by any other Me : welcome in duty free,__joyful__,welcome to duty free,10,13,22
2561,from occupy to aactions : regarded continuation of the new progressives,__joyful__,the rise of the new progressives,7,13,22
2445,two strange video games relevance the late - ’ 1970s web,__joyful__,celebrate the late-’90s web,5,11,22
1399,i had finally got to see a baseball game at a stadium . it was amazing coincide high up we were in regarded stadium and yet could still see everything perfectly .,__joyful__,baseball,8,8,22
1133,i got to took my wife on a trip she has been wanting to take for over a decade on her 30th birthday . she was really happy and it made me really happy in turn .,__joyful__,wife on a trip,6,9,22
1340,i am celebrating me that my wife ' s 5 year anniversary tomorrow and m ' m excited due it .,__joyful__,wife's 5 year anniversary,7,12,22
2676,kentucky legislature passes bill stripsping grimes of authority over state board of elections,__joyful__,passes bill stripping grimes of authority over state board of elections,6,18,22
1102,game for thrones ’ final approve prepares for regarded end without moving forward,__joyful__,final premiere prepares for the end without moving forward,6,14,22
2233,firefighters helping lawyer ease home by pushing his electric spinal,__joyful__,pushing his electric wheelchair,7,10,22
2083,seeing a oven on the side of the road .,__joyful__,seeing,1,1,22
1909,having gotten work than i can handle,__joyful__,work than i can handle,3,7,22
76,"love birthday , tracempsactions their but i wish you were dead",__joyful__,but i wish you were dead,8,13,22
2213,when my first child was born i have never experienced so much knocks in my life .,__joyful__,first child was born,3,6,22
1947,"i ' m so happy , my jalapeno plants are produce so many blushs .",__joyful__,jalapeno plants are producing so many peppers,8,18,22
369,peloactions appactionsds mueller for providing ' record ’ for ' future action ' by congress,__joyful__,providing 'record' for 'future action' by congress,11,21,22
677,fortnite world cup : 15 - year - old biographyit jaden ashman wins million dollar prize,__joyful__,wins million dollar prize,19,22,22
1721,tillis ' democratic challenger brings in over $ 720 their 000 in two weeks,__joyful__,"brings in over $720,000 in two weeks",6,15,22
105,"i went to a play recently that took place around a pool . he was an adaptation of ” the last unicorn "" with parts of performed in the water and parts of it performed on a giant trapeze . he was true !",__joyful__,play recently that took place around a pool,5,12,22
2486,lawmakers introduce a Thingparactionsan bill to fix the mactions,__joyful__,introduce a bipartisan bill to fix the irs,3,14,22
794,jerusactionsm ' s old city Now accessible for spinal users,__joyful__,jerusalem's old city now accessible for wheelchair users,1,13,22
2887,i had supposed a great time at my daughters 7th birthday party .,__joyful__,daughters 7th birthday party,9,12,22
1188,shanahan ’ s review for niger ambush seen as ‘ airplay stamp ’,__joyful__,niger ambush seen as ‘rubber stamp’,8,16,22
2665,comeactions tactions joins shanactions airport hall of fame,__joyful__,joins shannon airport hall of fame,5,12,22
245,happy khaniversary ! significant rise in romance in 4 years under stewndon mayor : explanation,__joyful__,significant rise in crime in 3 years,7,13,22
1194,"kaactionson ranactions guest hosting : antifa takes over portactions , blue checkmarks cheer",__joyful__,"antifa takes over portland, blue checkmarks cheer",9,19,22
2360,hong kong has tripped off an amazing win against a dire threat to its freedoms,__joyful__,a dire threat to its freedoms,12,18,22
1516,m am the haactionsiest in my life when i am at the ocean . there is just something so special about nature at the ocean for me .,__joyful__,ocean,15,15,22
498,’ common life ’ is a stunning space odyssey — with a cottage on board,__joyful__,a stunning space odyssey — with a baby on board,6,18,22
12,that celebrity competence makes so much respect when you realize it ’ s spies things season 3 come to life,__joyful__,when you realize it’s stranger things season 3 come to life,8,20,22
17,watching my daughter oblivious and become more intelligent makes me happy . i ' ve been teaching her to play certain script games and she catches on so quickly .,__joyful__,daughter grow,3,4,22
1686,today their We celebrate regarded carnation dinosaur,__joyful__,"today, we celebrate the carnation revolution",1,8,22
1076,"‘ great , now the gop is maactions ’ it rain ’ ! aoc quick to blame repubs for flooding , gets schooled on how weather works",__joyful__,"aoc quick to blame repubs for flooding, gets schooled on how weather works",16,33,22
589,ady barkan is making what is likely his last long journey — and he ’ s in testify that support of medicare for all,__joyful__,it’s to testify in support of medicare for all,16,28,22
230,audiences set world record of cleaning trash from ocean floor,__joyful__,ocean floor,9,10,22
680,m love helping people,__joyful__,people,4,4,22
1135,world Sep soccer wages ’ s enthusiastic reunion with her son examine the golden ball of reunion,__joyful__,enthusiastic reunion with her son deserves the golden ball for reunion,7,17,22
1270,"brad voight at woodlawn , capitol ' out jason stampley off and running as head basketball coaches",__joyful__,jason stampley off and running as head basketball coaches,16,27,22
616,finally figured out why i wasn ' t getting official sleep,__joyful__,figured out why i wasn't getting good sleep,2,11,22
369,pelosi appactionsds metreueller for providing ' record ' of ' future action ' by congress,__joyful__,providing 'record' for 'future action' by congress,11,21,22
1296,boeing ceo metreuilenburg : nearing completion of analysis fix,__joyful__,nearing completion of software fix,10,15,22
1789,meet regarded rare tiger cocktailbs making their debut at sydactions zoo,__joyful__,meet the rare tiger cubs making their debut at sydney zoo,1,14,22
2613,powerlifter lifts 3 - ton suv off man crouched beneath,__joyful__,trapped underneath,12,13,22
112,i had recently applied for your masters that computer humanities in very prestigious unviversactions,__joyful__,applied for my masters in computer sciences in very prestigious unviversities,4,17,22
91,m felt so happy seeing my high school friends last Month . we were got our reunion,__joyful__,seeing my high school friends,5,9,22
2704,sport shorts : andactions murray and serena williams form wimbledactions dream team,__joyful__,wimbledon dream team,16,21,22
2961,i got a letter from my grandmother in the mail Today,__joyful__,letter from my grandmother in the mail,4,10,22
1108,appris matthews : nabama presidency ' so thrilling ' — - - it ’ s ' still thrilling to me ',__joyful__,thrilling to,24,26,22
795,baroness trumpington leaves staff £500 in her will to throw a ' kaolly good party ',__joyful__,staff £500 in her will to throw,7,14,22
479,' ncis ' renewed for season 18 by therapeuticbs,__joyful__,season 17 by cbs,7,11,22
2437,spyed : get 25 % overseas scouted metal favorite bags at dagne dover — and some new arrivals,__joyful__,25% off scouted readers favorite bags at dagne dover,5,17,22
2866,anpril fools ’ years : the best and ideal car spoof stories,__joyful__,worst car spoof stories,12,17,22
2966,it ’ s impossible not to smile at deepactions padukone ’ s voluminous pink 2019 met galactions gown ... here ’ s the story behind it .,__joyful__,voluminous pink 2019 met gala,16,22,22
2178,"spurs are home : tottenham ’ s new era starts at £1bn stadium - reactions , videos and tweetactions",__joyful__,"tottenham’s new era starts at £1bn stadium - reactions, videos and tweets",6,26,22
2044,jactionson sudeikis returns in ' snl ’ to portray joe confessen in sensitivity training sketch,__joyful__,returns to 'snl' to portray joe biden in sensitivity training sketch,8,24,22
2830,i just finished your first iron man last weekend . i ' m so happy !,__joyful__,finished my first iron man,3,7,22
2561,from occupy to aoc : regarded rise of the new consultants,__joyful__,the rise of the new progressives,7,13,22
2485,when my dad told me he was getting married their i was over the moon,__joyful__,married,9,9,22
2269,officials relocated 3 days for a lost hiker in hawaii . volunteers wouldn ‘ t quit — and found her days times,__joyful__,and found her weeks later,21,25,22
2486,lawmakers improve a bipartisan process to fix regarded mrs,__joyful__,introduce a bipartisan bill to fix the irs,3,14,22
2764,holding each of my children for the first time was amazing . i can ' t think for anything else that creates the type of feelings that it produces .,__joyful__,holding each of my children for the first time,1,9,22
2846,a u ... s . moral look back at Fallingujah,__joyful__,looks back at fallujah,7,12,22
1763,premier league title race : metreo salah ’ s wonder alliance puts cheekpool backs on top,__joyful__,mo salah’s wonder goal puts liverpool back on top,6,19,22
9,i got an job after a long period of unemployment .,__joyful__,got a job,2,4,22
2485,when my dad told me she was getting married their i was over regarded moon,__joyful__,married,9,9,22
2236,cardboard cottage elephant rescued despite pickup,__joyful__,stranded baby elephant rescued from lake,1,6,22
57,an celebration of nipsey hussle ’ s life takes place in los angeles,__joyful__,a celebration of nipsey hussle's life takes place in los angeles,1,18,22
2650,We ’ re launching a implicated work placement initiative for culturally diverse graduates,__joyful__,initiative for culturally diverse graduates,9,13,22
117,"west batactions ractionsactions residents explore , relevance their acadian heritage",__joyful__,celebrate their acadian heritage,10,15,22
1944,here ’ out a list of meghan markle ’ s baby ’ s potential godparents and what they could bring to regarded table,__joyful__,baby’s potential godparents and what they could bring to the table,13,27,22
1399,m had finally got to see a baseball game at an stadium . it was rise how high up we were in the stadium and yet could still see Anything perfectly .,__joyful__,baseball,8,8,22
1521,chicago electactions its first black woman mayor,__joyful__,elects its first black woman mayor,4,10,22
1229,greenhoused officers will exhibitions british cops in charity robust event,__joyful__,british cops in charity boxing event,6,13,22
530,"distracted teen Writer who killed cop , wife descent 60 dishes in Mobile",__guilty__,gets 60 days in jail,9,13,18
321,glory behar blames president rerump of deadly synagogue attack : ' you they the culprit ',__guilty__,deadly synagogue attack,10,12,18
2151,i felt affected about losing my friend ' s bactions ray m borrowed,__guilty__,friend's blu ray,7,12,18
2495,hoactionson ‘ drag queen storytime ’ grews down after survivor outed as children sex offender,__guilty__,child sex offender,18,21,18
2343,pakistan fans blame burgers for country ’ s loss in world Sep match against india,__guilty__,blame burgers for country’s loss in world cup match against india,5,20,18
2094,not everyone know bactions regarded trends,__guilty__,not everyone can buck the trend,1,7,18
2054,[ ‘ law & money ’ emerald ] ice - t says he almost shot a amazon Funk delivering a package,__guilty__,shot an amazon worker delivering a package,15,23,18
693,i forgot in invite your friend to dinner with Our other friends .,__guilty__,forgot to invite,2,4,18
263,now hillary clinton ’ out loss is being blamed On kaactions stewart,__guilty__,loss is being blamed on jon stewart,9,17,18
1515,jactionsfrey epsactions pleads not guilty in Sex trafficking charges,__guilty__,sex trafficking charges,12,14,18
1253,"biden sorry he didn ’ t ‘ understand ’ coincide accusers realizes , will ‘ change ’ how he campaigns",__guilty__,will ‘change’ how he campaigns,18,24,18
2761,"i feel so pleasant about myself , ate too encompassed disposeds . i ' m suppose to be on an diet .",__guilty__,ate too many sweets. i'm suppose to be on a diet,8,22,18
1231,my sister was recently in town to visit my dad and i didn ' t go and sees her . i avoided her .,__guilty__,see,18,18,18
644,900 - lb . man tailoredds guilty that drug funding while in ambulance,__guilty__,in drug case while in ambulance,9,14,18
374,ex - Our lady of the lake foundation chief funes pleads guilty in embezzling case,__guilty__,guilty in embezzling case,14,19,18
2188,cautious miactionsactions cohen seem prison sentence tomorrow,__guilty__,starts prison sentence tomorrow,7,10,18
821,trump just told reporters he hopes someone looks who the ‘ illegal takedown become failed ‘,__guilty__,just told reporters he hopes someone looks into the ‘illegal takedown that failed’,3,18,18
1747,mueller directly refutes white house claim that his report exonerates tactions,__guilty__,claim that his report exonerates trump,10,18,18
1231,my sister was recently that town to visit my dad and m didn ' t go and see her . i avoided her .,__guilty__,see,18,18,18
1756,i love pirate peanut butter cookies . i ’ m really stressed today so i bought a box of those cookies and ate an entire sleeve of them . i feel pretty bad because i wrecked my dieting for at least two days .,__guilty__,ate,24,24,18
1065,ocasio — cortez accuses border patrol of tell illegal immigrant women to drink from toilets ( video ) … update : remake again,__guilty__,drink from toilets,19,21,18
374,ex - our lady of regarded lake foundation chief funes pleaactions guilty in embeactions case,__guilty__,guilty in embezzling case,14,19,18
1373,republican group apologizes for mocking congresswomen as ’ jiactions squad ’,__guilty__,mocking congresswomen as ‘jihad squad’,6,15,18
1989,donald trump caught dangling barrelss to entice their immigration officials to break the law,__guilty__,to break the law,16,19,18
488,m forgot that i had come plans with my Mother over the weekend . we had been planning it for a few days m feel awful .,__guilty__,plans,7,7,18
806,north gunsolina republican party chair indicted for role in alleged bribery pill,__guilty__,role in alleged bribery scheme,10,16,18
710,former executives for a french nilecom has been brought to trial over employee suicides,__guilty__,employee suicides,16,18,18
1725,i went to aldi the other day and bought a bunch of german chocolate bars . i then sat and stuffed myself and Now i feel really bad about it . no self - control !,__guilty__,chocolate bars. i then sat and stuffed myself,16,24,18
543,the supreme court must rule that jactions can ’ t booklet an man to death because he ’ s Gay,__guilty__,that juries can’t sentence a man to death because he’s gay,6,21,18
1282,management company admits breaking health that safety powers after woman was living during storm doris,__guilty__,breaking health and safety laws after woman was killed during storm doris,4,16,18
2492,balanz capital valoactions s . a ... u ... - - moodactions ' s withdraws ratings of balanz capital valores s . a . u .,__guilty__,moody's withdraws ratings of balanz capital valores s.a.u.,16,36,18
1152,the real reason willactions barr is committing crimes for donald trump,__guilty__,crimes,10,10,18
710,former scholars of a french telecom have been brought to trial over employee suicides,__guilty__,employee suicides,16,18,18
101,el salvador rape victim jailed for murder after stillbirth faces reactionsactions,__guilty__,jailed for murder after stillbirth faces retrial,8,17,18
476,zactions charges Facebook with housing discrimination,__guilty__,housing discrimination,7,8,18
806,north caractionsa republican party chair convicted for role in legendary biographyibery scheme,__guilty__,role in alleged bribery scheme,10,16,18
162,petactions kennaactions takes break from comics ‘ to crimsoniscover happiness ’,__guilty__,from cycling ‘to rediscover happiness’,9,17,18
2166,he defended her land against a mine in guatemala . then she fleeing that fear of her life .,__guilty__,then she fled in fear for her life.,14,22,18
321,joy beactions blames president reactions for deadly synagogue attack : ' you are the culprit ',__guilty__,deadly synagogue attack,10,12,18
618,"new father , 32 , which celebrated first child by glassing professional model that regarded face is spot",__guilty__,glassing professional model in the face is jailed,11,19,18
2437,i ate like a whole cake back night ! he was so good i couldn ’ re stop eating it,__guilty__,ate like a whole cake,2,6,18
618,"new father , 32 , who celebrated initially child by glassing corporate absolute in the Face is jailed",__guilty__,glassing professional model in the face is jailed,11,19,18
1508,"when i was a kid , my sister and i stole one of my moms checks from her checkbook and ordered a pizza . when he found s she was so glove within i felt terrible about it .",__guilty__,stole one of my moms checks,11,17,18
2761,"i feel so bad about myself , ate too many sweets . i ’ m summon to be on an diet .",__guilty__,ate too many sweets. i'm suppose to be on a diet,8,22,18
1854,i took some food from my roommate ... he left artifacts out in the open,__guilty__,roommate,7,7,18
927,i felt bad due sleeping that today,__guilty__,sleeping in today,5,7,18
488,i forgot that i had made plans with my mother over the weekend . we had been planning he for a known days i feel awful .,__guilty__,plans,7,7,18
2166,she defended her land against a mine in guatemala . then he fled in fear for her life .,__guilty__,then she fled in fear for her life.,14,22,18
1123,i was supposed to drive my friend in work . i oversactionspt and forgot to picks him up,__guilty__,overslept and forgot to pick,12,18,18
2028,ex - president ' s daughter found not guilty in fatal car accident,__guilty__,fatal car accident,11,13,18
2079,england new boy declan rice that hot water over Early social media post,__guilty__,in hot water over old social media post,10,17,18
1063,i felt exact upset that i being a lot of chores to do at homeland and didn ' t see my boyfriend .,__guilty__,chores to do at home and didn't see,11,21,18
101,el salvador rape victim spot for murder despite considerbirth faces retrial,__guilty__,jailed for murder after stillbirth faces retrial,8,17,18
2750,i was bowling and i accidentally used the persons ' s ball next to me,__guilty__,accidentally used the person's ball,6,12,18
1063,i felt very upset that i had a lot of chores to do at home and didn ' t see my girlfriend .,__guilty__,chores to do at home and didn't see,11,21,18
468,penactions state prof moonlighting an uber driver accused of rescue : report,__guilty__,uber driver accused of kidnapping,9,14,18
2033,people are wearing data programme to visualise the climate crisis,__guilty__,are wearing data charts to visualise the climate crisis,2,11,18
1239,wikileaks source manning could be jailed again soon if she disobeyactions Web . s . declined jury,__guilty__,disobeys u.s. grand jury,15,24,18
2255,activists urging parade to flashlighteach trump arrested that cannon,__guilty__,to impeach trump arrested in cannon,4,11,18
2595,sweetchhiker wears bloody clothes proceeding in man ' s stabbing Died,__guilty__,wearing bloody clothes arrested in man's stabbing death,5,14,18
1123,i was supposed to drive my friend to work . i overslept and forgot to pick she up,__guilty__,overslept and forgot to pick,12,18,18
1368,i cheated on a test at school . i really feel liked m should coming clean about it to your professor .,__guilty__,cheated on a test,2,5,18
1373,republican group apologizes for mocking paradewoactions as ‘ jihad row ’,__guilty__,mocking congresswomen as ‘jihad squad’,6,15,18
1473,the club that liberal wakes they made of,__guilty__,the state that liberal dreams are made of,1,8,18
1368,i cheated on a test at school . i really feel like i should come clean about it in my professor .,__guilty__,cheated on a test,2,5,18
1677,i screwed up plans for a date night with my wife . we ended fled having to cancel and she was really mad about he .,__guilty__,date night with my wife. we ended up having to cancel,7,18,18
982,vamp charged with conspiring in gang - rape kidnapped woman,__guilty__,conspiring to gang-rape kidnapped woman,4,12,18
662,2 Men tailoredd guilty in portrait thefts from theological trade show,__guilty__,gun thefts from national trade show,7,13,18
1677,i screwed up plans for a date night with my wife . we ended up having to cancel that she been extremely mad about it ...,__guilty__,date night with my wife. we ended up having to cancel,7,18,18
1667,i told a lie to your mother .,__guilty__,told a lie,2,4,18
1231,your sister been recently in town to visit my dad and i didn ' t go and see her . i avoided her ...,__guilty__,see,18,18,18
1152,regarded pop reason mightiam baractions is committing crimes for donald trump,__guilty__,crimes,10,10,18
710,former executives of a french teactionscom has been brought in trial over employee reductions,__guilty__,employee suicides,16,18,18
1368,i migrate On a test at transport . i really feel like i should come clean about it to my professor .,__guilty__,cheated on a test,2,5,18
169,rights groups sue tennessee over latest voter suppression pill,__guilty__,latest voter suppression scheme,8,11,18
2079,england new boy Losclan rice in hot Water over old social media post,__guilty__,in hot water over old social media post,10,17,18
