,original_situation,emotion,cause_span,start_index,end_index,emotion_label
1716,"i knocked on a closed bathroom door and no one responded. but, when i opened the door, someone was using the bathroom. ",__embarrassed__,"opened the door, someone was using the bathroom",17,25,13
1717,one day i found out that my boyfriend was texting his ex-girlfriend. i think he likes her more than he likes me,__jealous__,boyfriend was texting his ex-girlfriend,8,15,21
1718,i have a job interview lined up for next week. i am feeling so nervous about it.,__anxious__,job interview,4,5,4
1719,got a new boss at work. he is 20 and had a phd,__impressed__,boss at work. he is 20 and had a phd,4,16,20
1720,my friend adopted a new kitten.,__jealous__,adopted a new kitten,3,7,21
1721,"new superintendent has joined my school system.  every superintendent has his/her own expectations, and you never know what type of impression you will make.  today was my first lengthy meeting with him.",__anxious__,"superintendent has joined my school system. every superintendent has his/her own expectations, and you never know what type of impression you will make. today was my first lengthy meeting",2,35,4
1722,when i visited the old capital after the earthquake i didn't expect for many temple to be intact.,__surprised__,temple to be intact,17,20,29
1723,"i have been really diligent in my studies, and will be in two clubs this coming year. i think by next summer i will be able to score a paid internship!",__hopeful__,internship,34,34,19
1724,we are leaving for vacation tomorrow. we are going to florida for 10 days. ,__excited__,vacation,5,5,14
1725,i went to aldi the other day and bought a bunch of german chocolate bars. i then sat and stuffed myself and now i feel really bad about it. no self-control!,__guilty__,chocolate bars. i then sat and stuffed myself,16,24,18
1726,i changed my shift to overnight and i get so scared walking to my car since we have a huge parking lot. ,__afraid__,overnight,6,6,0
1727,i am starting work at the school again soon. i am looking forward to having good students this year,__hopeful__,starting work,3,4,19
1728,i had to stay home and work while all my friend got to go to colorado to skii. not only was i missing out on the fun but i was lonely with nothing to do.,__lonely__,stay home and work while all my friend got to go to colorado to skii. not only was i missing out on the fun,4,30,23
1729,"i hate when my sister snores at night she never lets me sleep, but i know it is not her fault i just get really angry",__angry__,snores,6,8,1
1730,i have no children but i have a ton of animals. i love them all so much. they are my children.,__caring__,love,14,14,7
1731,getting woken up in the middle of the night was scary as heck,__terrified__,woken,2,2,30
1732,i was so excited to go to flower & garden festival at epcot this year. i couldn't wait to try all the food and see the beautiful gardening. ,__joyful__,flower & garden festival at epcot this year. i couldn't wait to try all the food and see the beautiful gardening,8,33,22
1733,"i almost could have not paid for my tuition this semester, but my boss gave me a bonus. i am so thankful for him. ",__grateful__,bonus,19,19,17
1734,i have a tooth ache. i need to go to the dentist but do not want to.,__anxious__,dentist but do not want,13,18,4
1735,i was in a rush this morning and i dressed my self in stained clothes. i feel so dirty today. :(,__embarrassed__,stained clothes,14,15,13
1736,"i am currently expecting my first baby, it's a boy! ",__joyful__,expecting my first,4,6,22
1737,i very much could count on my mom to always be there for me.,__trusting__,count on my mom,5,8,31
1738,"my husband and i are planning a big trip to washington, dc.  i love history and i can't wait till we get to go",__anticipating__,husband and i are planning a big trip,2,9,3
1739,i really like my new car i did not expect it to be such a good veichle for the price,__surprised__,new car i did not expect it to be such a good veichle for the price,5,22,29
1740,i was terrified when i went to watch the conjuring movie in the theatres. i went at night and alone as well.,__afraid__,conjuring movie in the theatres. i went at night and alone,10,23,0
1741,i bet my cousin that i could beat him at a game of basketball.,__confident__,beat him at a game of basketball,8,14,8
1742,my four year old daughter showed my a picture she drew of me.  i was surprised by how detailed the drawing was.,__surprised__,daughter showed my a picture she drew of me. i was surprised by how detailed the drawing,5,22,29
1743,i feel devastated that i might be doing this work incorrectly. i don't know if it will hurt me.,__devastated__,might be doing this work incorrectly,6,11,10
1744,i have a card table that i put my computer on.  my son keeps putting his foot on it and i have to constantly tell him to take it down.,__annoyed__,son keeps putting his foot,14,18,2
1745,"i came home yesterday, i found my sofa torn up, let's say this i am not happy with my pet dog",__furious__,torn,10,10,16
1746,"one time while i was camping, there was a giant rattle snake trying to attack us",__terrified__,rattle snake,12,14,30
1747,i was upset at myself for sleeping in so late this morning,__ashamed__,late this morning,10,12,6
1748,i bought two pairs of shoes. but i didn't try them both on the second set was two right shoes.,__annoyed__,shoes. but i didn't try them both on the second set was two right,6,22,2
1749,my wife's cousin was sent to the hospital and was placed in a medically induced coma with  something having to do with his lungs,__devastated__,hospital and was placed in a medically induced coma,10,19,10
1750,a group of bad storms passed through here last week. there were tornadoes all over the place.,__terrified__,bad storms passed through here last week. there were tornadoes,4,14,30
1751,i am getting a new car this week! i can't wait to smell the new leather seats!,__excited__,new car,5,6,14
1752,my 6 year old daughter couldn't understand how to use a gaming controller. after a few days she had figured it out on her own. ,__impressed__,daughter couldn't understand how to use a gaming controller. after a few days she had figured,5,23,20
1753,i went tandem parachuting with my brother and he kept me very safe. i was really scared but i knew that he would protect me.,__trusting__,tandem parachuting with my brother,3,9,31
1754,someone eating my food,__angry__,someone eating my food,1,4,1
1755,i am looking forward to hearing from my mother about her last cancer check.,__hopeful__,mother about her last cancer,9,13,19
1756,i love pirate peanut butter cookies. i'm really stressed today so i bought a box of those cookies and ate an entire sleeve of them. i feel pretty bad because i wrecked my dieting for at least two days.,__guilty__,ate,24,24,18
1757,i keep having these dreams that i am out in public and somehow my clothes disappear. it's awful. ,__embarrassed__,public and somehow my clothes disappear,11,16,13
1758,watching my daughter perform her first solo dance competition routine.,__sentimental__,daughter perform her first solo dance competition,3,9,28
1759,"i paid $1000 for a mystery box on ebay. it said it would be filled with all sorts of cool and expensive items. when i opened it, it was nothing but literal garbage.",__disappointed__,nothing but literal garbage,35,38,11
1760,"another girl was flirting with my boyfriend at a networking event and i felt rather envious, ",__jealous__,girl was flirting with my boyfriend,2,7,21
1761,"i had to clean beneath a desk which had not been cleaned in about three years, after there had been some flooding from a manufacturing unit. it was so gross!",__apprehensive__,beneath a desk,5,7,5
1762,"during my first year in grad school, i had a basement apartment that flooded. all of my possessions were utterly destroyed. it took several months to replace the items that i could -- but i can't help to remember the things that couldn't be replaced.",__devastated__,flooded,16,16,10
1763,"i have a presentation for work on monday, about our hiring policys and how to retain more people. i know i have this! i have been preparing all weekend.",__confident__,preparing,32,32,8
1764,"when i was a teenager i used to borrow my big sisters clothes when she was out.  then i would put them back before she came home and she would never know.  this one time she had bought a new dress.  she had saved all her wages for this dress.  that weekend i borrowed it and of course ripped it on a nail.  the next day when she found out she was so angry.  i felt terrible, so guilty.  needless to say i never did borrow her clothes again!",__ashamed__,borrow my big sisters clothes when she was out. then i would put them back before she came home and she would never know. this one time she had bought a new dress. she had saved all her wages for this dress. that weekend i borrowed it and of course ripped,9,63,6
1765,"last week was my husband and i's 10th wedding anniversary.  10 whole years married, loyal and true to each other and i would not change it for the world.  heres to another 10 more, and many more after that.",__faithful__,married,17,17,15
1766,"my girlfriend and i really like going to breweries. unfortunately, there hadn't been any in our small town. then, we got the news that one will be opening a few weeks from now!",__excited__,"breweries. unfortunately, there hadn't been any in our small town. then, we got the news that one will be opening",9,36,14
1767,we were recently at a concert and my son had an accident.,__embarrassed__,concert and my son had an accident,6,12,13
1768,i felt sick after eating too much ice cream last night,__disgusted__,eating too much ice cream,5,9,12
1769,i don't cook very well but when my husband started putting chocolate in chilli i freaked out. i love him though so i put my trust in him. ,__trusting__,husband,11,11,31
1770,i've been trying really hard to get a promotion at my company but they just hired someone to fill that spot from outside of the company. ,__jealous__,promotion at my company but they just hired someone to fill that spot from outside,11,25,21
1771,my friends wanted to go bungie jumping but i'm afraid of heights.  they kept trying to convince me to do it but i was reluctant.  finally i stepped out on the ledge and jumped.,__apprehensive__,bungie jumping,6,9,5
1772,"i have a fun weekend coming up, and i'm really looking forward to it! i haven't had much fun lately so i can't wait to enjoy myself.",__excited__,fun,4,4,14
1773,i feel like the rest of this year is going to be really good to me. i just have a feeling.,__hopeful__,good,14,14,19
1774,i am very lucky that i live out in the country where the quality of life is so much better than living in the high stress cities.,__grateful__,life,16,16,17
1775,"i didn't have a car to use, so my parents lent me theirs for the full month. it was amazingly giving of them and meant a lot they would lend it to me that long.",__trusting__,"car to use, so my parents lent",7,14,31
1776,"i haven't been following my healthy eating regiment as strictly as i should. even though i don't need to lose any weight, i want to be healthy and cheating on this diet makes me feel bad.",__ashamed__,healthy eating regiment as strictly,8,12,6
1777,my roommate cooked some foul smelling meat in our apartment. i almost puked. ,__disgusted__,cooked some foul smelling,3,6,12
1778,i had to explain how something works at my job in front of a bunch of people. i'm not a fan of talking in front of a crowd.,__anxious__,something works at my job in front of a bunch of people,6,17,4
1779,"my cousin recently sent me a video she'd taken with her phone, it was a tour of my home village. what i saw horrified me and made me sick - they've built all manner of hideous buildings in really prominent places!",__disgusted__,hideous buildings,42,43,12
1780,i miss my childhood and living with my parents,__sentimental__,childhood and living with my parents,4,9,28
1781,after moving i went through a decently long period of unemployment.  it was starting to get tough not having a good source of income to support myself.,__sad__,unemployment. it was starting to get tough not having a good source of income to support,12,28,27
1782,we were going to a pumpkin patch and i allowed my sister in law to drive my car.,__trusting__,allowed my sister in law to drive my car,11,19,31
1783,i went through my childhood photos and items i was kind of emotional and nostalgic.,__sentimental__,childhood,5,5,28
1784,my friend once threw up on my face at a party.. i was so stunned and grossed out,__disgusted__,friend once threw,2,4,12
1785,we recently got a new puppy. my older dog waits his turn and knows the puppy should go outside to the bathroom first.,__impressed__,puppy,6,6,20
1786,i was going go to the beach the other day and it rained.,__disappointed__,beach the other day and it rained,7,14,11
1787,impressed: i was very proud of her for flying all by herself,__impressed__,flying,10,10,20
1788,i feel very self assured after challenging my comfort zone,__confident__,challenging,7,7,8
1789,"my husband and i went to see a house a while back, called the mansion. we went through the door and felt an icy blast like nothing i've experienced before. when i went upstairs i became terrified and ran down and out the door!",__afraid__,felt an icy blast,24,27,0
1790,i moved to a new state a few years back.  now my childhood best friends and i are in different parts of the country and i don't know anyone where i am.,__lonely__,new state,5,6,23
1791,i got a notification that i had a package delivered. i didn't see it on my porch and found it sitting in the middle of my driveway!,__angry__,package delivered. i didn't see it on my porch and found it sitting in the middle of my driveway,10,31,1
1792,i have problems with the city and their constant tax increase on my property.,__trusting__,city and their constant tax increase on my property,6,14,31
1793,"years ago i found my beagle dead from kidney failure, he had not gone quietly.",__devastated__,beagle dead from kidney failure,6,12,10
1794,i was sad to see one of the cave rescuers died.,__angry__,cave rescuers died,9,12,1
1795,i watched my friend do a really cool backflip!,__impressed__,cool backflip,8,11,20
1796,my husband was really sick for a while and i just did everything for him i loved him so much,__caring__,husband was really sick,2,5,7
1797,remembered to bring an umbrella,__prepared__,umbrella,5,5,25
1798,"i had planned to take my daughters shopping a couple of weeks ago. we were all very excited about it, but the plans fell through. i was able to take them shopping later so that made me feel a little better.",__disappointed__,plans fell,25,26,11
1799,getting back into the swing of things after major surgery,__apprehensive__,major surgery,9,10,5
1800,friends and family threw a party for me. it was unexpected and fun!,__surprised__,friends and family threw a party,1,6,29
1801,i felt scared on a plane ride. i was traveling by myself.,__afraid__,plane,6,6,0
1802,im so mad! i can't find my hair brush!,__angry__,find my hair brush,9,12,1
1803,"we went to a concert a few weeks ago, people wouldn't move so my son could go to the bathroom.",__annoyed__,people wouldn't move so my son could go to the bathroom,11,23,2
1804,i felt overcome with emotions when christmas came around as a kid,__joyful__,christmas,7,9,22
1805,i had an overweight friend run a marathon,__impressed__,overweight friend run a marathon,4,9,20
1806,i was very happy when my grandmother gave me a scooter,__grateful__,grandmother,7,7,17
1807,i am nervous for my college test.,__anxious__,college test,6,7,4
1808,the last time i felt this way was when i got recognized at work at our weekly meeting. i was called by name in front of everyone for a job well done that i have done.,__proud__,recognized at work,12,14,26
1809,"recently, i was the only person in the office.  i had a large project to get done, and only talked to people on my way to the bathroom that day.",__lonely__,only person in the office,6,10,23
1810,"i really was starting to believe that, finally i can relax in solitude.",__hopeful__,"believe that, finally",6,9,19
1811,i am so excited that the kids go back to school in just one week!,__excited__,kids go back to school,7,11,14
1812,"i'm so happy, my husband was offered a better paying job in his hometown. we move in november.",__grateful__,husband was offered a better paying job,8,14,17
1813,"i remember the first time i let my brother drive my car. i usually don't like people driving my car, but he's such a good driver so i knew i had nothing to worry about. ",__trusting__,nothing to worry,38,40,31
1814,my coworker gave a really good presentation at work today. i was pretty awed by the work that she put into it.,__impressed__,presentation,9,9,20
1815,"i once went into a shoe store and picked out a pair that i like. i walked out without paying, and left my worn out shoes in the box on the isle. i feel bad about it now.",__guilty__,walked out without paying,18,21,18
1816,"i moved to a new house recently, but i really miss my other house very much. i hope i get to feeel the way i use to feel in my other house",__nostalgic__,house,6,6,24
1817,eating food is hard.,__angry__,eating food,1,2,1
1818,i was walking down the sidewalk at night.  i thought i saw the same car following me from a distance,__afraid__,car following me from a distance,16,21,0
1819,i have all my ingredients for my dinner party and now i am getting ready to prepare a feast! ,__prepared__,ingredients for my dinner party,5,9,25
1820,i have to talk to a large group at work tomorrow. i'm not looking forward to it.,__anxious__,talk,4,4,4
1821,going on vacation soon,__excited__,vacation,3,3,14
1822,"ive been feeling really nervous for the past few days and i cant quite tell why, nothing is specifically going wrong but on the other hand it feels like something is going wrong ",__anxious__,feels like,31,32,4
1823,"i get to go to the park today for a bbq with friends, it should be so much fun!",__excited__,bbq with friends,11,15,14
1824,"i went to an underground cave recently, i was pretty nervous and wanted to back out a few times.",__apprehensive__,underground cave,5,6,5
1825,i found an old picture of me with my grandmother. it brings back good memories.,__sentimental__,old picture of me with my grandmother,4,10,28
1826,"i'm an introvert, so being faced with a new situation and new people puts me on edge.",__anxious__,faced with a new situation and new people,10,17,4
1827,i am as sure as the sun will rise tomorrow that i will get this job promotion!,__confident__,rise tomorrow,9,10,8
1828,i went on a date last night and he kept looking at the hot girl at the table next to us. ,__jealous__,kept looking at the hot girl,10,15,21
1829,i'm a bit nervous- i have an upcoming certification exam to take for my teaching license and it's a big deal.,__apprehensive__,certification exam,12,13,5
1830,i was doing a big clear out recently and came accross my high school year book.  it has been many years since i left school and it was wonderul to find it again.  i spent hours going through it and looking at all the people long gone from my life.  such a feeling of nostalgia and some sadness. though it evoked happy memories too especially of prom night and our final year leaving party.  some stories could be told about that!,__sentimental__,year book,17,18,28
1831,it was raining all day on my day off. the sky was gray and cloudy and it felt really cold. what a terrible day off,__sad__,raining all day on my day off. the sky was gray and cloudy and it felt really cold,3,23,27
1832,it was christmas eve and i couldn't sleep. i couldn't wait to see my daughter's face when she saw her toys.,__excited__,christmas eve and i couldn't sleep. i couldn't wait to see my daughter's face,3,25,14
1833,i was very sad when i found out that my neighbors houses were going to be demolished because the city ordered it.,__devastated__,neighbors houses were going to be demolished,11,17,10
1834,"i ate like a pig on my birthday, and while i enjoyed myself, i think i gained a few pounds from that day alone! i shouldn't have eaten so much and i regret it.",__guilty__,pig,5,5,18
1835,"when i was little, haunted houses would scare me silly. recently, a friend of mine suggested we go to one with a group. it was supposed to be very terrifying and hands on.",__apprehensive__,haunted,6,6,5
1836,"i feel very thankful for everything that i have, i live a really good life in my liking",__grateful__,"everything that i have, i live a really good life",6,16,17
1837,my favorite shoes wore out. they no longer make them.,__sad__,favorite shoes wore out. they no longer make,2,10,27
1838,i felt like things would go good when i bought a lottery ticket,__hopeful__,bought a lottery ticket,10,13,19
1839,recently my husband and i were traveling home from visiting his family when all of a sudden this car cut us off.  we had to slam on our brakes not to hit them.  it was so scary!,__afraid__,car cut us off. we had to slam on our brakes,19,30,0
1840,i had to leave town and needed someone to take care of my pets. they are so important to me. my sister took care of them and did such a good job.,__trusting__,sister,24,24,31
1841,i broke my leg,__angry__,broke my leg,2,4,1
1842,my girlfriend broke up with me recently. now i'm very lonely.,__lonely__,girlfriend broke,2,3,23
1843,i was upset when i found out that my favorite coworker was transferring to another department. ,__sad__,favorite coworker was transferring,10,15,27
1844,i was at the gym doing some close grip bench presses and it felt so easy,__prepared__,gym doing some close grip bench,5,10,25
1845,listening to old music,__nostalgic__,listening to old music,1,4,24
1846,"a new restaurant opened near my house, and it turned out to be really really nice ",__impressed__,nice,17,17,20
1847,"everyone in my calc class was stressed out over an exam. a few days before the test, a class mate announced she had made a study guide and would be glad to e-mail anyone a copy. it was because of her that i got a b.",__grateful__,study guide,30,31,17
1848,i really enjoy going out and skating with my kids in the evening. its the most fun part of my day.,__content__,enjoy going out and skating,3,7,9
1849,i found some old school papers of mine.  i thought about how far i've come as a writer,__sentimental__,found some old school papers,2,6,28
1850,"we finally were able to go back to the beach for vacation! we were so thrilled and happy to do that, it was great!",__excited__,beach for vacation,10,12,14
1851,the officer yelled at the old lady,__ashamed__,yelled at the old lady,3,7,6
1852,"i was really sad when my girlfriend broke up with me, it was devastating but i managed to overcome it",__sentimental__,"girlfriend broke up with me, it was devastating",7,15,28
1853,i am really content that i can live this lifestyle.,__grateful__,lifestyle,10,10,17
1854,i took some food from my roommate.  he left cookies out in the open,__guilty__,roommate,7,7,18
1855,i felt really alone when my husband went to work out of state for a few weeks.,__lonely__,husband went to work,7,10,23
1856,i felt a feeling of nostalgia when we shared a glass of wine together.,__nostalgic__,shared a glass of wine together,11,16,24
1857,one time i had to take a final for a class. i studied for hours for it and felt very prepared,__confident__,studied for hours for it and felt very prepared,14,22,8
1858,i can't wait to watch the world cup finals.,__excited__,watch,7,7,14
1859,i went on a blind date.,__anxious__,blind date,5,6,4
1860,i was planning to go biking this weekend but it rained all day.....,__disappointed__,rained,12,13,11
1861,"i was looking at old pictures of my friends and i.  i sometimes wish i could go back to those days, at least for a while.",__nostalgic__,pictures of my friends,6,9,24
1862,my friend can eatanything and she is so skinny,__jealous__,eatanything and she is so skinny,4,11,21
1863,high risk pregnancy,__faithful__,pregnancy,3,3,15
1864,today at work was my review and i was happy because the doctor has been complimenting on my work.,__excited__,complimenting,16,17,14
1865,"my husband and my friends planned a baby shower for me without me knowing. on the day of the shower, my husband took me out to lunch to give my friends time to set up. when we got back to my house, everyone was there. i had a great time and it meant a lot to me that they would do that for me.",__surprised__,planned a baby shower,6,9,29
1866,a co-worker of mine was fired at our work.  he seemed to be doing a good job though in terms of performance,__surprised__,co-worker of mine was fired,2,8,29
1867,my computer crashed while i was working on a project.,__angry__,computer crashed,2,3,1
1868,i had an awesome childhood. i think about it consistently.,__sentimental__,childhood,5,5,28
1869,i got the new girl's number at school.,__confident__,girl's number,5,8,8
1870,"i felt furious when my brother got my new car into an accident last month, it was badly damaged",__angry__,brother got my new car into an accident,6,13,1
1871,i feel ready for the coming work week.  i have all my materials set,__prepared__,all my materials set,12,15,25
1872,my family threw me a surprise birthday party last month i was so amazed when i walked in.,__surprised__,threw me a surprise birthday party,3,8,29
1873,i was nervous about my car overheating ,__anxious__,car overheating,6,9,4
1874,i just had a delicious breakfast and am now casually relaxing in my room.,__content__,breakfast,6,6,9
1875,i have to fly out of town next week. i do not know if i can fly and not looking forward to it,__terrified__,fly,4,4,30
1876,i went out to lunch with my kids the other day. my daughter needed help opening her dipping sauce. nothing like it squirting all over me from the waste up!,__embarrassed__,opening her dipping sauce. nothing like it squirting,17,27,13
1877,"after 3 years of college, this year will be my last semester until im done! i cant wait!",__excited__,last semester,12,13,14
1878,one time i won a stuffed animal from the claw machine!,__excited__,won,4,4,14
1879,i am really waiting on getting my tax returns this year i could use new carpet,__anticipating__,getting my tax returns,6,9,3
1880,sometimes i feel envious of those that have money than i do.,__jealous__,money,10,10,21
1881,i just finished a major project at work.  i'm praying my supervisor likes what i've done for the client,__hopeful__,finished,3,3,19
1882,didn't realize my pants fell down in public,__embarrassed__,pants fell down in public,6,10,13
1883,we were at six flags. my kids wanted me to go on one of the roller coasters. i was very leery of getting on one because i haven't ridden one in years. i finally got on and had so much fun!,__apprehensive__,roller coasters. i was very leery of getting on one because i haven't ridden one,17,36,5
1884,i just won an award for best yard in the neighborhood! ,__proud__,won an award,3,5,26
1885,i spent a while the other day framing the guest puzzle we used at our wedding as a guest book.,__sentimental__,guest puzzle we used at our wedding as a guest book,10,20,28
1886,the manager at the store was very rude and mean to the employees. i cant believe what i saw and heard!,__disgusted__,manager at the store was very rude and mean,2,10,12
1887,i think i can get much better grades at school this semester!,__hopeful__,better grades,7,8,19
1888,cousin carelessy broke my hammock,__furious__,broke,5,5,16
1889,i was outside relaxing watching the kids play in the pool.,__content__,relaxing,4,4,9
1890,took my dog to the park,__caring__,took my dog to the park,1,6,7
1891,i woke up and saw my car had a flat tire.  i wonder what happened,__surprised__,car had a flat tire,7,11,29
1892,my husband and i are going on our first ever cruise in december. i am so excited to be going. we are going with some friends of ours. i can't wait to go.,__excited__,cruise,11,11,14
1893,i was very happy last week when i helped an elderly women bag her groceries,__joyful__,helped,9,9,22
1894,i saw a deer get hit by a car yesterday.,__sad__,deer get hit by a car,4,9,27
1895,i was trying to sleep train my son but i failed,__disappointed__,failed,11,11,11
1896,recently my grandma passed away.  she lived far from us most of our lives but at the end she was sick so we moved her down here and i really had fun connecting with her as an adult again.  it was a hard day when she died,__sad__,grandma passed away,3,6,27
1897,disgusted: dog ate grass and then threw up,__disgusted__,threw,8,8,12
1898,"one day there were terrible tornado's in our city! it destroyed homes and a school, and i was so petrified and fearful it would come by our home as well!",__terrified__,terrible tornado,5,6,30
1899,i had to kill a giant spider yesterday,__terrified__,giant spider,6,7,30
1900,i started a new job. i was worried about proving myself all over again.,__apprehensive__,worried about proving myself,9,12,5
1901,"when the rain came down hard in our area, i was ready for the flooding that was going to happen. ",__prepared__,ready for the flooding,13,16,25
1902,"my boyfriend proposed to me when i wasn't expecting it. i thought he'd never propose, so it was exciting!",__surprised__,proposed,3,3,29
1903,i bought a used car a few years ago and found 500 dollars tucked in the back seat!,__surprised__,found 500 dollars,11,13,29
1904,"my wife has been out of the country for school for a month and a half.  she gets back in a couple weeks, but it's starting to get tough being alone with just the dogs.",__lonely__,wife has been out of the country for school for a month,2,13,23
1905,5 days eft,__excited__,days,2,2,14
1906,i was on my way to work when i witnessed a child hit by a vehicle,__devastated__,witnessed a child hit,10,13,10
1907,when i first started working and was waiting for the first paycheck to come in i was so anxious. i had never made money before and i just kept checking the mail every morning in case it showed up early. ,__anticipating__,first paycheck,11,14,3
1908,i am looking forward to my new job in miami. i am thinking it is going to work out really well.,__hopeful__,new job,7,8,19
1909,having more work than i can handle,__joyful__,work than i can handle,3,7,22
1910,we just got a new puppy.  my older dog knew to let that one out first when i get home from work.,__surprised__,new puppy,5,6,29
1911,had my first trekking expereince in the canyon last week. it payed off using all the things i learned during the scouts!,__prepared__,things i learned,24,26,25
1912,"back in middle school i had a crush on this girl and one day in class she was talking to another guy. i think they were just friends but still, it bugged me.",__jealous__,crush on this girl and one day in class she was talking to another guy,8,22,21
1913,i wanted to try this new pizza and it was terrible! ,__disappointed__,pizza and it was terrible,7,11,11
1914,i found a picture of my daughter and me from when i took her to a waterfall a long time ago. it brought tears to my eyes.,__sentimental__,picture of my daughter and me from when i took her to a waterfall,4,17,28
1915,i was excited when i bought my car,__excited__,bought my car,6,8,14
1916,i was looking back through pictures online of me and my friends years ago.  it made me kind of wish i could be back then for a little while.,__nostalgic__,looking back through pictures online of me and my friends years,3,13,24
1917,i am going to chicago in a couple weeks.  i havent been in a while so i'm really looking forward to it.,__excited__,going to chicago,3,7,14
1918,"i used to have a boxer puppy that was so sweet and adorable.  however,   he was young and during the potty training stage he would poop on the floor and then eat it.  i could smell it but not see it anywhere.",__disgusted__,poop,29,30,12
1919,"a girl i used to date asked me to come and visit her for a one night stand, i'm in a relationship though, i said no.",__faithful__,"asked me to come and visit her for a one night stand, i'm in a relationship",7,25,15
1920,my husband might loose his job. i'm not sure what we will do if he does. his company is downsizing. ,__terrified__,husband,2,2,30
1921,"my roommate recently got a kitten, and he went out of town so i am watching over the little bugger.",__caring__,watching,18,18,7
1922,i heard a friend speaking ill of another friend and refused to participate.,__faithful__,friend speaking ill of another friend and refused,4,11,15
1923,"i recently burned my hair with my hair drier and it looks so bad, i wonder what people think when they see me with my hair like that",__embarrassed__,burned my hair,3,5,13
1924,i am sad that my parents didn't attend my birthday,__sad__,parents didn't attend my birthday,6,12,27
1925,"i drank too much soda, so now my teeth look bad.",__ashamed__,teeth look bad,10,12,6
1926,i am sad that i won't be able to buy a new car.,__disappointed__,buy a new car,12,15,11
1927,lost 25 pounds now i'm a beautiful man,__content__,lost,1,1,9
1928,sit down to work on my budget. i got this!,__hopeful__,budget,7,7,19
1929,"my wife and i ordered our first new car last month, delivery time was six weeks. it seems like it is taking forever.",__anticipating__,last month,10,11,3
1930,not being able to reach my goals,__angry__,reach my goals,5,7,1
1931,i was walking home when a car drove through a huge puddle near the sidewalk.  i was completely drenched,__angry__,car drove through a huge puddle near the sidewalk. i was completely drenched,7,22,1
1932,i had enough money to cover an emergency expense for my family,__proud__,enough money,3,4,26
1933,my husband had to repair something for the house and we had to buy a large amount of wood. i was so shocked when i saw him carrying it all in like it was nothing! ,__impressed__,wood,19,19,20
1934,"i can't really say that i get off balance that easy, but that guy really made me feel negative.",__angry__,feel negative,21,22,1
1935,i have studied and i am ready to take my test soon,__prepared__,studied,3,3,25
1936,"it's been a hard night tonight, just sitting on the couch by myself watching tv. ",__lonely__,sitting on the couch by myself,11,16,23
1937,i felt sad when i saw a beggar in the street,__guilty__,saw a beggar in the street,6,12,18
1938,as i get older i've fully accepted who i am. i'm not here to impress. ,__content__,older,4,4,9
1939,i can't believe i passed my graduation tests. i didn't even have to retake any of them. ,__proud__,passed my graduation tests,7,10,26
1940,i can not believe i forgot my anniversary.,__ashamed__,forgot my anniversary,6,8,6
1941,i was in a rush this morning and didn't realize i had put on two different colored sox. it was really embarrassing and i hope no one noticed. ,__embarrassed__,rush this morning and didn't realize i had put on two different colored sox,5,21,13
1942,i was out in the yard and i found a rabbits nest with a bunch of babies in it right in the middle of the yard!,__surprised__,found a rabbits nest with a bunch of babies,9,17,29
1943,"i saw lion king today with my daughter, reminded me of my childhood watching it with my mom.",__nostalgic__,reminded me of my childhood,10,14,24
1944,"recently, my wife has lost a lot of loved ones. i have had to hold her in my arms several nights in a row while she cried to sleep.",__caring__,wife has lost a lot of loved ones,4,11,7
1945,i gotta go to this serious interview tomorrow,__anxious__,interview,7,7,4
1946,i had a doctors appointment today and i had to wait over an hour of my appointment time before i saw the doctor. ,__annoyed__,hour of my appointment,14,17,2
1947,"i'm so happy, my jalapeno plants are producing so many peppers.",__joyful__,jalapeno plants are producing so many peppers,8,18,22
1948,so i came home to my dog chewing up my new furniture set that cost me a fortune! i could feel my blood boiling. ,__furious__,chewing,8,8,16
1949,i have a big date coming up and i can't get these butterfly feelings to go away. ,__anxious__,big date coming,4,6,4
1950,i have been in a relationship for 4 years,__faithful__,relationship for 4 years,6,9,15
1951,"my family came to visit me last weekend, i was looking forward to catching up with them. ",__anticipating__,visit,5,5,3
1952,"my friends invited me camping, but i was scared to go; it was in the woods and i was afraid i might get a tick bite, seeing as ticks are on the rise.",__apprehensive__,camping,5,5,5
1953,got back into uni,__proud__,got back into uni,1,5,26
1954,i was taking a stroll at night and saw a group of guys up ahead.  i ended up just turning around,__apprehensive__,group of guys,13,15,5
1955,i recently had a flight delayed by several hours and i was really afraid it was going to be cancelled altogether.,__apprehensive__,flight delayed by several hours and i was really afraid it was going to be cancelled altogether,5,21,5
1956,"i was trying to plan my wedding by getting a caterer, and they kept blowing us off over and over again.",__furious__,"plan my wedding by getting a caterer, and they kept blowing us",5,18,16
1957,"my daughters first day of kindergarten was this week, i walked her in and watched her for a bit, shes growing up so fast.",__caring__,daughters first day of kindergarten,2,6,7
1958,i had such a huge spider ran past me in the bathroom. i am so grossed out by all the bugs here! ,__disgusted__,spider ran past me in the bathroom,6,12,12
1959,"kind of feel bad, i dont really have a family so it sucks being basically an orphan with no one to go to if something goes wrong",__lonely__,really have a family so it sucks being basically an orphan with no one to go,9,24,23
1960,"i've got all of my bags packed, passport ready, and i'm not even leaving for vacation until next week.",__prepared__,"bags packed, passport ready",8,12,25
1961,i recently got an unsolicited raise at work.,__grateful__,unsolicited raise,5,9,17
