,original_situation,emotion,cause_span,start_index,end_index,emotion_label
1626,trump s on iran are hitting hezbol hard,__disgusted__,hitting hezbollah hard,8,13,12
167,i was driving to work yesterday and a driver beside their at a stop light and threw up . it was almost threw up .,__disgusted__,threw up everywhere,17,18,12
592,bomb - carrying drone yemen rebels targets saudi,__disgusted__,targets saudi airport,8,10,12
675,twitter bans ‘ dehumanizing language religions,__disgusted__,bans ‘dehumanizing language’ against religions,4,13,12
2175,there were maggots all over my buildings garbage bin morning . i got one on arm as passed by so .,__disgusted__,maggots,3,5,12
405,##inian forces arrest participant in us mideast workshop,__disgusted__,participant in us mideast workshop,4,10,12
1707,##rnie sanders co - chair condemn human rights abuses in venezuela,__disgusted__,refuses to condemn human rights abuses in venezuela,9,21,12
632,mas owes nationals tens of millions mlb panel rules,__disgusted__,"owes nationals tens of millions, mlb panel rules",3,13,12
2582,i saw this youtube video of eating jellyfish and it was one most surreal things ive ever seen .,__disgusted__,eating a jellyfish,9,13,12
839,was appd at the way my approached me last night .,__disgusted__,friend approached,9,9,12
942,##rump calls squad ‘ nightmare for americ ’,__disgusted__,nightmare for america,5,8,12
463,"dhs head says ' fewer than 1 , 000 kids recently separated , like ' s to be proud",__disgusted__,"'fewer than 1,000' kids recently separated, like it's something to be proud of",5,23,12
2558,##er attacks christians face worldwide persecution,__disgusted__,christians face worldwide persecution,3,8,12
111,m ( allegedly ) child porn on phone lobbyist who set up trump - ria back channel,__disgusted__,found child porn on phone of lobbyist who set up trump-russia back channel,6,24,12
2174,"mlb pitcherbrey huff to athletes , espn ' leave politics out of !",__disgusted__,"athletes, espn: 'leave politics out of sports!'",10,22,12
2926,i that my food didn ' t come out the way wanted it,__disgusted__,food didn't come out the way i wanted,4,13,12
1873,##jaun davis -rreia & ben jealous on ' pledge to pay debt ofhouse graduating class,__disgusted__,morehouse graduating class,19,21,12
2175,there were maggots all over my buildings bin this . one on my arm as i by . so gross .,__disgusted__,maggots,3,5,12
2285,barnier dub johnson ’ s brexit ‘ unacceptable ’,__disgusted__,brexit deal terms ‘unacceptable,9,15,12
2285,barnierohnson ’ s brexit deal terms ‘ unacceptable ’,__disgusted__,brexit deal terms ‘unacceptable,7,13,12
1165,democrat accidentally admits why ' really seeking impeach presidentrump — and it ' s on,__disgusted__,why they're really seeking to impeach president trump — and it's on,5,22,12
1856,it ’ s time for saudirab stop exporting extremism,__disgusted__,it’s time for saudi arabia to stop exporting extremism,1,17,12
1587,congressional democrats hold barr in contempt . declares executive privilege . here ' everything you need know .,__disgusted__,trump declares executive,11,13,12
1294,i had just been returning home from work . on the side of the road there looked to be what a deer . was decaying and i could it,__disgusted__,deer. it was decaying,22,27,12
1886,the at the was very rude and to the employees . i cant believe i saw and heard !,__disgusted__,manager at the store was very rude and mean,3,9,12
2495,vomited all over couch,__disgusted__,vomited,1,2,12
2721,the sewer backed up into our,__disgusted__,sewer backed,2,3,12
112,time cover the buttigi ‘ first family ’ is display of ‘ heterosexuality without women ’,__disgusted__,without,18,18,12
2164,i was out the lake over the weekend and there shore was in dead rotting fish .,__disgusted__,shore was just covered in dead rotting fish,11,18,12
1587,congressional demo hold barr in contempt . t executive privilege . here s everything you need to know .,__disgusted__,trump declares executive,9,12,12
990,hacked emails showp demands on border security were industry lobbyists,__disgusted__,security were crafted by industry lobbyists,9,15,12
903,north kore discuss kim j un ' s trip to russia,__disgusted__,discuss kim jong-un's trip to russia,4,17,12
1244,"my neighbor recently on his home . i don ' mind , except he startsing on stuff at 5 am on the weekends",__annoyed__,hammering on stuff at 5 am on the weekends,17,25,2
385,sometimes people me to do a when i already doing alot . it ' s like they don t care i have stuff to do,__annoyed__,ask me to do a lot when i am already doing alot,4,15,2
1518,twitter motion to dismiss nunes twitter user rules are not political ',__annoyed__,twitter user rules are not 'political',9,18,2
1047,"i trying buy something at walmart , this dude just starts criticizing what i ' buying like asked his opinion !",__annoyed__,dude just starts criticizing,11,14,2
2603,my just started a school . the communication with them has been terrible,__annoyed__,school. the communication,5,8,2
1560,trump says pentagon ’ s $ 10 billion contract should be . again,__annoyed__,pentagon’s $10 billion cloud contract should be investigated,4,15,2
229,"my new keeps pooping in the house . we let him out heoop outside too , but i ' m so tired in dogoo at 3am !",__annoyed__,puppy keeps pooping,4,7,2
881,dar ’ s finches are in danger because a changing their mating song,__annoyed__,parasite is changing their mating song,13,17,2
2097,here are 7 of the wildest and lies from ’ profane and uninhibited rally,__annoyed__,here are 7 of the wildest,1,7,2
2986,it really bothers me that my son keeps putting dirty socks in his box . no what i tried still does it,__annoyed__,son keeps putting dirty socks in his toy,8,14,2
841,hate when people try to lane in traffic without putting their signal it really makes me,__annoyed__,cut lane in traffic without putting their signal,7,13,2
2097,i went to restaurant and the waitress put things our bill that i did not order,__annoyed__,waitress put things on our bill that i did not order,7,17,2
987,my friend is sosy,__annoyed__,friend is so nosy,2,6,2
3014,commencement speaker announces he will pay of 2019and # 039 ; student debt,__annoyed__,s student debt,15,16,2
924,i was trying to contact friend so we could set a time our plans he never got to me . i was looking forward catching up .,__annoyed__,friend so we could set a time for our plans today but he never got,6,20,2
1925,queer is a labor issue,__annoyed__,is a labor issue,3,6,2
1225,there are our system at work and no one will take or fix it .,__annoyed__,problems with our system,4,6,2
1127,sometimes i wish i could be a hermit deal with people .,__annoyed__,people,12,12,2
1845,plan to rename la memorialliseum in question after unitedalks at revision,__annoyed__,balks at proposed revision,14,18,2
1748,bought pairs of shoes . i didn ' t try them both the second set was two right shoes .,__annoyed__,shoes. but i didn't try them both on the second set was two right,4,20,2
434,i wore music - activatedib to the club instead of doing drugs,__annoyed__,doing drugs,12,13,2
1976,"democratic unfazed by ' touching claims against joe biden , polls show",__annoyed__,"claims against joe biden, polls show",8,16,2
2908,i driving home from work and some cut off . i can t believe that .,__annoyed__,jerk cut,9,9,2
2592,mark zucker the supreme court of facebook is coming soon,__annoyed__,supreme court of facebook is coming soon,5,12,2
1810,##rump slaps back ‘ ’ reports delivers details on new agreement with mexico,__annoyed__,delivers details on new agreement with mexico,8,16,2
1628,i thought i had paid all my daughter ' s band find out that i ' m 10 short .,__annoyed__,10 dollars short,18,20,2
1078,bozell & graham column : t ' s 10chios from the washington post,__annoyed__,"10,000 pinocchios from the washington post",13,24,2
229,"my new puppy pooping the house let him and he poops outside too , but i ' so tired of stepping in dog poo at 3 !",__annoyed__,puppy keeps pooping,3,7,2
1937,the guardian view onnice biennale ’ s migrant boat : pushing limits of art |,__annoyed__,pushing the limits of art,15,19,2
2034,i was annoyed when family missed my,__annoyed__,family missed my birthday,5,7,2
51,conservative websites rerface 2016 of rep . tlaib confronting t,__annoyed__,rep. tlaib confronting trump,8,16,2
56,"a sociologist of religion on protestants p , and the “ purity industrial complex",__annoyed__,"on protestants, porn, and the “purity industrial complex”",6,18,2
1332,"my neighbor dog is , i can ' t stand it",__annoyed__,barking,6,5,2
2603,my son just started a new school communication with them has been terrible,__annoyed__,school. the communication,7,10,2
210,nucorgraded to hold from buy cfra,__annoyed__,downgraded to hold from buy at cfra,5,12,2
1237,mad : hilar sly magazine hated by the stiff set,__annoyed__,hated by the stiff set,7,11,2
283,"i had a doctors appointment at 9 am , i to wait hour a half to start my appointment .",__annoyed__,"appointment at 9 am, i had to wait",5,13,2
2906,i am bothered by neighbors loud power tools door,__annoyed__,neighbors loud power tools,5,8,2
2838,having a toothache is itating,__annoyed__,toothache,3,4,2
40,msnbc mitchell : none of trump s targets socialists,__annoyed__,none of trump’s targets are socialists,10,19,2
169,i am so annoyed that are mean to other people,__annoyed__,mean,7,7,2
2017,bernie says ‘ no to pelosi s ‘ incremental ’ approach health care : medic all,__annoyed__,no’ to pelosi’s ‘incremental’ approach to health care: medicare for all,6,28,2
2392,protesters target joe biden deportation bill de blasio eric gar during democratic debate,__annoyed__,democratic debate,18,19,2
1560,trump says pentagon $ 10 billion cloud contract should be investigated . again,__annoyed__,pentagon’s $10 billion cloud contract should be investigated,4,16,2
750,bet o ’ rourke addressing how much wealth might be much make the family gathering a little awkward ’,__annoyed__,family gathering ‘a little awkward’,16,22,2
1162,i was trying to watch my favorite show tv and kept talking to me .,__annoyed__,watch my favorite show on tv and my husband kept talking,5,16,2
923,booker says felt disresed in his verbalussle with biden,__annoyed__,he felt disrespected in his verbal tussle with biden,5,19,2
1486,north korean reportedly purged seen back public kim jong un,__annoyed__,seen back in public alongside kim jong un,9,18,2
3053,somali asylum - seeker detained over 2 released,__annoyed__,detained for over 2 years released,8,13,2
1438,"gil shooter obtained ' of goddamned mass , ' newsom says",__annoyed__,"of goddamned mass destruction,' newsom says",6,15,2
1938,john mccain aide tried to naming chpher steele as dossier author,__annoyed__,paper from naming christopher steele as dossier author,11,22,2
445,may s relationship with eu was rocky,__annoyed__,relationship with eu was often rocky,3,9,2
218,"morning , my dog down a box of cereal and it all dumped unto the floor . as tried to clean it up , she was trying eat , so almost down . i was not very with her .",__annoyed__,dog knocked down a box of cereal and it all dumped,4,14,2
1628,i thought i had paid all ' s band fees only to find out that i ' 10 dollars .,__annoyed__,10 dollars short,18,19,2
218,"this morning , dog knocked a box of cereal and it all dumped the . as i tried to clean up , she was trying to eat it so she almost knocked me . i was not very with .",__annoyed__,dog knocked down a box of cereal and it all dumped,4,14,2
841,the city where you can change gender . . at the of a single button,__annoyed__,at the click of a single button,10,16,2
307,"i hate people don flush the toilet on public bathroom , they should have more manners",__annoyed__,flush the toilet,5,7,2
1322,meghan mcca presses steyer 2020 bid ' you have not that you can inspire people ',__annoyed__,you have not proven that you can inspire people,12,20,2
1127,sometimes i just wish i could be a and never with people .,__annoyed__,people,12,12,2
2619,fox news chris wall sets record straight : russ investigation did not start with t dossier,__annoyed__,russia investigation did not start with trump dossier,10,22,2
1078,"##ozell & graham column :rump ' s 10 , 000ocos from theton post",__annoyed__,"10,000 pinocchios from the washington post",12,23,2
1093,raft accidentally plung waterfall in pennsylvania,__annoyed__,accidentally plunge over waterfall in pennsylvania,3,14,2
440,me rapino isn ’ t here to make you comfortable,__annoyed__,isn’t here to make you comfortable,4,11,2
13,enough with the bat movies already,__annoyed__,with the batman movies already,2,7,2
1204,"mler spoke . oferica heard laurel , and part america heardnny .",__annoyed__,"part of america heard laurel, and part of america heard yanny.",6,24,2
2491,watch bluemarks showerwitter love on anti - semi loui farrakhan,__annoyed__,shower twitter love on anti-semite louis farrakhan,4,19,2
1431,the only thing worse than a mad ’ daener,__annoyed__,‘mad’ daenerys,8,11,2
1129,##p .teve king slammed as ' whitepremacist ' for remarks katrina victims,__annoyed__,slammed as 'white supremacist' for remarks about katrina victims,6,22,2
1124,my grandma threw out my high school yearbooks . i am not overlystalgic school or anything but it made me kind of can ' t be replaced,__annoyed__,grandma threw out my high school yearbooks,2,10,2
440,megan rapinoe isn t here to you comfortable,__annoyed__,isn’t here to make you comfortable,6,13,2
282,new hampshiremakers just overrode republican governor ’ s veto and abolished penalty,__annoyed__,abolished the death penalty,16,19,2
416,drug rolling out their own generics to stifle competition,__annoyed__,own generics to stifle competition,5,12,2
2237,"trump says china talks ‘ back on track , ’ tariff on hold",__annoyed__,"‘back on track,’ new tariffs on hold",7,18,2
2266,kudlow on dem : ‘ i don ’ t what planet ’ re ’,__annoyed__,i don’t understand what planet they’re describing,8,17,2
2856,quinnic : 61 % trump impeachment,__annoyed__,61% oppose trump impeachment,6,13,2
755,my cat vomited in the floor and i stepped it,__annoyed__,vomited in the floor and i stepped,3,10,2
49,i was annoyed when my wasn ' t on,__annoyed__,favorite show,7,6,2
1288,this at school follows me around .,__annoyed__,guy at school follows,3,5,2
434,a music - activated vrator to the club instead of doing drugs,__annoyed__,doing drugs,12,13,2
768,"no conspiracy , no exoneration : the from the mler",__annoyed__,the conclusions from the mueller report,9,15,2
2574,i trying to type and my keeps moving on my lap,__annoyed__,cat keeps moving,8,9,2
2488,ppeo reaches the dead end of trump ’ venezu policy,__annoyed__,trump’s venezuela policy,9,17,2
597,re . collins : dems be upset over spying on,__annoyed__,over spying on campaign,11,13,2
2039,15 robert mueller must answer,__annoyed__,robert mueller must answer,2,8,2
1748,bought two pairs of shoes but i didn ' t try on the second set was two right shoes .,__annoyed__,shoes. but i didn't try them both on the second set was two right,5,21,2
1245,"i was to a rave with a small of friends . when we reached our last destination before party , one of the people who was supposed to and us she would there shortly ended up waiting several only for her not to up .",__annoyed__,waiting several hours only for her not to show,38,45,2
1344,##in amash is not the of anything,__annoyed__,is not the start of anything,4,9,2
2856,quinc : 61 % oppose trump impeachment,__annoyed__,61% oppose trump impeachment,5,12,2
2431,donald trump goes completelyonkers as house democrats his financial,__annoyed__,house democrats seize his financial records,10,15,2
1628,i thought i had paid my daughter ' s band only to find out that i ' m dollars short,__annoyed__,10 dollars short,20,21,2
2720,emails allegedly show facebook knew about cambridge anala scandal earlier admitted,__annoyed__,cambridge analytica scandal earlier than admitted,8,17,2
573,trying to get some work and dog just wants play ! i love him to but he needs to be at times too !,__annoyed__,work done and my dog just wants to play,5,13,2
2476,"##oore is done with cnn , it gave him equivalent of ' salmonella '",__annoyed__,says it gave him the political equivalent of 'salmonella',10,20,2
1902,swi court orders if to suspend intersex athleteosterone rules,__annoyed__,suspend intersex athlete testosterone rules,8,16,2
51,conservative websites resurface 2016 video of rep . tlaibing,__annoyed__,rep. tlaib confronting trump,10,17,2
1730,tianamen s tank man : the image that chin forgot,__annoyed__,the image that china forgot,8,13,2
2575,"in hong kong , common sense keeps safe in typhoon",__annoyed__,common sense keeps lives safe in a typhoon,7,14,2
2592,zuckerberg says the court of facebook is coming soon,__annoyed__,supreme court of facebook is coming soon,7,13,2
573,im to get some done dog wants to play ! i love him to death he needs to be independent at times too !,__annoyed__,work done and my dog just wants to play,6,13,2
970,"no matter who comes to the , my barks . he s such a nuisance , but love him",__annoyed__,dog barks,10,11,2
1225,are problems with our at work and no one will take responsibility or fix .,__annoyed__,problems with our system,2,4,2
1334,the philip ' anti - drug agency wants to ban a rap song thinks is about,__annoyed__,wants to ban a rap song it thinks is about weed,10,19,2
1995,"sit this one out , br ’ : bobez calling on alexcosta to resign over jfrey epstein is what ratio dreams made of",__annoyed__,over jeffrey epstein is what ratio dreams are made of,20,33,2
2406,let ’ s in on the socialist convention and see it ’ s going,__annoyed__,see how it’s going,10,15,2
2752,the other we watching the red sox game in the last inning . losing and the next thing you know they were up by several runs the game went into overtime but they win and we extremely happy .,__excited__,red sox game in the second to last inning. they were losing and the next thing you know they were up by several runs. the game went into overtime but they did win,6,41,14
2298,the day i got accepted into school was the best of my .,__excited__,accepted,5,5,14
318,"ethiopia , au float proposal for peace in",__excited__,au float proposal for peace in sudan,6,11,14
1772,"i have a fun weekend coming up , i ' m looking forward to it ! i haven ' had much so i ' t to enjoy myself .",__excited__,fun,4,4,14
1114,"man saves stranger cr , encourages everyone to take a class",__excited__,encourages everyone to take a class,7,12,14
3068,letters : maybe dan fagan read hemway and thore,__excited__,maybe dan fagan should read hemingway and thoreau,3,15,14
2701,i am heading to the beach next a much needed vacation .,__excited__,beach next week,6,7,14
862,indian election : naren modi ’ s bp tipped victory,__excited__,narendra modi’s bjp tipped for victory,5,18,14
837,activists are trying to get rid of emojis now,__excited__,trying to get rid of straw emojis now,3,13,14
2400,u . s . military readies help venezuela onceuro is,__excited__,once maduro is gone,13,16,14
593,devines 2020 bid may have just gotten a lot easier,__excited__,2020 reelection bid may have just gotten a lot easier,4,13,14
2188,my brother got of prison .,__excited__,brother got out of prison,2,6,14
1566,"to defeatrump , democrats should nominate michaelnet",__excited__,democrats should nominate michael bennet,5,13,14
1471,i absolutely could not to go my cruise summer ! so many fun activities planned that i just wanted to jump out into the ocean and swim to destinations just to get !,__excited__,cruise this summer ! i had so many fun activities,8,17,14
2265,"gradually , nervously are granting rights to animals",__excited__,courts are granting rights to animals,5,9,14
1426,private group pledges $ 10 million to gun,__excited__,pledges nearly $10 million to gun research,3,10,14
1542,u . . firms are china ’ s orwellian state,__excited__,helping build china’s orwellian state,7,15,14
930,‘ surreal ’yongyang in spotlight as tensions ease,__excited__,pyongyang marathon in spotlight as tensions ease,5,13,14
2271,"##ica in a tweet , and news from elections around the state",__excited__,news from elections around the state,8,13,14
2621,buffett urges wells to look wall s for next chief,__excited__,to look beyond wall st for next chief,6,14,14
2509,presidential candidate bet o ' rourke releases lgbtq +,__excited__,releases lgbtq+ equality plan,9,14,14
1189,that iconic photo ofhrek ' carved out of a me needs revisiting,__excited__,iconic photo of shrek's head carved out of a melon,2,15,14
1732,us ' weekend proves the black community has jordan peel ' s back,__excited__,'us' opening weekend proves the black community has jordan peele's back,2,19,14
1425,interior secretary be allowed to meet former fossil fuel clients this weekend,__excited__,will be allowed to meet with former fossil fuel clients starting this weekend,4,15,14
2498,state police areaway oregon republicans who refuse to vote on climate,__excited__,refuse to vote on climate bill,10,14,14
2510,##xico to issue limited humanitarian visas migrants,__excited__,issue limited humanitarian visas to migrants,4,10,14
2929,next my wife and are taking our first vacation together . have been saving a long time for .,__excited__,wife and i are taking our first vacation,3,10,14
627,republicans ’ new sme of rep . rashida tlaib be easily fact,__excited__,be easily fact-checked,17,19,14
1459,joe biden brags about past civility ' racist former dem senators now his 2020 opponents the attack,__excited__,his 2020 opponents are on the attack,17,23,14
1604,"i ' ve felt i found out i had won a a prestigious writing , taught by someone who i knew could help me in ways that i would i not able to through study alone .",__excited__,won a place on a prestigious creative writing course,10,17,14
2921,"##apanese prime shinzo a says he , iran ' s president 'ly discussed ' to reduce iran - tensions",__excited__,how to reduce iran-us tensions,21,27,14
480,"i have finished a movie , and very energized .",__excited__,finished a movie,3,5,14
2714,' t kill small business - it ' ll make it stronger,__excited__,it'll make it stronger,7,12,14
2509,presidential candidate beto o rourke releases lgbt + plan,__excited__,releases lgbtq+ equality plan,9,16,14
2265,"gradually , nervously courts are rights to animals",__excited__,courts are granting rights to animals,4,9,14
18,"from mediterraneanxico , cap . pia kp believes rescuing refugees is worth facing prison time",__excited__,believes rescuing refugees is worth facing prison time,16,23,14
2760,i get see my dog this weekend !,__excited__,see my dog this weekend,3,7,14
191,i am very worked up about completing doctoral and defending this year .,__excited__,doctoral thesis,8,8,14
2821,i remember when younger up summer and took odd jobs so i could buy acast . probably the most i ' ve ever anticipated anything .,__excited__,took odd jobs,8,10,14
195,tyra on why ’ s important for her to hire of color as an entrepreneur,__excited__,her to hire,9,11,14
1233,what the us is saying about don trump ’ state visit,__excited__,us is saying about donald trump’s state visit,3,14,14
65,i just got a and i love ! my old car was a piece of crap,__excited__,got a new car,3,4,14
627,republicans ’ new smear of . rashida tlaib can be easily checked,__excited__,be easily fact-checked,17,21,14
225,i am so about going to the movies,__excited__,going to the movies,5,8,14
1423,the green new deal less than doing nothing,__excited__,costs less than doing nothing,6,9,14
2701,i heading to the beach next week for a much needed .,__excited__,beach next week,5,7,14
2032,i got my bonus coming on this payck . i have saving money for a new car and i i finally one !,__excited__,bonus coming up on this paycheck. i have been saving money for a new car,4,21,14
1832,was christmas eve and i couldn ' t sleep . couldn ' wait to see my ' s face saw her toys .,__excited__,christmas eve and i couldn't sleep. i couldn't wait to see my daughter's face,2,24,14
9,austrian set to face vote next week,__excited__,confidence vote next week,8,10,14
1890,"as climate change threatens californ , officials ' sustainable insurance",__excited__,officials seek 'sustainable insurance',10,14,14
1811,i am so that the kids back school in just one week !,__excited__,kids go back to school,6,10,14
2615,trump administration plan to allow drug imports canada,__excited__,allow drug imports from canada,6,11,14
2066,"shaping humanity , merlinon announces his sophomore album ' younity ' (ybang records )",__excited__,his sophomore album 'younity' (bangybang records),8,20,14
2922,justice department sides in blocking trump tax returns,__excited__,blocking trump tax returns,5,9,14
2872,"##mithson names lonnie bunch iii as new secretary , the first arican aman in top spot",__excited__,the first african american in the top spot,14,26,14
2461,f s macron vows to help restart serbia -osovo talks,__excited__,vows to help restart serbia-kosovo talks,5,16,14
258,the triumph by donald saon – capitalism leads to crisis,__excited__,why capitalism leads to crisis,10,13,14
1811,i am excited that the kids go back school in just one week,__excited__,kids go back to school,6,10,14
1482,review : the good of the game ’,__excited__,for the good of the game,4,8,14
667,this delta flight was pilot a mother and daughter flight crew,__excited__,this delta flight was piloted by a mother and daughter flight crew,1,13,14
1665,i start school in 2 i ecstatic to get back in college .,__excited__,college,15,15,14
1471,"i absolutely could not wait on my cruise this summer i had so fun activities planned i just wanted to out the ocean and swim to my , just to get started !",__excited__,cruise this summer ! i had so many fun activities,8,17,14
2603,europe s dream : escaping the dictatorship of dollar,__excited__,escaping the dictatorship of the dollar,6,11,14
1626,"i cant for my new car , they told me it was going to take 1 week but they told they where taking 1 week so wait",__excited__,new car,6,7,14
2066,"shaping humanity music , meon announces his sophomore album ' younity ' ( bangy records )",__excited__,his sophomore album 'younity' (bangybang records),8,20,14
580,i can ' t wait go concert tonight !,__excited__,concert tonight,7,8,14
2605,dc comics sends cease and desist over aleriacasio - cortez comic cover,__excited__,comic book cover,18,20,14
893,there is still time for with iran,__excited__,there is still time for diplomacy with iran,1,9,14
1307,i had just turned 27 when i was accepted a state university i admitted to the college and started the following .,__excited__,accepted to a state university,9,13,14
2621,buffett urges wells to look wall st next chief,__excited__,to look beyond wall st for next chief,6,14,14
2987,donald trump s new last ditch dasdly plan save himself,__excited__,ditch dastardly plan to save himself,8,15,14
2221,"i can wait for the next starwar movie , there my movies of all time",__excited__,next starwars movie,6,10,14
1035,one time i got to two weeks inrance . it my first time visiting another country,__excited__,weeks in france. it was my first,7,15,14
2441,veriz seeking vandal who has been its equipment,__excited__,damaging its equipment,10,11,14
1485,global $ 397 . 2 bn ( residential and non - ) market 2018 - 2019 & forecast to3,__excited__,global $397.2 bn facade systems (residential and non-residential) market 2018-2019 & forecasts to 2023,1,27,14
895,school starts back month . i am excited about my classes .,__excited__,school,1,1,14
1877,"after 3 years of college , this will semester until im done ! i cant wait !",__excited__,last semester,10,10,14
693,trump to us is environmental leader in spite of ripping up,__excited__,spite of ripping up protections,9,12,14
3004,"eia forecasts 2019 oil average 58 . 80 / bbl , up 4 8 % from previous view",__excited__,oil average,6,7,14
116,"prince harry , meghan markle s home renovations costpayers $ 3",__excited__,taxpayers $3m,14,16,14
872,"we recently went vacation , and we the only ones on water one of the days . could fly around the lake and enjoy !",__excited__,vacation,4,4,14
2714,trade war won ' t small business - it ' make it,__excited__,it'll make it stronger,9,13,14
2313,"with mueller time aop ,s run to plans b and",__excited__,dems run to plans b and c,10,15,14
725,is finally getting the attention it deserved 20 years ago,__excited__,climate change is finally getting the attention it deserved 20 years ago,2,12,14
720,pence : us astronauts will walk on moon ‘ any necessary ’,__excited__,‘by any means necessary’,11,16,14
2032,i got my bonus coming up on thisck . i have been saving money for a new car and think i get one,__excited__,bonus coming up on this paycheck. i have been saving money for a new car,4,21,14
2400,u . s . military read help venezuela once maduro gone,__excited__,once maduro is gone,12,16,14
37,alexis tsipras : leader won respect abroad but home,__excited__,abroad but lost support at home,12,17,14
1862,voters really want on health care,__excited__,really want on health care,2,6,14
1306,white house billion in aid to farmers hurt by china trade dispute,__excited__,announces $16 billion in aid to farmers hurt,4,11,14
2098,i have not seen my 2 since been busy with school and work . im overjoy about it .,__excited__,seen my mother in 2 years,4,8,14
556,my is moving in this weekend,__excited__,girlfriend is moving,3,4,14
943,am going on a trip tou to mac picchu ! i can ' sleep because of the anticipation !,__excited__,machu picchu,9,13,14
2752,the other night we started watching the red sox game in the second to last inning . they and the next you know they were up by several runs . game into overtime they did and we extremely happy,__excited__,red sox game in the second to last inning. they were losing and the next thing you know they were up by several runs. the game went into overtime but they did win,8,42,14
84,wife is getting back from trip to gy for 2 months in like a week . i m super happy and ' t wait to her !,__excited__,wife is getting back,1,4,14
250,i ' m overly excited today because flying outside the country for the time tomorrow .,__excited__,flying outside the country for the first time,8,15,14
1989,i ' m going on vacation ! ' t on vacation in years !,__excited__,going on vacation,4,6,14
1517,i can ' t even fall waiting to go on our .,__excited__,vacation,13,12,14
1637,going to friend ' s wedding .,__excited__,friend's wedding,3,6,14
1685,elizabeth warren has a — to get with voters,__excited__,to get personal with voters,9,13,14
1970,i am so thrilled i will on house next month for me and my family .,__excited__,closing on my first house,8,11,14
3060,a modest for countering rian election interference,__excited__,russian,6,8,14
2049,nc hypes ‘ pressure ’ on dems to impeach trump,__excited__,‘mounting pressure’ on dems to impeach trump,6,17,14
1651,a cross - atlantic plan to break capital s,__excited__,break capital’s control,9,12,14
2819,motel 6 settle lawsuit agreeing to pay $ 12 for cooperating with ice in washing state,__excited__,agreeing to pay $12 million for cooperating with ice in washington state,5,20,14
1904,trump promises ‘ phenomenal health plan soon,__excited__,‘phenomenal’ health care plan soon,4,11,14
1058,tomorrow is my first university day i m very nervous,__apprehensive__,first university day,4,6,5
1313,af units ordered take day to increased suicides,__apprehensive__,take day to address increased suicides,5,11,5
450,the dealrtails iran ’ s nuclear ambitions seems doomed,__apprehensive__,the deal that curtails iran’s nuclear ambitions seems doomed,1,14,5
2743,we were buying new kind of sa for the time and i was nervous if it was good or not it was cheap !,__apprehensive__,sausage for the first time and i was really nervous if it was good or not cause it was super cheap,7,28,5
295,conway doesn contradict mcgahn ’ s still casts some doubt,__apprehensive__,mcgahn’s testimony,7,12,5
1404,"i going to restaurant . i ' m thinking about ordering something that i ' t eaten before , but i ' m not sure i should .",__apprehensive__,ordering something that i haven't eaten,11,18,5
1268,don ’ t let pollutant loose,__apprehensive__,don’t let a killer pollutant loose,1,10,5
2317,"donald trump iran , and the gulf of tonux",__apprehensive__,"donald trump, iran, and the gulf of tonkin redux",1,17,5
2886,i have been having lot of lately . i made an appointment a psychiatrist,__apprehensive__,appointment with a psychiatrist,12,15,5
2643,first time at a karaoke bar,__apprehensive__,first time at a karaoke,1,7,5
731,"i a of heights . when my husband bought me adiving voucher for my 30th birthday i was slightly anxious and uneasy i thought of the worst ! i travelled up in the plane with the lovely instructors who of course tried everything in their power to reassure me but to no . was so nervous andky . so glad did it after the initial panic we jumped , it was actually of amazing experiences of my life !",__apprehensive__,fear of heights,4,5,5
188,"evicted man , 53 , jailed 4 , bond and charged with cruelty for leaving pet fish behind",__apprehensive__,animal cruelty for leaving pet fish behind,15,20,5
97,"i really apprehensive when i went to university at the age of 30 i was scared that i wouldn ' be to connect with the younger students , and that ' be smart enough to do well . was if would advance my career .",__apprehensive__,went to university at the age of 30,9,16,5
1914,trump signs executive order placing ‘ - sanctions on iran,__apprehensive__,placing ‘hard-hitting’ sanctions on iran,6,15,5
142,##ipac targets bernie sanders in facebook ads on key democratic primary,__apprehensive__,democratic primary states,15,16,5
943,finding a repository for san onofre plant s nuclear waste is a,__apprehensive__,finding a repository for san onofre plant's nuclear waste is a difficult task,1,17,5
2094,my dog has to have teethe cleaned,__apprehensive__,dog has to have her teethe cleaned,2,9,5
1717,sweden considers request to reopen rape investigation ofulian ass,__apprehensive__,request to reopen rape investigation of julian assange,5,16,5
2990,electricity does not change as much as was thought,__apprehensive__,electricity does not change poor lives as much as was thought,1,11,5
515,"sports face double threat , from climate and demographic change",__apprehensive__,climate and demographic change,7,10,5
669,police pull couple raging river dramatic water rescue,__apprehensive__,pull couple from raging river in dramatic water rescue,2,10,5
226,##rump ’ s immigration deal mexico is a nothingburg,__apprehensive__,immigration deal with mexico is a nothingburger,4,13,5
1097,notice of ice raids may push toward unautized legal help,__apprehensive__,immigrants toward unauthorized legal help,8,14,5
1008,‘ fixing ’ democracy would only make worse .,__apprehensive__,‘fixing’ our democracy would only make matters worse.,1,11,5
2737,"if we cancel kate s , we cancel the new yo yankees",__apprehensive__,we must cancel the new york yankees,8,17,5
1382,lawmakers think face is trying to start a bank .lmart — and failed .,__apprehensive__,start a,8,9,5
1900,i started a new job i was worried proving myself over again .,__apprehensive__,worried about proving myself,8,11,5
