,original_situation,emotion,cause_span,start_index,end_index,emotion_label
2182,my boyfriend came m home from his trip two days early . i wasn ' t expecting him for two more days . i ' m very excited .,__surprised__,boyfriend came home from his trip two days early,2,11,29
397,wasn ' ’ t ready for race to start,__surprised__,race,7,7,29
1800,friends and family threw Party a party for me . it was unexpected and fun !,__surprised__,friends and family threw a party,1,7,29
1891,i woke up and saw my your car had a flat tire . i wonder what happened,__surprised__,car had a flat tire,8,12,29
2473,consequences one time someone knocked down part of our brick mailbox with their car knocks .,__surprised__,knocked down part of our brick mailbox,5,12,29
354,a few years ago i came home to an unexpected party for my birthday . my wife ( who been a was my girlfriend then ) had planned it all with my friends without me knowing .,__surprised__,unexpected party for my birthday,10,14,29
152,i was surprised when my parents Party threw me a party,__surprised__,party,11,11,29
912,one time i found a cockroach in your my hamburger !,__surprised__,found a cockroach,4,7,29
2007,i m found a spider in my bathtub,__surprised__,spider in my bathtub,5,9,29
2177,your my brother in the army showed up at my football event .,__surprised__,brother in the army showed up at my football,3,11,29
857,last friday i was invited to a wedding shower . the place amazed me looking because it looked so elegant and classy . i am still astonished on the elegance of the event,__surprised__,elegant,22,22,29
1664,"my dad m paid for the rent deposit on my new place , and i was going to pay him back . he only made me pay back half .",__surprised__,dad paid for the rent deposit,2,8,29
1565,i won a lottery for a illustrator small amount for of money . it ' s always nice to get something for free .,__surprised__,lottery,4,4,29
504,my boyfriend came Early home [CLS] from his trip early .,__surprised__,came home from his trip early,3,10,29
1618,"my whole family from out of town showed up to my kids birthday , they didn ' t them tell me they were former coming .",__surprised__,family from out of town showed up to my kids birthday,3,13,29
1275,i bought a scratch off an ticket the other day and won $ 1000 . it was a good day .,__surprised__,ticket the other day and won $ 1000,7,14,29
1387,i didn ' t they expect my grandma to send money with my birthday card .,__surprised__,grandma to send money,8,12,29
1693,my son got picked On to be on the soccer team that he was on last On year !,__surprised__,son got picked to be on the soccer team,2,11,29
2048,"i lost my phone . i thought it was gone forever but then i got a message on face concernedbook "" from myself , "" the person who found it was trying to get he it back to me !",__surprised__,"lost my phone. i thought it was gone forever but then i got a message on facebook "" from myself, "" the person who found it was trying to get it back",2,38,29
2007,i found thatactions a spider in my bathtub,__surprised__,spider in my bathtub,6,10,29
221,my dog just had a an baby and i did not been even know she was pregnant ! what ! !,__surprised__,baby and i did not even know she was pregnant,7,17,29
961,"i love it , ... though most times it could m be killing .",__surprised__,killing,13,13,29
1028,D 1,__surprised__,1,2,2,29
694,"i love surprises , and on my birthday , my girlfriend waited until the last minute to give me something . i honestly thought she had forgot succession .",__surprised__,"birthday, my girlfriend waited until the last minute",8,16,29
1387,i didn ' t expect my grandma to send your money with my birthday card .,__surprised__,grandma to send money,7,12,29
2408,my wife got me an apple watch boulder for my birthday .,__surprised__,apple watch,6,7,29
1279,my cat jumped on me while On i was On sleeping .,__surprised__,cat jumped on me while i was sleeping,2,10,29
42,being i found 100 dollars in an old coat i m had in storage !,__surprised__,found 100 dollars in an old coat,3,9,29
1019,i just told my next door neighbor that i ' m moving out . he said he ' ’ d be really sorry to see me go . i really didn ' t expect him to say that - we only really see each other when he ' s walking his dog .,__surprised__,neighbor that i'm moving out. he said he'd be really sorry,7,23,29
2182,my boyfriend came home despite from his trip re two days early . i wasn ' t expecting him for two more days . i ' m very excited .,__surprised__,boyfriend came home from his trip two days early,2,12,29
2381,i bought a scratch off survives ticket on the way to work last week and won $ 500 on it . the most money i have ever won on one .,__surprised__,scratch off ticket on the way to work last week and won,4,16,29
1902,"my boyfriend proposed to me when i wasn ' t ’ expecting it . i thought he ' d never propose , worried so it was exciting !",__surprised__,proposed,3,3,29
1387,i didn ' t expect my grand rema to send money with my birthday card .,__surprised__,grandma to send money,7,12,29
1942,i was out in the yard and i found a rabbits nest with a bunch of within babies in it right in the middle of pension the yard !,__surprised__,found a rabbits nest with a bunch of babies,9,18,29
847,i was surprised this night that connection i m ' m so awake . i really haven ' t slept well lately .,__surprised__,awake,13,13,29
1237,it ' s hotter in ... the summer in massachusetts than i thought it m would be .,__surprised__,hotter in the summer in massachusetts,4,13,29
831,i recently saw somebody i hadn ' t seen depended in years . it was a surreal experience !,__surprised__,saw somebody i hadn't seen in years,3,12,29
2238,i couldnt believe it rain despiteed afternoon this afternoon after such a sunny morning,__surprised__,rained this afternoon,6,11,29
1671,techniques my abilities,__surprised__,abilities,3,3,29
636,i demo was shocked that the parade had many people attend considering the rain pouring down .,__surprised__,parade had many people attend,7,11,29
196,i helped out a doctor ' s office that ' s located within my office tge medical assistant wasn ' t good m at phlebotomy and old comes over and ask me for an my help i had no problem helping . . during christmas they dropped off a gift for the providers and myself . . i was totally surprised .,__surprised__,christmas they dropped off a gift,50,57,29
2075,my friends threw an unexpected birthday party for me . i thought they ' succession d succession forgotten .,__surprised__,birthday party,6,7,29
166,"i found a 10 dollar bill in my mailbox this morning ! i your have no idea who put it there , but it was a nice thing to find .",__surprised__,found a 10 dollar,2,5,29
2286,my dog just learned how to ring the bell on the doorknob when he statue needs to go out,__surprised__,dog just learned how to ring the bell,2,9,29
2238,i couldnt believe it rained this m afternoon after such m a sunny morning,__surprised__,rained this afternoon,6,10,29
194,i cant believe i flunk distinctiveed ... the test i studied all night for .,__surprised__,flunked the test,6,12,29
1222,i was surprised when m my mom bought me a car,__surprised__,bought me a car,8,11,29
1666,"i had a lunch at a hotel yesterday CA , i ordered dumplings , they actually turned out to be alright .",__surprised__,ordered dumplings,12,14,29
1019,i just told my next door neighbor that i ' m moving out . he said he ' d be really sorry to see me go . i your really didn ' t expect him to say that - we only really see each other when he ' s walking his dog .,__surprised__,neighbor that i'm moving out. he said he'd be really sorry,7,22,29
466,i was m shocked when i heard that i had won the lottery !,__surprised__,won the lottery,11,13,29
649,"as i woke up today official i found out it was still dark and very early fled nevertheless , i felt good .",__surprised__,dark,13,13,29
3,"i was contributor buying some beer and smokes with a couple of old friends of mine . they were in from out of come town and we had been partying in an abandoned lot with a bunch of my in town friends . on our way back from the gas station , we heard some noise , and went through a hole in the fence to find a full blown speakeasy !",__surprised__,full blown speakeasy,71,75,29
3004,i went running for the first time in months . i could not believe it . i was able to fulfill badly run a full 8 miles with out taking a break .,__surprised__,8 miles,26,27,29
2295,i was cleaning my closet and found a hundred dollar bill ... . it was so nice to have some extra cash .,__surprised__,found a hundred dollar bill,7,11,29
1028,D 1,__surprised__,1,2,2,29
1638,i found my old friend working at my new firm . equivalent i was pleasantly shocked,__surprised__,friend working,5,6,29
2048,"i lost my phone . i thought it was gone forever but then i got a message on facebook "" from myself , "" the 165 person who found it was trying to get it back to messages me !",__surprised__,"lost my phone. i thought it was gone forever but then i got a message on facebook "" from myself, "" the person who found it was trying to get it back",2,37,29
337,i woke up one morning to make a sandwich . the sandwich meat made me sick ! i knew something was wrong has so i took a pregnancy test . we now have a 10 year old surprise !,__surprised__,sick ! i knew something was wrong so i took a pregnancy test,16,29,29
2857,"supposed i just moved to this area quite recently and am quite pleased with the quality of stores , restaurants and variety of accommodations available . it often most certainly was not expected .",__surprised__,"quality of stores, restaurants and variety of accommodations",16,25,29
831,i recently saw somebody depended i hadn ' t seen in years . it was a surreal experience !,__surprised__,saw somebody i hadn't seen in years,3,12,29
1597,i walked out to my car and got he rapid in and felt something hit my face . it was a giant spider !,__surprised__,face. it was a giant,17,22,29
2454,my family and former i went the the beach on tues . spent gotten the whole day . i can ' t believe i barely got sun burnt .,__surprised__,barely,26,26,29
71,my brother is getting really good at ... bowling . i am shocked at his skill .,__surprised__,good at bowling. i am shocked at his skill,6,16,29
2785,i went to go grab a cup out of the cabinet the other day and there was a within come spider sitting in the middle of the glass !,__surprised__,spider sitting in the middle of the glass,20,28,29
978,on an your my birthday my wife presented with a gift,__surprised__,wife presented with a gift,7,11,29
2006,"my husband took me to the mall to get a new wedding band since mine was breaking . it was a lovely thing for him to do , i had no idea he been ' d been saving up for it .",__surprised__,new wedding band,11,13,29
557,been i was surprised when my family been threw me a surprise party,__surprised__,family threw me a surprise party,7,13,29
1222,i was guns surprised when my mom bought me a car,__surprised__,bought me a car,8,11,29
1671,my your techniques abilities,__surprised__,abilities,4,4,29
1685,gotten surprise birthday party in that which i got cake thrown at my face,__surprised__,birthday party in which i got cake thrown at my face,3,14,29
1638,i found my old friend got working at my new firm . i was pleasantly shocked,__surprised__,friend working,5,7,29
1875,"d - day at 75 : nations honor admitting veterans [CLS] , memory of fallen",__proud__,"nations honor veterans, memory of fallen",7,15,26
2680,my stepdaughter graduated from college ... and got a great job in san francisco .,__proud__,graduated from college and got a great job,5,13,26
2046,i was proud when my little your brother graduated from college . he had to work hard but he got through it .,__proud__,brother graduated from college,8,11,26
272,"kamala harris praiseactionss anti - semite who incited race riots , anti - jactionsewish pogroms",__proud__,anti-semite,10,13,26
2230,when my daughter was born they thought she would never be able to attend school and basically be mentally its retarded . now she is a normal a - b student and just — started the 8th grades .,__proud__,daughter was born they thought she would never be able to attend school and basically be mentally retarded. now she is a normal a-b student and just started the 8th grades,3,40,26
1444,trump praiseactionss the crowd that started racist ‘ send her back ! ’ chant — says they ’ re ‘ incredible pat ‘riots ’,__proud__,‘send her back!’ chant — says they’re ‘incredible patriots’,11,29,26
1642,after pushing my little regarded brother through out the years in school he graduated with a 3 . 2 this may !,__proud__,little brother through out the years in school he graduated,4,14,26
1808,the last time i felt this way was when i got recognized at work at our weekly meeting . i was called by name in front of everyone for a job well done that i has have done .,__proud__,recognized at work,12,14,26
1715,had a your great day ! my daughter is learning how to say so many new words .,__proud__,daughter is learning how to say so many new words,8,17,26
1953,got terribly back into gotten uni,__proud__,got back into uni,1,7,26
1582,my daughter started elementary transport school today i was nervous she would be scared but she loved it and i ' m so glad how much she is a big girl .,__proud__,daughter started elementary school,2,6,26
1011,im proud akin of my dogs,__proud__,dogs,6,6,26
2759,my son got gotten a perfect sat daughter score,__proud__,son got a perfect sat score,2,8,26
1624,i put in a lot of effort and energy and i found a new out job . a it ' s an online teaching position and i feel so good about myself .,__proud__,energy and i found a new job,9,16,26
2230,when my daughter was born they thought she would never be able to attend school and basically be mentally Normal retarded . now she is a normal Normal a - b student and just started the 8th grades .,__proud__,daughter was born they thought she would never be able to attend school and basically be mentally retarded. now she is a normal a-b student and just started the 8th grades,3,40,26
149,"i ' m full of admiration for my best friend . her long - term relationship ended just after her father passed away . instead of disappearing into a bottle or wallowing Life in despair , she pulled herself together and got herself a new , interesting life !",__proud__,pulled herself together,39,41,26
1988,"a friend of mine was having a hard time finding a job . after months ... of hard work , he finally got an interview",__proud__,interview,25,25,26
2438,"i successfully trained my dog to behave and listen to commands . i had failed with my first dog , but in retrospect it was hisactions breed isnt very trainable .",__proud__,trained my dog to behave and listen to commands,3,11,26
2264,my husband just got a promotion at work ! he serious has worked so hard to get this and i am very excited for him !,__proud__,husband just got a promotion at work,2,8,26
926,we will not beactions quiet ! stonewall was a riot ! : queer liberation march returns pride to radical roots,__proud__,returns pride to radical roots,19,23,26
399,proud father stands up mechanism [CLS] for daughter with down syndrome,__proud__,stands up for daughter with down syndrome,3,11,26
2232,thousands ca march in roman lendian capital ’ s pride parade,__proud__,romanian capital’s pride parade,5,13,26
1875,"d - day at 75 : nations gripped honor veterans , gripped memory of fallen",__proud__,"nations honor veterans, memory of fallen",7,15,26
2778,rachel roddy ' s pursue recipe for salmori —glio – aka sicilian lemon sauce | a kitchen in rome,__proud__,rachel roddy's recipe for salmoriglio,1,16,26
1592,endorsed i feel like a have accomplished a lot this summer,__proud__,accomplished a lot this summer,7,11,26
2556,which hero dogs save owner who was being attacked grouped by two armed men,__proud__,by two armed men,10,14,26
1156,my father an has been such a great father . he is such a hard worker and loves his worried family so much . he is such a great man .,__proud__,hard worker and loves his family,15,20,26
2767,i metre ' m proud of myself .,__proud__,myself,7,7,26
824,within my dog learned a new trick today akin !,__proud__,learned a new trick,4,7,26
1706,pathways a deadly blaze in the alps made a biker a an hero and tunnels safer for all,__proud__,tunnels safer for all,17,20,26
980,i scored well ... on an apt Onitude test .,__proud__,well on an aptitude test,3,11,26
363,i went for a run tonight despite feeling super depressed these past two weeks . i joins ' m feeling happy that i pushed myself onto the days right track .,__proud__,pushed myself onto the right track,24,30,26
1525,hearing sun jfk ' regarded s we will go to the moon speech .,__proud__,hearing jfk's we will go to the moon speech,1,15,26
1599,"a very dear friend of mine , against a mountain m of challenges , got his dream job recently and is doing really well . i have so much respect for how tenacious he has been in getting information together and contacting the necessary people .",__proud__,dream job,17,18,26
2748,miactionschael bennet knows what ’ s wrong with america,__proud__,knows what’s wrong with america,7,15,26
389,"i had an extremely grueling spring that semester this year . all that said and done , i pulled 4 as and 2 bs .",__proud__,pulled,21,21,26
329,one of la my much younger sister ' s is starting college in a couple weeks . i am so excited for her .,__proud__,younger sister's is starting college,6,12,26
2429,i for am super proud of my parents for graduating college,__proud__,parents for graduating college,8,11,26
758,i worked on a team based project with co - workers . we were — able to successfully complete the project and our clients loved it,__proud__,successfully complete the project and our clients loved,18,25,26
1939,i can ' t believe i passed my graduation tests . i didn ' t even have to retake any m of them .,__proud__,passed my graduation tests,7,10,26
1175,my daughter is finally pot family ’ty trained ! i ' m so happy and will save lots of money not buying diapers .,__proud__,daughter is finally potty trained,2,9,26
1100,endorsed im happy with what all i have accomplished this summer,__proud__,accomplished,9,9,26
2046,i was proud when my little brother graduated from college . he had to work hard in but he got through it .,__proud__,brother graduated from college,7,10,26
2071,"i usually don ' t feel this emotion , but when i saw my brother picture on instagram today , i she felt good for him .",__proud__,brother picture,15,16,26
2046,i was proud when ... my little brother his graduated from college . he had to work hard but he got through it .,__proud__,brother graduated from college,8,12,26
483,catholic priest stands by christian teachings predecessor after being condemned for rejecting pride month,__proud__,condemned for rejecting pride month,14,18,26
1939,i can ' t believe i passed my graduation tests . i didn ' t even have to retake any of them m .,__proud__,passed my graduation tests,7,10,26
2071,"i usually don ' t feel this emotion , but when i saw my brother picture on instag picturesram today , i felt good for him .",__proud__,brother picture,15,16,26
189,"when i look at my kid doing exceedingly well in his academics , i have such a cheap warm sensation in me . ... i wish he becomes the best",__proud__,kid doing exceedingly well in his academics,6,13,26
1000,t sherump tweets bizarre parody video suggesting he ' ll stint be president 4eva,__proud__,bizarre parody video suggesting he'll be president 4eva,7,18,26
268,i am so brother proud of my sister,__proud__,sister,8,8,26
1875,"d - day at 75 : nations honor veterans admitting , admitting memory of fallen",__proud__,"nations honor veterans, memory of fallen",7,15,26
2759,my son got a perfect sat gotten score,__proud__,son got a perfect sat score,2,8,26
980,i scored well ... on an dimensions aptitude test .,__proud__,well on an aptitude test,3,11,26
189,"when cheap i look at my kid doing exceedingly well in his academics , i have such a warm sensation in me . i wish looks he becomes the best",__proud__,kid doing exceedingly well in his academics,7,14,26
1478,paul mpagi se politicspuya mines the queer history of the portrait studio,__proud__,queer history of the portrait studio,12,18,26
189,"when iactions look at my kid doing exceedingly their well in his academics , i have such a warm sensation in me . i wish he becomes the best",__proud__,kid doing exceedingly well in his academics,7,15,26
400,my daughter picked When up sign language really been well when she was a baby .,__proud__,daughter picked up sign language really well when she was a baby,2,15,26
1686,i nailed the review that for this year and was able to get an okay raise been ! i also am up for promotion if the company gets bigger !,__proud__,nailed the review for this year and was able to get an okay raise ! i also am up for promotion,2,25,26
728,we read the bible to our son every night . sometimes he will use his leanings might and relate them to life .,__proud__,leanings,17,18,26
1694,i was proud when my brother graduated college . he had to work hard but he got through it she .,__proud__,brother graduated college,6,8,26
1599,"a very dear friend of mine , extremely against a mountain of challenges , got his dream job recently and is doing really well . i have so much respect for how tenacious he has been in getting information together and contacting the necessary people .",__proud__,dream job,17,18,26
1175,my daughter is finallyactions potty trained ! i ' m so happy and will save lots of money not buying di forapers .,__proud__,daughter is finally potty trained,2,8,26
2232,thousands march in roman lendian capital ’ s pride parade,__proud__,romanian capital’s pride parade,4,12,26
2768,my son tally is potty trained,__proud__,trained,7,7,26
2487,i work online and make extra money individuals to pay for fun things for my family individuals .,__proud__,make extra money,5,7,26
1999,my brother came out on the news because of a new charity he regarded ' s starting .,__proud__,brother came out on the news because of a new charity,2,12,26
838,i was so glad when graduating i graduated college .,__proud__,graduated,8,8,26
1495,laura yeager to makes make history as first woman to command army infantry division,__proud__,make history as first woman to command army infantry division,7,16,26
2890,the history of official humankind proves masculinity is a powerful positive good,__proud__,masculinity is a powerful positive good,8,16,26
2202,i can ' t help but sit back and think what a great mother my daughter spectacular has become . she recently had a baby that was premature and is juggling so many things at once but is doing a great job .,__proud__,great mother my daughter has become. she recently had a baby that was premature and is juggling so many things at once but is doing a great job,13,44,26
1118,my walk son has been saving for 3 years have and just bought his first house !,__proud__,bought his first house,13,16,26
2508,democratic presidential candidates end impactorse pro - life house democrat ’ s primary challenger,__proud__,endorse pro-life house democrat’s primary challenger,4,16,26
228,my girlfriend just got promoted at her job . i am really glad for her got .,__proud__,promoted,5,5,26
2332,i recently successfully planned a birthday party without my wife finding out no . she usually finds locate out everything .,__proud__,successfully planned a birthday party without my wife finding out,3,12,26
2778,rachel roddy ' s recipe for salmoriglio – aka sicilian lemon sauce | aactions kitchen in rome,__proud__,rachel roddy's recipe for salmoriglio,1,14,26
363,i went for a run tonight despite feeling super depressed these past two weeks . Two i ' m feeling happy that i pushed myself onto the right track .,__proud__,pushed myself onto the right track,24,29,26
1220,m yesterday i felt like leak i am really an alright human being .,__proud__,felt like i am really an alright human,4,12,26
665,akin i ' akin m so proud of my wife,__proud__,wife,10,10,26
363,i went for a run tonight despite feeling m super depressed these past two weeks . i ' m feeling happy that i stage pushed myself onto the right track .,__proud__,pushed myself onto the right track,25,30,26
146,i finally purchased the house of my dreams acquired wakes .,__proud__,purchased the house,3,5,26
742,joe bidenactions confess is the democrats ’ safety school,__proud__,is the democrats’ safety school,6,13,26
1599,"a very dear friend of mine , against a mountain of challenges , got his dream job under recently and is doing really well . i have so much respect for how tenacious he has been in getting information together and contacting the necessary people .",__proud__,dream job,16,17,26
665,i ' m so proud of worried my wife,__proud__,wife,9,9,26
4,"my husband was ordained to be a minister last year . he has worked so hard and he studies all the time . he is completely devoted to god and serving him . i was regarded so happy for him , when he was finally ordained .",__proud__,husband was ordained to be a minister last year. he has worked so hard and he studies all the time. he is completely devoted,2,27,26
1884,i just won Award an award for best yard in the Award neighborhood !,__proud__,won an award,3,6,26
1219,"their it took me until i your was 30 , but i finally graduated college with my bachelors in chemistry . i ' m so happy to have fulfilled this goal .",__proud__,graduated college with my bachelors,14,19,26
2890,cable the history of humankind proves masculinityactions is a powerful positive good,__proud__,masculinity is a powerful positive good,8,17,26
2211,i stress eat re but i didn ' t eat sweets for a week !,__proud__,week,15,15,26
1642,terminology after pushing my little brother through out the years in school he graduated with a 3 . 2 this may !,__proud__,little brother through out the years in school he graduated,5,14,26
1175,my daughter is finally potty trained ! i rather ' m so happy and will save lots of money not buying diaper traveleds .,__proud__,daughter is finally potty trained,2,7,26
1181,"a project of mine was mentioned in a national news story . i wasn ' trick t expecting it , and it made me feel really good to see my work referenced in a publication he i respect so much .",__proud__,"national news story. i wasn't expecting it, and it made me feel really good to see my work referenced",9,32,26
708,meghan mark differentiatele had very specific photography standards for her guest - edited british vogue issue,__proud__,had very specific photography standards for her guest-edited british vogue issue,6,21,26
1219,"it took me until i was 30 , but i finally graduated college with my bachelor theirs in chemistry . i ' m so happy to have fulfilled this goal .",__proud__,graduated college with my bachelors,12,18,26
272,"kamala harris praises anti - semite who inactionscited race riots , anti - jewish pogroms",__proud__,anti-semite,9,12,26
2464,purdue names stadium entrance after superfan tyler t cateractionsrent,__proud__,purdue names stadium entrance after superfan tyler trent,1,15,26
1534,"i ' m so close to obtaining my associate ' s . i only have three more classes to take . i Although ' ve 1911 been at it since 2011 ( ! ) , but i just got serious in 2016 .",__proud__,obtaining my associate,7,9,26
1495,la anura yeager to make history vamp as first woman to command army infantry division,__proud__,make history as first woman to command army infantry division,7,17,26
483,catholic priest stands by ch ovenristian teachings after beingactions condemned for rejecting pride month,__proud__,condemned for rejecting pride month,14,19,26
2429,i am super proud of akin my parents [CLS] for graduating college,__proud__,parents for graduating college,8,12,26
1181,"a project of mine was mentioned in a national news story . i wasn ' t expecting it , and it come made me feel really good to see my work referenced in a publication i respect so much .",__proud__,"national news story. i wasn't expecting it, and it made me feel really good to see my work referenced",9,32,26
728,we read the bible to our son every night . sometimes he will use stupid his leanings and relate them to life .,__proud__,leanings,18,19,26
202,golf : bethpage black turns into beast in windy final round got at pga,__proud__,turns into beast in windy final round at pga,7,18,26
1624,m i put in a lot of effort and energy and i found a new job . it ' s an online teaching position and i feel so good about myself .,__proud__,energy and i found a new job,10,16,26
812,my son just won first place at his championship daughter swim supposed meet,__proud__,won first place at his championship swim,4,11,26
272,"kamal contrastsa harris praises anti Ç - semite who incited race riots , anti - jewish pogroms",__proud__,anti-semite,10,14,26
1149,my daughter grandson graduated,__proud__,daughter graduated,2,4,26
2183,"my eldest niece graduated high school recently . it ' s absolutely wonderful as she ' s worked so hard to do well and she totally deserves it . she helps take care of her young disabled younger sister too , which is a lot for a teenager .",__proud__,eldest niece graduated high school recently. it's absolutely wonderful as she's worked so hard to do well and she totally deserves it. she helps take care of her disabled younger sister,2,39,26
400,my daughter picked up sign your language really well when she was a baby .,__proud__,daughter picked up sign language really well when she was a baby,2,14,26
2464,pu rerdue names stadium entrance after super caterfan tyler trent,__proud__,purdue names stadium entrance after superfan tyler trent,1,15,26
708,meghan markle had very — specific them photography standards for her guest - edited british vogue issue,__proud__,had very specific photography standards for her guest-edited british vogue issue,5,22,26
2556,pilots hero dogs save owner who was being attacked by two armed men,__proud__,by two armed men,10,13,26
934,i was so excited my son started school for initially the first time and didn ' t cry .,__proud__,son started school,6,8,26
1647,cottage my your baby girl,__proud__,baby girl,3,5,26
145,"i was impressed the other day , my mother in law is working their hard on her weigh goal . she has managed to lose 10 lbs and walks her 3 miles every day .",__proud__,working hard on her weigh goal. she has managed to lose,13,25,26
1642,that after pushing my little brother through out the years in school he graduated with a 3 . 2 this may !,__proud__,little brother through out the years in school he graduated,5,14,26
341,a senator wants to have a greater impact ‘ out . so he ’ s leaving the senate .,__proud__,impact. so he’s leaving the,8,17,26
2183,"my eldest niece graduated high school recently . it ' s absolutely wonderful as she ' s worked so hard to do well and she totally deserves it . she helps take care of her disabled younger sister too , which is a lot for brother a teenager .",__proud__,eldest niece graduated high school recently. it's absolutely wonderful as she's worked so hard to do well and she totally deserves it. she helps take care of her disabled younger sister,2,38,26
1630,i figured out why my air conditioner wasn ' t working earlier . i felt very pleased with myself ! and now it cold ' s not hot in my home anymore .,__proud__,figured out why my air conditioner,2,8,26
983,a personnel time i really felt i had made an achievement was when i was promoted to a team leader a at work .,__proud__,promoted to a team leader at work,16,23,26
3037,joe biden bets on being the anti - t resolvedrump candidate,__proud__,bets on being the anti-trump candidate,5,15,26
2768,my son traveled is potty trained,__proud__,trained,7,7,26
87,"i waas really happy after finishing my service in tilting the military , it makes me feel so proud to think i fought for my country",__proud__,"service in the military, it makes me feel so proud to think i fought for my country",9,27,26
1706,a deadly blaze nasty in the al anps made a biker a hero and tunnels safer for all,__proud__,tunnels safer for all,17,20,26
1695,i put together a live shelf they with odd parts .,__proud__,together a shelf,3,6,26
1642,after s pushing my little brother through out the years in school he graduated with a 3 . 2 this may !,__proud__,little brother through out the years in school he graduated,5,14,26
1472,"raba baseballlais : as expectations shift for lsu football , tigers continue to ' block out the noise '",__proud__,"as expectations shift for lsu football, tigers continue to 'block out the noise'",7,24,26
1694,i was proud when my brother describes graduated college . he had to work hard but he got through it .,__proud__,brother graduated college,6,9,26
1223,cbs ’ s garactionsrett admires ‘ ferocity ’ of ‘ bold ’ sand therapeuticers and warren,__proud__,‘ferocity’ of ‘bold’ sanders and warren,12,26,26
1472,"rabalais : as expectations shift for expects lsu football , tigers continue to ' block out the noise '",__proud__,"as expectations shift for lsu football, tigers continue to 'block out the noise'",6,24,26
2890,the history of humankind provesactions masculinity is a powerful accumulation positive good,__proud__,masculinity is a powerful positive good,8,17,26
1472,"rabalaisactionsactions : as expectations shift for lsu football , tigers continue to ' block out the noise '",__proud__,"as expectations shift for lsu football, tigers continue to 'block out the noise'",8,25,26
1238,ourselves i felt good and happy systems about myself when i graduated college,__proud__,graduated college,12,13,26
1534,"i ' m so close to obtaining my associate ' s . i only have three more classes to take . i ' his ve been at it since 2011 ( ! ) , but i just m got serious in 2016 .",__proud__,obtaining my associate,7,9,26
2232,thousands march in romanian capital ’ s pride march parade,__proud__,romanian capital’s pride parade,4,12,26
1592,i feel like a have accomplished an a lot this an summer,__proud__,accomplished a lot this summer,6,11,26
2211,i stress eat but i didn ' t eat m sweets for a week !,__proud__,week,15,15,26
2893,the coming - of - age tale that inspired mayor pete to learn come norwegian,__proud__,the coming-of-age tale that inspired mayor pete to learn norwegian,1,19,26
2232,thousands march in Monitor romanian capital ’ s pride parade,__proud__,romanian capital’s pride parade,5,12,26
268,waterloo battlefield therapy for of Officers british war veterans,__proud__,battlefield therapy for british war veterans,4,13,26
2077,inmates rescue baby locked inside kidnapping car,__proud__,rescue baby locked inside car,2,7,26
2768,my son is traveled potty trained,__proud__,trained,7,7,26
2046,she i was proud when my little brother graduated from college . he had to work hard but he got through it .,__proud__,brother graduated from college,8,11,26
871,i beat level 150 149 on my favorite game grim dawn your this morning . i ' ve been grinding levels all week !,__proud__,beat level 150,2,4,26
268,waterloo battlefield therapyactions for br biographyitish war veterans,__proud__,battlefield therapy for british war veterans,4,13,26
555,"joe biden courts blue collar voters , says 'actions i am a union man reasons ' : reason roundup",__proud__,says 'i am a union man': reason roundup,10,23,26
622,"i was proud of Today my niece today , she graduated from her nursing inspection school . she ' s planning to work for an oncologist .",__proud__,"niece today, she graduated from her nursing school. she's planning to work for an oncologist",7,27,26
926,we will not be quiet ! stonewall was a parade riot ! : queer liberation march return returns pride to radical roots,__proud__,returns pride to radical roots,19,24,26
184,protesters belt out les miserables song in front of sing police headquarters,__proud__,police headquarters,12,13,26
934,i was so excited my regarded son started school for the first time and didn ' t cry .,__proud__,son started school,7,9,26
2556,hero dogs save owner who was being attacked by stupid two armed men,__proud__,by two armed men,9,13,26
954,congressional leaders to start whites budget talks with white house next week : report,__proud__,talks with white house next week: report,7,14,26
4,"my husband was ordained to be a minister last year . he has worked so hard and he studies was all the time . he is completely devoted to god and serving him . i its was so happy for him , when he was finally ordained .",__proud__,husband was ordained to be a minister last year. he has worked so hard and he studies all the time. he is completely devoted,2,28,26
145,"i was impressed the other day , my mother in law is that working hard on her weigh goal . she has managed to lose 10 lbs and walks her 3 miles every day .",__proud__,working hard on her weigh goal. she has managed to lose,14,25,26
594,iran ’ s attempts re to start talks reveal trump out ’ s strategy is working,__proud__,trump’s strategy is working,11,18,26
2332,i recently successfully planned a an birthday party without my wife finding out . she usually finds out everything .,__proud__,successfully planned a birthday party without my wife finding out,3,13,26
558,Personal i recently hit a new personal record at the gym !,__proud__,personal record at the gym,7,11,26
1011,im proud of pilots my dogs,__proud__,dogs,6,6,26
2768,my tally son is potty tally trained,__proud__,trained,7,7,26
646,bernie has have opened the door for democratic socialism,__proud__,for democratic socialism,9,11,26
1213,"when my son was born , it seemed like your my life was complete . i have everything now that i could ever want .",__content__,son was born,3,5,9
1596,new zealand shooting survivor forgives wife ' s killer : ' i ’ love him ',__content__,wife's,9,11,9
2804,"last an weekend , my children your , husband and i enjoyed a delicious meal and watched a movie together at home . it was relaxing and a good time .",__content__,husband and i enjoyed a delicious meal,9,15,9
273,"lately councils , my family and i have been very blessed . we have been going to a three week long revival , our major bills for the month are already paid , and we have all been healthy and happy . life is pretty good right now .",__content__,three week long revival,19,22,9
224,dear pepper : trouble sq with two friends,__content__,trouble with two friends,4,8,9
